ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer
25002,Junk,,Neglect,5/18/21 8:05,1,515.6459712,8053.472754,0,6872.597656,2290.088867,0.62785399,1.351999998,1.987499952,171,8339,normally,
25003,Junk,,Out of d,5/18/21 8:09,1,1932.976014,11299.28451,0,6872.597656,2290.088867,0.62785399,1.343999982,2.112499952,174,11600,normally,
25004,Junk,,Out of d,5/18/21 8:13,1,1940.00319,11315.37736,0,6872.597656,2290.088867,0.62785399,1.444000006,2.067500114,173.5,11620,normally,
25005,Junk,,Out of d,5/18/21 8:18,1,1975.959271,11397.71998,0,6872.597656,2290.088867,0.62785399,1.410000086,2.025000095,176,11700,normally,
25006,Junk,,Out of d,5/18/21 8:22,1,1968.392263,11380.39086,0,6872.597656,2290.088867,0.62785399,1.434000015,2.307500124,165.5,11690,normally,
25007,Junk,,Out of d,5/18/21 8:26,1,1982.848093,11413.496,0,6872.597656,2290.088867,0.62785399,1.494000077,2.069999933,172,11720,normally,
25008,Junk,,Out of d,5/18/21 8:30,1,1980.821269,11408.85439,0,6872.597656,2290.088867,0.62785399,1.439999819,2.092499971,170.5,11710,normally,
25009,Junk,,Out of d,5/18/21 8:34,1,1976.080454,11397.9975,0,6872.597656,2290.088867,0.62785399,1.486000061,2.119999886,167.5,11700,normally,
25010,Junk,,Out of d,5/18/21 8:39,1,1977.258792,11400.696,0,6872.597656,2290.088867,0.62785399,1.404000044,1.959999919,172,11690,normally,
25011,Junk,,Out of d,5/18/21 8:43,1,1982.931883,11413.68788,0,6872.597656,2290.088867,0.62785399,1.416000009,1.942499876,170.5,11700,normally,
25012,Junk,,Neglect,5/18/21 8:48,1,1986.826542,11422.607,0,6872.597656,2290.088867,0.62785399,1.327999949,1.897500038,172,11700,normally,
25013,Junk,,Out of d,5/18/21 8:52,1,1977.089145,11400.3075,0,6872.597656,2290.088867,0.62785399,1.34800005,1.942499995,170,11680,normally,
25014,Junk,,Out of d,5/18/21 8:56,1,1984.863735,11418.112,0,6872.597656,2290.088867,0.62785399,1.272000074,1.799999952,170.5,11680,normally,
25015,Junk,,Out of d,5/18/21 9:00,1,1986.883095,11422.73651,0,6872.597656,2290.088867,0.62785399,1.195999861,1.88499999,167,11680,normally,
25016,Junk,,Out of d,5/18/21 9:04,1,1977.487055,11401.21874,0,6872.597656,2290.088867,0.62785399,1.210000038,1.975000024,162.5,11660,normally,
25017,Junk,,Out of d,5/18/21 9:08,1,1976.04427,11397.91464,0,6872.597656,2290.088867,0.62785399,1.241999865,1.987499952,168.5,11670,normally,
25018,Junk,,Out of d,5/18/21 9:12,1,1982.338943,11412.33,0,6872.597656,2290.088867,0.62785399,1.269999981,1.797500014,168,11670,normally,
25019,Junk,,Out of d,5/18/21 9:17,1,1983.820105,11415.72199,0,6872.597656,2290.088867,0.62785399,1.238000035,1.835000038,172,11680,normally,
25020,Junk,,Out of d,5/18/21 9:21,1,1971.53849,11387.596,0,6872.597656,2290.088867,0.62785399,1.261999965,1.889999986,166.5,11650,normally,
25021,Junk,,Out of d,5/18/21 9:25,1,1969.492989,11382.91162,0,6872.597656,2290.088867,0.62785399,1.335999966,2.012500048,165.5,11660,normally,
25022,ESL06b_03,,Neglect,5/18/21 9:33,0.6,21.8259966,6902.587739,0,6872.597656,2290.088867,0.62785399,1.254000068,1.862500072,153,7141,normally,
25023,ESL06b_03,,Out of d,5/18/21 9:37,0.6,14.57355691,6892.622501,0,6872.597656,2290.088867,0.62785399,1.231999993,1.75,152.5,7120,normally,
25024,ESL06b_03,,Out of d,5/18/21 9:40,0.6,34.02512659,6919.349994,0,6872.597656,2290.088867,0.62785399,1.252000093,1.769999981,150,7146,normally,
25025,ESL06b_03,,Valid,5/18/21 9:44,0.6,15.76492452,6894.259503,0,6872.597656,2290.088867,0.62785399,1.163999915,1.705000043,149,7108,normally,
25026,ESL06b_03,,Out of d,5/18/21 9:48,0.6,28.71019719,6912.046998,0,6872.597656,2290.088867,0.62785399,1.231999993,1.902500033,148,7144,normally,
25027,ESL06b_03,,Out of d,5/18/21 9:51,0.6,25.92618771,6908.221621,0,6872.597656,2290.088867,0.62785399,1.256000042,1.792500019,145.5,7130,normally,
25028,ESL06b_03,,Valid,5/18/21 9:55,0.6,13.88108984,6891.671014,0,6872.597656,2290.088867,0.62785399,1.215999842,1.842499971,148,7118,normally,
25029,ESL06b_03,,Valid,5/18/21 9:58,0.6,16.81583261,6895.703507,0,6872.597656,2290.088867,0.62785399,1.255999923,1.894999981,143,7121,normally,
25030,ESL06b_03,,Neglect,5/18/21 10:04,1.4,2805.78876,15868.3055,0,6872.597656,2290.088867,0.62785399,1.203999996,1.932500005,186,16160,normally,
25031,ESL06b_03,,Unknow,5/18/21 10:09,1.4,2816.030799,15901.14275,0,6872.597656,2290.088867,0.62785399,1.258000016,1.924999952,181.5,16190,normally,
25032,ESL06b_03,,Unknow,5/18/21 10:13,1.4,2827.199812,15936.952,0,6872.597656,2290.088867,0.62785399,1.322000146,1.98999989,183,16240,normally,
25033,ESL06b_03,,Unknow,5/18/21 10:18,1.4,2828.420719,15940.86638,0,6872.597656,2290.088867,0.62785399,1.251999974,2.0625,180.5,16240,normally,
25034,ESL06b_03,,Unknow,5/18/21 10:22,1.4,2816.762756,15903.4895,0,6872.597656,2290.088867,0.62785399,1.266000032,1.879999995,188.5,16200,normally,
25035,ESL06b_03,,Neglect,5/18/21 10:27,1.2,2466.821562,13651.68637,0,6872.597656,2290.088867,0.62785399,1.255999923,2.067500114,173.5,13940,normally,
25036,ESL06b_03,,Out of d,5/18/21 10:31,1.2,2476.650056,13678.69612,0,6872.597656,2290.088867,0.62785399,1.172000051,1.9375,174.5,13950,normally,
25037,ESL06b_03,,Valid,5/18/21 10:35,1.2,2467.147199,13652.58126,0,6872.597656,2290.088867,0.62785399,1.247999907,1.922500014,175,13930,normally,
25038,ESL06b_03,,Valid,5/18/21 10:40,1.2,2469.157761,13658.1065,0,6872.597656,2290.088867,0.62785399,1.281999946,2.015000105,171,13940,normally,
25039,ESL06b_03,,Out of d,5/18/21 10:44,1.2,2476.794114,13679.09201,0,6872.597656,2290.088867,0.62785399,1.225999951,1.852499962,176,13950,normally,
25040,ESL06b_03,,Out of d,5/18/21 10:48,1.2,2459.397087,13631.28312,0,6872.597656,2290.088867,0.62785399,1.29400003,1.9375,172.5,13910,normally,
25041,ESL06b_03,,Valid,5/18/21 10:53,1.2,2469.99861,13660.41724,0,6872.597656,2290.088867,0.62785399,1.364000082,1.955000043,174.5,13950,normally,
25042,ESL06b_03,,Neglect,5/18/21 10:57,1,1971.404106,11387.28825,0,6872.597656,2290.088867,0.62785399,1.296000004,1.967499971,161,11650,normally,
25043,ESL06b_03,,Valid,5/18/21 11:01,1,1985.310445,11419.135,0,6872.597656,2290.088867,0.62785399,1.231999993,1.929999948,165,11680,normally,
25044,ESL06b_03,,Valid,5/18/21 11:05,1,1984.943208,11418.294,0,6872.597656,2290.088867,0.62785399,1.134000063,1.862499952,168,11670,normally,
25045,ESL06b_03,,Out of d,5/18/21 11:09,1,1977.750584,11401.82225,0,6872.597656,2290.088867,0.62785399,1.174000025,1.987499952,157,11650,normally,
25046,ESL06b_03,,Out of d,5/18/21 11:13,1,1978.196205,11402.84276,0,6872.597656,2290.088867,0.62785399,1.192000031,2.002499819,161,11660,normally,
25047,ESL06b_03,,Valid,5/18/21 11:17,1,1984.521609,11417.3285,0,6872.597656,2290.088867,0.62785399,1.318000078,1.944999933,161,11680,normally,
25048,ESL06b_03,,Neglect,5/18/21 11:21,0.8,1258.862295,9178.922878,0,6872.597656,2290.088867,0.62785399,1.215999961,1.807500005,155.5,9414,normally,
25049,ESL06b_03,,Valid,5/18/21 11:25,0.8,1248.809803,9160.505997,0,6872.597656,2290.088867,0.62785399,1.166000009,1.850000024,155.5,9395,normally,
25050,ESL06b_03,,Valid,5/18/21 11:28,0.8,1254.50343,9170.937127,0,6872.597656,2290.088867,0.62785399,1.226000071,1.907499909,154.5,9413,normally,
25051,ESL06b_03,,Valid,5/18/21 11:32,0.8,1251.233295,9164.946008,0,6872.597656,2290.088867,0.62785399,1.215999961,1.809999943,158,9404,normally,
25052,RSA_001b,,Neglect,5/18/21 11:39,1,2132.408992,11756.00375,0,6872.597656,2290.088867,0.62785399,1.220000029,1.894999981,169.5,12020,normally,
25053,RSA_001b,,Out of d,5/18/21 11:44,1,2230.562066,11980.78301,0,6872.597656,2290.088867,0.62785399,1.215999961,1.969999909,169,12250,normally,
25054,RSA_001b,,Out of d,5/18/21 11:48,1,2222.728417,11962.84326,0,6872.597656,2290.088867,0.62785399,1.225999951,1.944999933,168.5,12230,normally,
25055,RSA_001b,,Out of d,5/18/21 11:52,1,2224.886735,11967.786,0,6872.597656,2290.088867,0.62785399,1.174000025,1.875,172,12230,normally,
25056,RSA_001b,,Out of d,5/18/21 11:56,1,2203.622385,11919.08875,0,6872.597656,2290.088867,0.62785399,1.25,1.855000019,174.5,12190,normally,
25057,RSA_001b,,Out of d,5/18/21 12:00,1,2213.459288,11941.61613,0,6872.597656,2290.088867,0.62785399,1.248000026,2.017499924,170.5,12220,normally,
25058,RSA_001b,,Out of d,5/18/21 12:04,1,2217.536421,11950.95313,0,6872.597656,2290.088867,0.62785399,1.24000001,1.972499967,167.5,12220,normally,
25059,RSA_001b,,Out of d,5/18/21 12:09,1,2221.240582,11959.43598,0,6872.597656,2290.088867,0.62785399,1.226000071,1.995000124,168,12230,normally,
25060,RSA_001a,,Neglect,5/18/21 12:15,1,2183.352535,11872.66899,0,6872.597656,2290.088867,0.62785399,1.236000061,1.872500062,172,12140,normally,
25061,RSA_001a,,Valid,5/18/21 12:19,1,2238.844489,11999.7505,0,6872.597656,2290.088867,0.62785399,1.156000018,1.850000024,166.5,12250,normally,
25062,RSA_001a,,Out of d,5/18/21 12:23,1,2221.213843,11959.37475,0,6872.597656,2290.088867,0.62785399,1.134000063,1.867499948,167,12210,normally,
