ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer
25878,JunkSW,,Neglect,5/28/21 7:57,1,507.3717234,8034.523992,0,6872.597656,2290.088867,0.62785399,1.396000028,2.180000067,177,8351,normally,
25879,JunkSW,,Unknow,5/28/21 8:01,1,1818.121524,11036.25752,0,6872.597656,2290.088867,0.62785399,1.4799999,2.349999905,179.5,11380,normally,
25880,JunkSW,,Unknow,5/28/21 8:06,1,1878.519064,11174.57325,0,6872.597656,2290.088867,0.62785399,1.417999983,2.0625,187,11500,normally,
25881,JunkSW,,Unknow,5/28/21 8:10,1,1886.946352,11193.87249,0,6872.597656,2290.088867,0.62785399,1.384000063,2.190000057,182.5,11520,normally,
25882,JunkSW,,Unknow,5/28/21 8:15,1,1896.814533,11216.4715,0,6872.597656,2290.088867,0.62785399,1.453999996,2.019999981,180.5,11530,normally,
25883,JunkSW,,Unknow,5/28/21 8:19,1,1907.616949,11241.20999,0,6872.597656,2290.088867,0.62785399,1.29399991,2.090000153,182.5,11550,normally,
25884,JunkSW,,Unknow,5/28/21 8:23,1,1906.117017,11237.77502,0,6872.597656,2290.088867,0.62785399,1.359999895,2.089999914,181,11550,normally,
25885,JunkSW,,Unknow,5/28/21 8:28,1,1907.10605,11240.03999,0,6872.597656,2290.088867,0.62785399,1.393999934,2.050000191,180,11550,normally,
25886,JunkSW,,Single m,5/28/21 8:32,1,1891.793056,11204.97187,0,6872.597656,2290.088867,0.62785399,1.330000043,2.32249999,172.5,11520,normally,
25887,ESL07a_01,,Neglect,5/28/21 8:36,0.6,-6.86074347,6863.170629,0,6872.597656,2290.088867,0.62785399,1.451999903,2.012500048,157.5,7136,normally,
25888,ESL07a_01,,Out of d,5/28/21 8:40,0.6,-218.8184927,6571.92938,0,6872.597656,2290.088867,0.62785399,1.409999967,2.092499971,156.5,6846,normally,
25889,ESL07a_01,,Out of d,5/28/21 8:44,0.6,-142.7004493,6676.51963,0,6872.597656,2290.088867,0.62785399,1.417999983,1.987499952,156.5,6943,normally,
25890,ESL07a_01,,Out of d,5/28/21 8:47,0.6,-65.80160496,6782.182742,0,6872.597656,2290.088867,0.62785399,1.312000036,2.002500057,161,7049,normally,
25891,ESL07a_01,,Out of d,5/28/21 8:51,0.6,-30.37738398,6830.857511,0,6872.597656,2290.088867,0.62785399,1.429999948,2.027499914,158,7104,normally,
25892,ESL07a_01,,Out of d,5/28/21 8:55,0.6,-21.19798631,6843.470493,0,6872.597656,2290.088867,0.62785399,1.361999989,2.140000105,154.5,7114,normally,
25893,ESL07a_01,,Out of d,5/28/21 8:59,0.6,-7.209633115,6862.691236,0,6872.597656,2290.088867,0.62785399,1.500000119,2.065000057,159.5,7147,normally,
25894,ESL07a_01,,Out of d,5/28/21 9:03,0.6,-7.74799853,6861.951493,0,6872.597656,2290.088867,0.62785399,1.514000058,2.157500029,158,7152,normally,
25895,ESL07a_01,,Neglect,5/28/21 9:07,0.8,1191.889388,9056.223751,0,6872.597656,2290.088867,0.62785399,1.508000016,2.154999971,167.5,9363,normally,
25896,ESL07a_01,,Unknow,5/28/21 9:11,0.8,1214.692002,9097.999761,0,6872.597656,2290.088867,0.62785399,1.505999923,2.112499952,173,9411,normally,
25897,ESL07a_01,,Unknow,5/28/21 9:15,0.8,1204.550475,9079.419762,0,6872.597656,2290.088867,0.62785399,1.593999982,2.254999876,164.5,9396,normally,
25898,ESL07a_01,,Unknow,5/28/21 9:19,0.8,1195.828913,9063.441241,0,6872.597656,2290.088867,0.62785399,1.540000081,2.105000019,171.5,9376,normally,
25899,ESL07a_01,,Unknow,5/28/21 9:23,0.8,1189.359121,9051.588121,0,6872.597656,2290.088867,0.62785399,1.530000091,2.237499952,168.5,9369,normally,
25900,ESL07a_01,,Unknow,5/28/21 9:27,0.8,1193.855064,9059.82501,0,6872.597656,2290.088867,0.62785399,1.519999981,2.099999905,167.5,9363,normally,
25901,ESL07a_01,,Neglect,5/28/21 9:32,1,1914.929993,11257.95751,0,6872.597656,2290.088867,0.62785399,1.49000001,2.179999828,175.5,11580,normally,
25902,ESL07a_01,,Valid,5/28/21 9:36,1,1915.932731,11260.25387,0,6872.597656,2290.088867,0.62785399,1.483999968,2.252500057,176.5,11590,normally,
25903,ESL07a_01,,Out of d,5/28/21 9:40,1,1924.003214,11278.736,0,6872.597656,2290.088867,0.62785399,1.60800004,2.269999981,176,11620,normally,
25904,ESL07a_01,,Out of d,5/28/21 9:44,1,1922.548364,11275.40426,0,6872.597656,2290.088867,0.62785399,1.536000013,2.202499866,179,11610,normally,
25905,ESL07a_01,,Valid,5/28/21 9:49,1,1918.399064,11265.90199,0,6872.597656,2290.088867,0.62785399,1.496000051,2.24000001,173.5,11590,normally,
25906,ESL07a_01,,Valid,5/28/21 9:53,1,1914.69506,11257.4195,0,6872.597656,2290.088867,0.62785399,1.522000074,2.102499962,178,11580,normally,
25907,ESL07a_01,,Neglect,5/28/21 9:58,1.2,2393.288803,13449.61051,0,6872.597656,2290.088867,0.62785399,1.473999977,2.194999933,191,13800,normally,
25908,ESL07a_01,,Unknow,5/28/21 10:02,1.2,2394.123289,13451.90376,0,6872.597656,2290.088867,0.62785399,1.429999948,2.234999895,184.5,13790,normally,
25909,ESL07a_01,,Unknow,5/28/21 10:07,1.2,2391.369293,13444.33549,0,6872.597656,2290.088867,0.62785399,1.453999996,2.255000114,181,13780,normally,
25910,ESL07a_01,,Neglect,5/28/21 10:11,1.4,2759.223039,15719.01001,0,6872.597656,2290.088867,0.62785399,1.450000048,2.369999886,189,16080,normally,
25911,ESL07a_01,,Unknow,5/28/21 10:16,1.4,2741.252744,15661.395,0,6872.597656,2290.088867,0.62785399,1.417999983,2.25999999,195,16020,normally,
25912,ESL07a_01,,Unknow,5/28/21 10:21,1.4,2745.028287,15673.49986,0,6872.597656,2290.088867,0.62785399,1.386000037,2.242500067,196.5,16030,normally,
