ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer,
33671,junk,,Neglect,2/14/2022 10:54:18 AM,1,369.980442650944,7719.88574904203,0,6872.59765625,2290.0888671875,0.627853989601135,2.67600011825562,3.23499989509583,143.5,8144,normally,,
33672,junk,,Unknow,2/14/2022 10:58:09 AM,1,1927.34473357903,11286.3883738518,0,6872.59765625,2290.0888671875,0.627853989601135,2.49399995803833,3.00250005722046,150.5,11700,normally,,
33673,junk,,Unknow,2/14/2022 11:01:53 AM,1,1949.83276999491,11337.8879756927,0,6872.59765625,2290.0888671875,0.627853989601135,2.43600010871887,3.01000022888184,144,11730,normally,,
33674,junk,,Unknow,2/14/2022 11:05:38 AM,1,1963.23140000475,11368.5720291138,0,6872.59765625,2290.0888671875,0.627853989601135,2.46399974822998,2.97249984741211,144,11760,normally,,
33675,junk,,Unknow,2/14/2022 11:09:22 AM,1,1965.87582543516,11374.6279983521,0,6872.59765625,2290.0888671875,0.627853989601135,2.34599995613098,2.8675000667572,144,11750,normally,,
33676,ESL09a_16,,Neglect,2/14/2022 11:14:38 AM,1.4,2912.20289866599,16209.4824683666,0,6872.59765625,2290.0888671875,0.627853989601135,2.29200029373169,3.00500011444092,155,16620,normally,,
33677,ESL09a_16,,Out of d,2/14/2022 11:18:46 AM,1.4,2941.47926141008,16303.3461297154,0,6872.59765625,2290.0888671875,0.627853989601135,2.33200001716614,2.89249992370605,159.5,16720,normally,,
33678,ESL09a_16,,Valid,2/14/2022 11:22:53 AM,1.4,2954.22638052834,16344.2149795294,0,6872.59765625,2290.0888671875,0.627853989601135,2.32000017166138,2.91000008583069,159,16760,normally,,
33679,ESL09a_16,,Valid,2/14/2022 11:27:00 AM,1.4,2952.65221181656,16339.1679987907,0,6872.59765625,2290.0888671875,0.627853989601135,2.31400012969971,2.86999988555908,158.5,16750,normally,,
33680,ESL09a_16,,Out of d,2/14/2022 11:31:09 AM,1.4,2940.62417088656,16300.6046031117,0,6872.59765625,2290.0888671875,0.627853989601135,2.27400016784668,2.82750010490417,160.5,16710,normally,,
33681,ESL09a_16,,Valid,2/14/2022 11:35:13 AM,1.4,2954.23807379565,16344.2524695992,0,6872.59765625,2290.0888671875,0.627853989601135,2.28000020980835,2.81000018119812,155.5,16740,normally,,
33682,ESL09a_16,,Neglect,2/14/2022 11:38:59 AM,1.2,2601.12443438257,14020.7649874687,0,6872.59765625,2290.0888671875,0.627853989601135,2.28000020980835,2.91499996185303,146,14400,normally,,
33683,ESL09a_16,,Unknow,2/14/2022 11:42:51 AM,1.2,2590.2256602611,13990.8139939308,0,6872.59765625,2290.0888671875,0.627853989601135,2.2039999961853,2.78500008583069,148,14360,normally,,
33684,ESL09a_16,,Unknow,2/14/2022 11:46:40 AM,1.2,2597.2625993722,14010.1522530317,0,6872.59765625,2290.0888671875,0.627853989601135,2.22399997711182,2.89499998092651,144.5,14380,normally,,
33685,ESL09a_16,,Unknow,2/14/2022 11:50:28 AM,1.2,2599.91887875208,14017.4519920349,0,6872.59765625,2290.0888671875,0.627853989601135,2.16400003433228,2.73250007629395,144,14370,normally,,
33686,ESL09a_16,,Neglect,2/14/2022 11:54:01 AM,1,2108.31046883081,11700.8159894943,0,6872.59765625,2290.0888671875,0.627853989601135,2.15799999237061,2.83000016212463,136,12040,normally,,
33687,ESL09a_16,,Unknow,2/14/2022 11:57:39 AM,1,2102.22020946715,11686.8687543273,0,6872.59765625,2290.0888671875,0.627853989601135,2.1159999370575,2.875,137.5,12030,normally,,
33688,ESL09a_16,,Unknow,2/14/2022 12:01:17 PM,1,2105.7162586773,11694.8750177026,0,6872.59765625,2290.0888671875,0.627853989601135,2.21999979019165,2.79999995231628,137.5,12040,normally,,
33689,ESL09a_16,,Neglect,2/14/2022 12:04:38 PM,0.8,1373.32611632313,9388.62873625755,0,6872.59765625,2290.0888671875,0.627853989601135,2.15000009536743,2.81750011444092,131,9714,normally,,
33690,ESL09a_16,,Valid,2/14/2022 12:08:05 PM,0.8,1371.0700659073,9384.49549150467,0,6872.59765625,2290.0888671875,0.627853989601135,2.16400003433228,2.77500009536743,131,9708,normally,,
33691,ESL09a_16,,Out of d,2/14/2022 12:11:34 PM,0.8,1364.0149397129,9371.56999874115,0,6872.59765625,2290.0888671875,0.627853989601135,2.15000009536743,2.70499992370605,132,9692,normally,,
