DateProcessed,ScallopID,ShellHt_mm,Sex,Mus_Boat1_g,Boat+WetMus_g,WetMus_g,Boat+DryMus_g,DryMus_g,Gon_Boat1_g,Boat+WetGon_g,WetGon_g,Boat+DryGon_g,DryGon_g,Man_Boat1_g,Boat+WetMan_g,WetMan_g,Boat+DryMan_g,DryMan_g,ShellWt_g,Notes
20121021,025_71,76,M,1.00,8.84,7.84,2.60,1.60,0.99,1.84,0.85,1.13,0.14,1.00,4.21,3.21,1.40,0.40,23.65,
20121021,025_66,104,F,1.02,22.30,21.28,5.83,4.81,1.01,3.47,2.46,1.36,0.35,1.00,9.22,8.22,2.04,1.04,56.97,
20121021,025_58,95,M,0.97,16.37,15.40,4.53,3.56,0.97,4.16,3.19,1.46,0.49,0.96,8.16,7.20,1.88,0.92,54.11,
20121021,025_65,64,M,0.98,5.54,4.56,1.91,0.93,0.99,1.17,0.18,1.01,0.02,0.98,2.88,1.90,1.21,0.23,12.71,
20121021,025_67,116,M,1.01,27.17,26.16,6.98,5.97,1.00,4.75,3.75,1.58,0.58,0.99,11.07,10.08,2.34,1.35,94.17,
20121021,025_80,86,F,0.99,10.46,9.47,3.13,2.14,0.97,2.21,1.24,1.21,0.24,1.00,5.66,4.66,1.74,0.74,30.96,
20121021,025_55,102,F,1.02,19.36,18.34,5.02,4.00,1.00,2.95,1.95,1.24,0.24,1.01,8.94,7.93,1.97,0.96,52.97,
20121021,025_51,100,M,1.02,19.65,18.63,5.19,4.17,1.02,2.04,1.02,1.14,0.12,1.00,8.17,7.17,1.89,0.89,57.93,
20121021,025_68,95,F,1.00,17.87,16.87,4.62,3.62,1.01,4.67,3.66,1.57,0.56,1.02,7.86,6.84,1.97,0.95,47.28,
20121021,025_52,97,M,1.01,20.94,19.93,5.26,4.25,1.00,2.54,1.54,1.19,0.19,1.00,8.30,7.30,2.01,1.01,46.15,
20121021,025_60,100,M,1.02,19.54,18.52,5.05,4.03,0.97,4.07,3.10,1.52,0.55,0.99,7.83,6.84,1.82,0.83,51.55,
20121021,025_64,143,M,1.00,50.39,49.39,12.32,11.32,1.01,17.38,16.37,4.37,3.36,0.98,23.31,22.33,3.82,2.84,211.81,
20121021,025_53,95,F,1.02,18.93,17.91,4.81,3.79,0.97,3.18,2.21,1.30,0.33,0.99,8.58,7.59,1.93,0.94,56.55,
20121021,025_56,105,F,1.01,21.91,20.90,5.53,4.52,0.97,2.73,1.76,1.19,0.22,0.98,10.69,9.71,2.57,1.59,61.25,
20121021,025_61,106,M,1.00,20.11,19.11,5.02,4.02,1.01,5.74,4.73,1.96,0.95,0.99,8.50,7.51,2.01,1.02,64.82,
20121021,025_54,143,M,1.00,58.57,57.57,13.82,12.82,1.02,8.04,7.02,1.97,0.95,0.99,22.46,21.47,3.58,2.59,244.20,END OF PAGE 8
20121021,025_69,78,M,1.00,8.52,7.52,2.60,1.60,1.01,1.81,0.80,1.15,0.14,1.01,3.67,2.66,1.36,0.35,21.65,
20211022,066_65,139,M,0.97,47.65,46.68,11.97,11.00,1.01,40.38,39.37,10.64,9.63,1.01,22.53,21.52,3.64,2.63,126.56,
20211022,066_57,124,F,0.96,35.57,34.61,8.70,7.74,0.98,25.81,24.83,5.95,4.97,1.01,16.25,15.24,2.88,1.87,93.27,
20211022,066_97,142,F,0.98,60.77,59.79,13.09,12.11,1.00,9.74,8.74,1.49,0.49,1.01,25.85,24.84,4.69,3.68,175.48,
20211022,066_76,125,M,0.97,37.44,36.47,8.94,7.97,0.98,27.55,26.57,7.11,6.13,0.98,17.82,16.84,3.20,2.22,99.13,
20211022,066_88,112,F,1.00,22.87,21.87,5.14,4.14,1.01,4.84,3.83,1.46,0.45,1.01,12.51,11.50,2.28,1.27,69.85,
20211022,066_54,128,F,0.99,40.26,39.27,9.18,8.19,1.00,8.12,7.12,1.80,0.80,0.97,19.98,19.01,3.18,2.21,124.09,
20211022,066_59,148,F,0.99,64.92,63.93,15.36,14.37,0.97,20.76,19.79,3.81,2.84,0.99,33.27,32.28,4.73,3.74,1883.75,
20211022,066_52,92,M,0.99,15.22,14.23,4.10,3.11,1.03,13.42,12.39,3.89,2.86,1.01,7.47,6.46,1.84,0.83,47.68,
20211022,066_70,126,F,0.99,38.97,37.98,9.20,8.21,1.02,16.38,15.36,3.60,2.58,0.97,17.20,16.23,3.32,2.35,134.33,
20211022,066_61,154,M,0.97,51.44,50.47,9.98,9.01,1.00,14.69,13.69,2.76,1.76,1.02,24.26,23.24,3.78,2.76,226.49,
20211022,066_72,148,M,0.97,63.64,62.67,14.43,13.46,0.99,19.92,18.93,4.17,3.18,1.00,28.23,27.23,4.65,3.65,159.96,
20211022,066_62,160,F,0.99,44.68,43.69,10.02,9.03,0.98,26.79,25.81,5.06,4.08,0.99,25.81,24.82,4.21,3.22,215.32,
20211022,066_95,129,F,0.98,31.78,30.80,7.10,6.12,1.00,32.17,31.17,6.64,5.64,1.00,17.22,16.22,2.94,1.94,120.76,
20211022,066_98,142,F,1.00,51.56,50.56,11.28,10.28,0.96,15.07,14.11,2.37,1.41,1.01,24.53,23.52,3.82,2.81,205.90,
20211022,066_63,149,F,0.98,57.71,56.73,12.79,11.81,1.02,18.37,17.35,3.19,2.17,0.99,25.01,24.02,3.94,2.95,205.39,
20121027,025_72,101,F,0.97,21.16,20.19,NA,NA,1.01,4.79,3.78,NA,NA,1.02,7.92,6.90,NA,NA,58.55,sample disposed of before measurement was collected
20121027,025_81,95,F,1.02,20.91,19.89,4.99,3.97,0.96,3.32,2.36,1.29,0.33,0.97,6.62,5.65,1.58,0.61,50.51,
20121027,025_87,79,M,1.04,9.36,8.32,2.61,1.57,0.98,1.54,0.56,1.08,0.10,1.01,3.03,2.02,1.20,0.19,25.47,
20121027,025_57,107,F,1.00,23.10,22.10,5.62,4.62,0.98,5.94,4.96,1.62,0.64,1.02,8.25,7.23,1.85,0.83,53.41,
20121027,025_70,83,F,0.98,11.12,10.14,2.97,1.99,0.96,1.72,0.76,1.08,0.12,0.98,4.67,3.69,1.51,0.53,26.71,
20121027,066_83,126,F,1.00,36.91,35.91,8.90,7.90,0.99,9.03,8.04,2.60,1.61,1.02,14.70,13.68,3.19,2.17,128.35,
20121027,025_63,118,F,1.00,23.93,22.93,5.70,4.70,1.00,4.97,3.97,1.53,0.53,0.99,10.12,9.13,2.38,1.39,101.89,shell crumbled and growth on inside of shell; sponge; polychaetes
20121027,025_75,73,M,0.99,8.68,7.69,2.37,1.38,0.98,2.45,1.47,1.24,0.26,0.99,3.48,2.49,1.30,0.31,21.02,END OF PAGE 9
20121027,025_76,129,F,1.01,40.07,39.06,9.40,8.39,0.99,8.75,7.76,1.87,0.88,1.01,14.83,13.82,2.77,1.76,125.05,polychaetes
20121027,025_62,110,F,0.98,22.40,21.42,5.39,4.41,0.99,3.19,2.20,1.26,0.27,1.01,7.02,6.01,1.81,0.80,52.93,
20121027,025_59,62,M,1.01,4.39,3.38,1.70,0.69,1.01,1.26,0.25,1.04,0.03,0.99,2.60,1.61,1.19,0.20,14.46,
20121027,066_71,144,F,1.03,52.01,50.98,11.62,10.59,1.01,19.14,18.13,3.46,2.45,0.97,19.36,18.39,3.15,2.18,146.23,polychaetes
20121027,109_60,NA,M,0.97,22.10,21.13,5.45,4.48,1.03,6.12,5.09,2.06,1.03,1.00,11.30,10.30,2.49,1.49,96.14,shell crushed
20121027,109_59,NA,M,0.99,24.40,23.41,6.57,5.58,1.01,6.32,5.31,1.88,0.87,1.02,15.02,14.00,2.99,1.97,63.39,shell crushed
20121027,109_58,102,F,1.01,18.39,17.38,4.45,3.44,0.96,4.29,3.33,1.41,0.45,1.01,10.35,9.34,2.22,1.21,59.33,
20121027,109_57,111,M,1.00,20.10,19.10,4.83,3.83,0.98,3.65,2.67,1.36,0.38,1.03,13.35,12.32,2.57,1.54,74.33,
20121027,109_56,111,F,0.99,25.07,24.08,5.80,4.81,0.99,4.80,3.81,1.57,0.58,1.03,12.25,11.22,2.74,1.71,82.01,
20121027,109_51,99,M,0.99,19.05,18.06,4.57,3.58,1.00,2.46,1.46,1.14,0.14,0.98,9.06,8.08,2.07,1.09,56.13,
20121027,109_55,114,M,0.98,27.77,26.79,6.40,5.42,0.99,5.93,4.94,1.61,0.62,1.02,12.13,11.11,2.32,1.30,91.38,
20121027,109_53,94,M,0.98,16.07,15.09,3.88,2.90,1.03,2.45,1.42,1.15,0.12,0.97,8.98,8.01,1.91,0.94,51.38,
20121027,109_52,125,F,0.98,28.72,27.74,5.98,5.00,1.02,6.86,5.84,1.44,0.42,1.05,14.15,13.10,2.64,1.59,137.84,calcified pockets; polychaetes
20121027,109_54,105,F,0.99,20.22,19.23,3.81,2.82,0.97,4.22,3.25,1.28,0.31,1.00,8.71,7.71,1.91,0.91,70.14,calcified pockets; polychaetes
20211101,054_77,95,F,1.02,13.60,12.58,4.05,3.03,0.97,3.88,2.91,1.52,0.55,0.99,7.46,6.47,1.81,0.82,38.31,
20211101,054_79,90,M,0.93,12.96,12.03,3.67,2.74,0.98,2.87,1.89,1.38,0.40,1.02,6.33,5.31,1.79,0.77,35.33,
20211101,054_89,82,F,1.01,10.40,9.39,3.45,2.44,1.00,2.08,1.08,1.20,0.20,1.01,5.49,4.48,1.72,0.71,26.16,
20211101,054_85,83,M,1.00,10.89,9.89,3.44,2.44,0.97,1.64,0.67,1.08,0.11,0.98,6.93,5.95,1.91,0.93,25.95,
20211101,054_74,99,F,0.96,16.00,15.04,4.89,3.93,1.00,5.72,4.72,2.14,1.14,1.02,8.80,7.78,2.10,1.08,48.22,
20211101,054_71,81,F,0.79,9.24,8.45,2.68,1.89,0.80,2.23,1.43,1.07,0.27,0.80,5.85,5.05,1.49,0.69,22.53,
20211101,054_72,72,M,0.80,5.97,5.17,1.94,1.14,0.80,1.11,0.31,0.84,0.04,0.79,4.59,3.80,1.18,0.39,16.94,
20211101,054_70,105,M,0.82,17.62,16.80,4.85,4.03,0.81,3.95,3.14,1.55,0.74,0.80,9.48,8.68,2.01,1.21,49.48,
20211101,054_78,92,M,0.80,13.02,12.22,3.56,2.76,0.80,4.87,4.07,1.78,0.98,0.82,8.62,7.80,1.83,1.01,43.75,
20211101,054_83,98,F,0.80,14.30,13.50,3.83,3.03,0.80,2.99,2.19,1.19,0.39,0.80,8.15,7.35,1.79,0.99,44.30,END OF PAGE 10
20211101,054_65,89,M,0.80,12.05,11.25,3.34,2.54,0.79,3.00,2.21,1.20,0.41,0.79,6.22,5.43,1.39,0.60,32.00,
20211101,054_88,91,F,0.81,12.74,11.93,3.41,2.60,0.80,5.52,4.72,1.83,1.03,0.83,7.96,7.13,1.65,0.82,31.38,
20211101,054_51,90,F,0.80,13.58,12.78,3.77,2.97,0.81,5.50,4.69,1.81,1.00,0.81,10.08,9.27,2.55,1.74,38.46,
20211101,054_53,93,M,0.80,14.74,13.94,3.84,3.04,0.81,3.76,2.95,1.42,0.61,0.81,8.30,7.49,1.75,0.94,51.09,
20211101,054_97,99,F,0.80,15.24,14.44,4.02,3.22,0.81,5.21,4.40,1.79,0.98,0.79,9.95,9.16,2.58,1.79,48.00,
20211101,054_62,90,F,0.79,10.39,9.60,2.82,2.03,0.79,3.47,2.68,1.34,0.55,0.79,7.06,6.27,1.61,0.82,35.76,
20211101,054_69,101,F,0.81,19.84,19.03,4.89,4.08,0.80,4.16,3.36,1.27,0.47,0.82,10.10,9.28,1.93,1.11,56.21,
20211101,054_67,114,F,0.80,28.28,27.48,6.83,6.03,0.78,6.95,6.17,1.80,1.02,0.80,14.00,13.20,2.42,1.62,81.38,
20211101,054_63,95,M,0.80,16.14,15.34,4.22,3.42,0.81,4.25,3.44,1.48,0.67,0.80,8.36,7.56,1.65,0.85,41.98,
20211101,054_54,95,M,0.79,14.58,13.79,3.64,2.85,0.80,5.57,4.77,1.84,1.04,0.81,7.76,6.95,1.58,0.77,40.84,
20211101,054_99,92,M,0.78,16.37,15.59,4.05,3.27,0.79,3.63,2.84,1.33,0.54,0.80,8.17,7.37,1.89,1.09,40.83,
20211101,054_96,82,M,0.76,9.50,8.74,2.61,1.85,0.80,1.65,0.85,0.92,0.12,0.79,5.48,4.69,1.28,0.49,23.61,
20211101,054_61,109,M,0.80,23.09,22.29,5.78,4.98,0.81,5.79,4.98,1.85,1.04,0.79,11.96,11.17,2.22,1.43,71.85,
20211101,054_95,99,F,0.80,16.18,15.38,3.91,3.11,0.79,5.02,4.23,1.47,0.68,0.80,8.75,7.95,2.02,1.22,49.07,
20211101,054_59,98,M,0.79,18.77,17.98,4.55,3.76,0.78,5.75,4.97,1.78,1.00,0.79,10.36,9.57,2.29,1.50,53.53,
20211101,088_58,113,M,0.78,32.74,31.96,8.29,7.51,0.81,9.82,9.01,2.54,1.73,0.80,15.19,14.39,2.88,2.08,90.33,
20211101,088_63,116,M,0.81,29.77,28.96,7.34,6.53,0.80,9.52,8.72,2.71,1.91,0.83,15.28,14.45,2.76,1.93,100.93,
20211101,088_83,134,M,0.81,36.61,35.80,8.66,7.85,0.81,10.10,9.29,2.23,1.42,0.81,17.84,17.03,3.09,2.28,146.24,polychaetes
20211101,088_61,113,M,0.79,35.32,34.53,9.03,8.24,0.78,6.93,6.15,1.69,0.91,0.80,15.74,14.94,2.72,1.92,84.34,
20211101,088_87,106,M,0.79,24.69,23.90,5.96,5.17,0.78,5.98,5.20,1.61,0.83,0.81,12.58,11.77,2.38,1.57,79.76,
20211101,088_79,137,F,0.79,43.61,42.82,10.10,9.31,0.80,12.62,11.82,2.41,1.61,0.81,19.34,18.53,3.08,2.27,152.26,polychaetes
20211101,088_69,120,F,0.80,32.32,31.52,8.28,7.48,0.80,6.98,6.18,1.50,0.70,0.82,16.83,16.01,2.90,2.08,99.93,
20211101,088_71,122,F,0.79,29.63,28.84,6.98,6.19,0.81,12.08,11.27,2.56,1.75,0.80,15.08,14.28,2.60,1.80,115.29,
20211101,088_78,133,F,0.79,45.41,44.62,11.05,10.26,0.80,5.37,4.57,1.16,0.36,0.82,22.42,21.60,3.37,2.55,135.60,END OF PAGE 11
20211101,088_89,120,F,0.78,35.49,34.71,8.90,8.12,0.77,9.29,8.52,1.98,1.21,0.83,16.52,15.69,2.84,2.01,113.69,polychaetes
20211101,088_94,114,F,0.82,27.91,27.09,6.91,6.09,0.80,7.93,7.13,1.94,1.14,0.80,13.67,12.87,2.77,1.97,90.03,
20211101,088_75,134,F,0.81,45.34,44.53,11.26,10.45,0.82,16.58,15.76,4.03,3.21,0.81,19.80,18.99,3.96,3.15,150.59,polychaetes
20211101,088_65,113,M,0.80,22.02,21.22,5.43,4.63,0.80,7.20,6.40,2.04,1.24,0.81,12.00,11.19,2.14,1.33,92.93,
20211101,088_55,114,M,0.80,37.54,36.74,9.89,9.09,0.79,4.96,4.17,1.36,0.57,0.80,15.83,15.03,2.75,1.95,93.63,
20211101,088_59,110,M,0.80,31.28,30.48,7.94,7.14,0.80,6.76,5.96,1.81,1.01,0.80,15.08,14.28,2.42,1.62,82.82,
20211101,088_60,105,F,0.80,22.81,22.01,5.76,4.96,0.79,6.25,5.46,1.95,1.16,0.81,9.98,9.17,2.39,1.58,70.65,
20211102,028_87,85,F,0.79,11.45,10.66,2.87,2.08,0.81,1.49,0.68,0.90,0.09,0.79,6.31,5.52,1.79,1.00,67.36,
20211102,028_80,95,F,0.81,16.70,15.89,4.26,3.45,0.80,2.77,1.97,1.14,0.34,0.81,12.29,11.48,2.20,1.39,92.44,
20211102,028_64,92,M,0.80,11.21,10.41,2.90,2.10,0.82,1.94,1.12,0.96,0.14,0.82,8.50,7.68,1.70,0.88,66.47,
20211102,028_70,85,M,0.82,12.89,12.07,3.52,2.70,0.81,1.52,0.71,0.90,0.09,0.81,6.75,5.94,1.54,0.73,57.84,
20211102,028_76,98,F,0.81,14.31,13.50,3.62,2.81,0.81,2.81,2.00,1.05,0.24,0.79,9.97,9.18,1.98,1.19,97.40,
20211102,028_71,99,F,0.82,16.19,15.37,4.11,3.29,0.83,3.31,2.48,1.18,0.35,0.79,11.52,10.73,2.01,1.22,84.85,
20211102,028_79,96,F,0.78,15.15,14.37,3.81,3.03,0.81,4.95,4.14,1.49,0.68,0.78,10.57,9.79,2.00,1.22,86.27,
20211102,028_60,82,F,0.78,12.08,11.30,3.24,2.46,0.82,2.01,1.19,0.94,0.12,0.79,6.47,5.68,1.46,0.67,56.97,
20211102,028_54,88,M,0.79,14.98,14.19,3.98,3.19,0.80,1.89,1.09,0.95,0.15,0.80,7.43,6.63,1.73,0.93,65.70,
20211102,028_81,94,F,0.82,15.80,14.98,4.08,3.26,0.81,5.56,4.75,1.65,0.84,0.79,8.75,7.96,1.97,1.18,74.42,
20211102,028_72,111,F,0.80,23.65,22.85,5.91,5.11,0.79,6.41,5.62,1.58,0.79,0.79,13.27,12.48,2.27,1.48,135.72,
20211102,028_53,95,F,0.88,14.92,14.04,3.78,2.90,0.79,4.12,3.33,1.43,0.64,0.80,7.76,6.96,1.98,1.18,65.06,
20211102,028_55,106,F,0.81,17.67,16.86,4.01,3.20,0.80,4.84,4.04,1.40,0.60,0.78,12.22,11.44,1.97,1.19,105.75,
20211102,028_51,114,F,0.80,26.16,25.36,6.52,5.72,0.81,8.90,8.09,2.11,1.30,0.79,19.89,19.10,2.30,1.51,128.27,
20211102,028_62,109,F,0.79,27.38,26.59,7.00,6.21,0.80,4.03,3.23,1.25,0.45,0.82,16.30,15.48,2.57,1.75,122.61,
20211102,028_67,84,M,0.80,13.30,12.50,3.47,2.67,0.79,2.14,1.35,0.95,0.16,0.80,7.64,6.84,1.62,0.82,58.22,
20211102,028_61,100,F,0.78,18.94,18.16,4.73,3.95,0.79,19.79,19.00,4.96,4.17,0.79,11.51,10.72,2.20,1.41,91.47,END OF PAGE 12
20211102,028_52,92,F,0.79,15.58,14.79,3.86,3.07,0.79,2.68,1.89,1.05,0.26,0.79,8.56,7.77,1.69,0.90,69.82,
20211102,028_75,97,M,0.80,15.12,14.32,3.96,3.16,0.80,3.39,2.59,1.23,0.43,0.81,9.98,9.17,1.88,1.07,84.67,
20211102,028_78,101,F,0.82,19.08,18.26,4.76,3.94,0.81,1.86,1.05,0.95,0.14,0.80,10.39,9.59,1.91,1.11,82.35,
20211102,028_77,71,F,0.83,7.57,6.74,2.24,1.41,0.82,1.18,0.36,0.88,0.06,0.81,4.06,3.25,1.29,0.48,32.32,
20211102,028_57,79,M,0.80,10.52,9.72,2.84,2.04,0.81,2.98,2.17,1.22,0.41,0.79,6.73,5.94,1.45,0.66,58.13,
20211102,028_56,114,F,0.79,25.92,25.13,5.99,5.20,0.78,6.87,6.09,1.62,0.84,0.79,16.00,15.21,2.62,1.83,125.58,
20211102,028_59,97,F,0.78,15.56,14.78,3.85,3.07,0.81,4.93,4.12,1.45,0.64,0.80,11.04,10.24,2.03,1.23,74.66,
20211102,028_65,106,M,0.82,27.97,27.15,6.63,5.81,0.80,3.34,2.54,1.13,0.33,0.78,18.91,18.13,2.86,2.08,113.36,
20211103,060_87,103,F,0.79,17.98,17.19,4.61,3.82,0.78,5.50,4.72,1.62,0.84,0.78,7.92,7.14,1.82,1.04,54.52,
20211103,030_85,75,M,0.81,6.88,6.07,2.17,1.36,0.80,1.73,0.93,1.00,0.20,0.79,3.94,3.15,1.17,0.38,45.63,
20211103,060_93,113,F,0.80,26.26,25.46,7.12,6.32,0.80,12.15,11.35,3.08,2.28,0.80,11.59,10.79,2.34,1.54,90.02,
20211103,060_83,96,M,0.81,14.20,13.39,3.76,2.95,0.82,6.01,5.19,1.93,1.11,0.80,6.99,6.19,1.60,0.80,49.22,
20211103,060_95,109,M,0.80,22.41,21.61,6.00,5.20,0.81,7.45,6.64,2.30,1.49,0.82,8.19,7.37,1.85,1.03,77.83,
20211103,060_79,103,F,0.83,15.72,14.89,4.12,3.29,0.81,2.15,1.34,0.99,0.18,0.81,8.05,7.24,1.84,1.03,56.56,
20211103,060_84,96,F,0.79,12.22,11.43,3.22,2.43,0.79,8.58,7.79,2.32,1.53,0.80,6.41,5.61,1.53,0.73,46.58,
20211103,060_80,113,F,0.83,25.49,24.66,6.32,5.49,0.82,7.93,7.11,2.16,1.34,0.80,10.56,9.76,2.11,1.31,87.60,
20211103,060_82,110,M,0.80,22.98,22.18,5.65,4.85,0.78,7.59,6.81,2.19,1.41,0.79,10.78,9.99,2.07,1.28,66.05,
20211103,030_69,132,F,0.81,35.38,34.57,8.62,7.81,0.79,14.65,13.86,3.45,2.66,0.80,19.46,18.66,2.98,2.18,207.76,
20211103,030_57,125,F,0.91,34.86,33.95,8.49,7.58,0.81,10.38,9.57,2.27,1.46,0.81,16.17,15.36,2.76,1.95,156.32,
20211103,030_53,122,M,0.82,32.22,31.40,8.59,7.77,0.80,16.24,15.44,4.63,3.83,0.82,15.90,15.08,2.78,1.96,165.47,
20211103,030_54,124,M,0.81,33.62,32.81,8.07,7.26,0.79,7.46,6.67,2.03,1.24,0.80,13.41,12.61,2.61,1.81,150.64,photographed gonad
20211103,030_55,123,F,0.81,32.37,31.56,7.97,7.16,0.81,14.14,13.33,3.07,2.26,0.82,15.36,14.54,2.63,1.81,137.67,
20211103,060_90,99,M,0.80,15.20,14.40,3.92,3.12,0.80,4.98,4.18,1.69,0.89,0.80,7.05,6.25,1.60,0.80,53.37,
20211103,060_85,102,F,0.84,17.66,16.82,4.43,3.59,0.84,4.27,3.43,1.41,0.57,0.81,8.82,8.01,1.83,1.02,60.64,END OF PAGE 13
20211103,060_99,108,F,0.79,22.27,21.48,5.58,4.79,0.80,7.21,6.41,2.04,1.24,0.81,11.52,10.71,2.75,1.94,67.34,
20211103,060_73,104,F,0.80,18.58,17.78,4.75,3.95,0.81,4.99,4.18,1.53,0.72,0.80,11.07,10.27,2.77,1.97,56.61,
20211103,060_86,95,M,0.82,13.09,12.27,3.35,2.53,0.79,2.23,1.44,1.07,0.28,0.80,8.17,7.37,1.95,1.15,48.76,
20211103,060_100,114,F,0.79,25.35,24.56,6.02,5.23,0.80,6.88,6.08,1.90,1.10,0.80,13.19,12.39,2.51,1.71,94.74,
20211103,030_56,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.19,
20211103,060_88,106,M,0.78,21.10,20.32,5.24,4.46,0.80,8.54,7.74,2.35,1.55,0.79,12.60,11.81,1.97,1.18,60.45,
20211103,060_89,115,F,0.80,21.15,20.35,5.21,4.41,0.79,6.55,5.76,1.30,0.51,0.79,11.30,10.51,2.55,1.76,86.70,
20211103,088_68,116,F,0.82,30.33,29.51,6.76,5.94,0.82,14.78,13.96,3.40,2.58,0.78,12.18,11.40,2.25,1.47,97.54,
20211103,030_51,117,M,0.80,30.15,29.35,7.36,6.56,0.79,5.34,6.80,1.58,0.79,0.80,12.35,11.55,2.31,1.51,169.02,deformed shell; photographed gonad
20211103,060_94,109,M,0.81,19.00,18.19,4.79,3.98,0.79,7.59,5.25,2.30,1.51,0.79,11.80,11.01,2.62,1.83,65.32,
20211103,060_81,106,F,0.81,23.22,22.41,5.39,4.58,0.82,6.04,5.72,1.61,0.79,0.81,10.41,9.60,1.96,1.15,74.17,
20211103,030_65,126,F,0.81,45.25,44.44,11.02,10.21,0.79,6.54,7.05,1.34,0.55,0.78,18.72,17.94,2.85,2.07,187.28,
20211103,030_66,114,F,0.80,25.07,24.27,6.33,5.53,0.80,7.84,3.27,2.05,1.25,0.81,12.17,11.36,2.15,1.34,126.01,
20211103,060_96,104,M,0.80,20.44,19.64,4.94,4.14,0.80,4.07,5.27,1.33,0.53,0.79,9.35,8.56,1.89,1.10,65.05,
20211103,088_95,105,M,0.80,24.35,23.55,5.61,4.81,0.81,6.07,10.43,1.77,0.96,0.79,11.99,11.20,191.00,190.21,71.06,
20211103,088_52,118,M,0.82,29.40,28.58,7.44,6.62,0.80,11.24,4.64,2.87,2.07,0.81,16.07,15.26,2.33,1.52,110.16,polychaetes
20211103,030_97,129,F,0.80,46.32,45.52,10.74,9.94,0.79,5.44,0.75,1.48,0.69,0.80,18.72,17.92,3.15,2.35,160.78,photographed gonad
20211103,060_91,90,F,0.78,11.81,11.03,3.00,2.22,0.80,1.54,6.24,0.90,0.10,0.78,6.53,5.75,1.56,0.78,37.61,
20211103,060_98,113,M,0.82,25.57,24.75,6.15,5.33,0.82,7.04,12.77,1.88,1.06,0.79,11.83,11.04,1.90,1.11,85.36,
20211103,060_74,111,F,0.81,25.10,24.29,6.19,5.38,0.81,13.59,7.69,3.24,2.43,0.81,12.39,11.58,2.42,1.61,83.15,
20211103,060_76,118,M,0.80,29.75,28.95,7.14,6.34,0.79,8.50,7.03,2.14,1.35,0.80,11.89,11.09,2.10,1.30,101.59,
20211103,030_78,128,F,0.79,36.31,35.52,9.25,8.46,0.80,7.82,4.95,1.29,0.49,0.83,19.01,18.18,3.03,2.20,186.52,photographed gonad
20211103,060_92,106,M,0.81,19.01,18.20,4.64,3.83,0.81,5.75,5.77,1.74,0.93,0.79,9.24,8.45,1.65,0.86,56.03,
20211103,060_97,108,F,0.80,21.03,20.23,5.15,4.35,0.81,6.58,6.23,1.90,1.09,0.82,9.92,9.10,2.02,1.20,69.29,END OF PAGE 14
20211103,088_70,133,F,0.82,36.88,36.06,8.26,7.44,0.81,7.04,2.68,1.54,0.73,0.80,18.86,18.06,2.84,2.04,132.42,
20211103,030_89,113,M,0.79,28.57,27.78,6.40,5.61,0.80,3.49,8.84,1.13,0.33,0.79,11.57,10.78,2.06,1.27,182.16,deformed shell; photographed gonad
20211103,088_51,121,F,0.81,39.63,38.82,9.15,8.34,0.81,9.64,9.09,2.08,1.27,0.81,15.16,14.35,2.63,1.82,126.07,
20211103,088_62,121,F,0.81,35.24,34.43,11.05,10.24,0.79,9.90,11.68,2.56,1.77,0.80,18.41,17.61,3.41,2.61,96.94,
20211103,088_100,138,F,0.78,50.82,50.04,7.52,6.74,0.79,12.47,6.04,2.24,1.45,0.81,19.22,18.41,2.71,1.90,173.10,
20211103,030_61,130,M,0.79,28.24,27.45,5.30,4.51,0.81,6.83,6.09,1.65,0.84,0.79,14.98,14.19,2.38,1.59,175.18,
20211103,088_57,120,F,0.79,34.34,33.55,8.43,7.64,0.80,6.90,5.20,1.62,0.82,0.80,15.24,14.44,2.39,1.59,101.68,
20211103,030_71,126,M,0.78,36.52,35.74,8.48,7.70,0.81,6.00,0.61,1.26,0.45,0.80,17.04,16.24,2.68,1.88,175.22,
20211103,030_94,80,F,0.79,10.45,9.66,2.68,1.89,0.82,1.42,11.40,0.89,0.07,0.82,5.53,4.71,1.40,0.58,54.17,
20211103,088_64,127,F,0.80,38.26,37.46,8.40,7.60,0.81,12.22,12.37,2.66,1.85,0.80,19.23,18.43,3.41,2.61,145.96,polychaetes
20211103,030_84,136,M,0.81,40.19,39.38,8.69,7.88,0.79,13.18,6.01,2.61,1.82,0.80,20.73,19.93,3.08,2.28,237.08,
20211103,030_81,133,M,0.82,42.91,42.09,9.29,8.47,0.79,6.80,0.77,1.77,0.98,0.81,19.90,19.09,3.17,2.36,207.12,
20211103,030_79,82,M,0.80,11.20,10.40,2.75,1.95,0.82,1.56,2.48,0.88,0.06,0.81,6.64,5.83,1.36,0.55,50.27,photographed gonad
20211103,030_82,111,F,0.80,31.65,30.85,6.85,6.05,0.78,3.30,7.67,1.03,0.25,0.80,14.11,13.31,2.56,1.76,144.27,photographed gonad
20211103,030_91,129,F,0.79,45.16,44.37,10.45,9.66,0.81,8.45,5.53,1.90,1.09,0.80,17.63,16.83,2.93,2.13,176.76,
20211103,030_75,114,M,0.78,25.11,24.33,5.08,4.30,0.80,6.34,24.07,1.58,0.78,0.81,12.55,11.74,2.15,1.34,154.59,
