Station,Cast,Bottle_ID,Filtered,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity_bottle,Preservation,Bottle_CTD_notes,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Scallop_samples,Tow_notes,Depth_m_CTD,Temperature,Temp_FLAG,Salinity,Pres_vol_ug,Salinity_FLAG,DIC,DIC_FLAG,TA,TA_FLAG,Dissolved_oxygen
59,Bottom,RSA_384,,20211008,40°41.99',67°18.06',40°41.96',67°18.15',52.2,95.5,10:00,10:01,10:02,10:04,10:05,D20,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,91.47859902,15.33791104,,35.2286,100,,1997.2,,,,
59,Surface,RSA_385,,20211008,40°41.99',67°18.06',40°41.96',67°18.15',52.2,95.5,NA,10:01,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,91.47859902,17.12382927,,32.4715,100,,2073.2,,,,
60,Bottom,RSA_371,,20211008,40°54.05',67°18.04',40°53.94',67°18.09',43.9,80.3,5:50,5:50,5:52,5:54,5:55,,Benzalkonium and mercuric,,6:01,6:16,40°54.03',67°18.46',40°53.96',67°20.09',4216,50,,76.89863592,12.67249247,,33.5668,250,,1988.6,,,,
60,Surface,RSA_374,Y,20211008,40°54.05',67°18.04',40°53.94',67°18.09',43.9,80.3,NA,5:51,NA,NA,NA,,Benzalkonium and mercuric,,6:01,6:16,40°54.03',67°18.46',40°53.96',67°20.09',4216,50,,76.89863592,17.44018959,,32.5594,250,,2069.6,,,,
60,Surface,RSA_375,,20211008,40°54.05',67°18.04',40°53.94',67°18.09',43.9,80.3,NA,5:51,NA,NA,NA,,Benzalkonium and mercuric,,6:01,6:16,40°54.03',67°18.46',40°53.96',67°20.09',4216,50,,76.89863592,17.44018959,,32.5594,250,,1988.5,,,,
61,Bottom,RSA_361,,20211008,41°06.00',67°17.98',41°06.08',67°18.06',32.7,59.8,1:28,1:28,1:30,1:31,1:32,,Mercuric,,1:38,1:53,41°06.01',67°19.37',41°05.66',67°20.04',2,2,chance that scallops were stuck in drag from previous site,57.31368245,14.84795192,,32.6331,100,,2106.2,,,,
61,Surface,RSA_364,,20211008,41°06.00',67°17.98',41°06.08',67°18.06',32.7,59.8,NA,1:29,NA,NA,NA,,Mercuric,,1:38,1:53,41°06.01',67°19.37',41°05.66',67°20.04',2,2,chance that scallops were stuck in drag from previous site,57.31368245,17.76704926,,32.4738,100,,2074,,,,
62,Bottom,RSA_372,,20211008,41°00.03',67°23.94',41°00.05',67°23.91',36.7,67.1,5:00,5:00,5:01,5:03,5:04,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,65.20438175,13.13260408,,32.7351,250,,1986.9,,,,
62,Surface,RSA_373,,20211008,41°00.03',67°23.94',41°00.05',67°23.91',36.7,67.1,NA,5:01,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,65.20438175,17.57703039,,32.4887,250,,1991.8,,,,
63,Bottom,RSA_379,,20211008,40°47.78',67°23.85',40°47.62',67°23.81',47.3,86.5,8:07,8:07,8:08,8:10,8:11,D18,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,82.96016831,12.24579002,,32.9005,100,,1985.7,,,,
63,Surface,RSA_380,,20211008,40°47.78',67°23.85',40°47.62',67°23.81',47.3,86.5,NA,8:07,NA,NA,NA,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,82.96016831,17.32107618,,32.4883,100,,2083.9,,,,
64,Bottom,RSA_386,,20211008,40°41.99',67°30.09',40°42.01',67°30.16',48.2,88.1,10:59,11:00,11:01,11:02,11:03,D21,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,87.47210204,13.59712192,,33.9132,100,,2085.7,,,,
64,Surface,RSA_387,,20211008,40°41.99',67°30.09',40°42.01',67°30.16',48.2,88.1,NA,11:00,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,87.47210204,17.36109574,,32.4885,100,,1998.6,,,,
65,Bottom,RSA_376,Y,20211008,40°53.97',67°29.94',40°53.85',67°29.90',39.9,73,7:17,7:17,7:18,7:21,7:22,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,71.77032242,12.36468926,,32.831,250,,2088.2,,,,
65,Bottom,RSA_377,,20211008,40°53.97',67°29.94',40°53.85',67°29.90',39.9,73,7:17,7:17,7:18,7:21,7:22,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,71.77032242,12.36468926,,32.831,250,,1981.9,,,,
65,Surface,RSA_378,,20211008,40°53.97',67°29.94',40°53.85',67°29.90',39.9,73,NA,7:18,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,71.77032242,16.88922052,,32.4958,250,,2107.4,,,,
66,Bottom,RSA_369,,20211008,41°00.00',67°30.22',40°59.99',67°30.16',35.4,64.7,4:12,4:13,4:14,4:16,4:17,,Benzalkonium and mercuric,,4:22,4:37,41°00.04',67°29.60',41°00.05',67°28.06',97,50,,65.5147222,13.29435059,,32.7314,250,,1983.6,,,,
66,Surface,RSA_370,,20211008,41°00.00',67°30.22',40°59.99',67°30.16',35.4,64.7,NA,4:13,NA,NA,NA,,Benzalkonium and mercuric,,4:22,4:37,41°00.04',67°29.60',41°00.05',67°28.06',97,50,,65.5147222,17.20815377,,32.5351,250,,2140.5,,,,
67,Bottom,RSA_365,,20211008,41°06.00',67°29.94',41°06.01',67°29.95',30.5,55.8,2:42,2:43,2:44,2:46,2:47,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,53.56448916,14.90192007,,32.6368,250,,2145.8,,,,
67,Surface,RSA_366,,20211008,41°06.00',67°29.94',41°06.01',67°29.95',30.5,55.8,NA,2:43,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,53.56448916,17.1403721,,32.5586,250,,1978.7,,,,
68,Bottom,RSA_367,,20211008,41°00.15',67°35.86',41°00.15',67°35.87',34.5,63.1,3:39,3:39,3:41,3:43,3:44,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.33934601,13.12341028,,32.7394,250,,2109.1,,,,
68,Surface,RSA_368,,20211008,41°00.15',67°35.86',41°00.15',67°35.87',34.5,63.1,NA,3:39,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.33934601,17.24999478,,32.5233,250,,1981.7,,,,
69,Bottom,RSA_388,,20211008,40°48.13',67°36.06',40°48.22',67°36.16',42.1,77,11:53,11:53,11:54,11:56,11:57,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,71.31871226,12.50233576,,32.8208,100,,2070.8,,,,
69,Surface,RSA_389,,20211008,40°48.13',67°36.06',40°48.22',67°36.16',42.1,77,NA,11:53,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,71.31871226,16.57307869,,32.5683,100,,2002.2,,,,
70,Bottom,RSA_390,Y,20211008,40°48.02',67°42.02',40°48.10',67°42.22',38,69.5,12:25,12:25,12:26,12:28,12:29,,Mercuric,,12:37,12:52,40°47.28',67°42.11',40°45.85',67°42.00',433,50,,58.70328584,12.90737509,,32.7791,100,,2056.9,,,,
70,Bottom,RSA_391,,20211008,40°48.02',67°42.02',40°48.10',67°42.22',38,69.5,12:25,12:25,12:26,12:28,12:29,,Mercuric,,12:37,12:52,40°47.28',67°42.11',40°45.85',67°42.00',433,50,,58.70328584,12.90737509,,32.7791,100,,2053.2,,,,
70,Surface,RSA_392,,20211008,40°48.02',67°42.02',40°48.10',67°42.22',38,69.5,NA,12:25,NA,NA,NA,,Mercuric,,12:37,12:52,40°47.28',67°42.11',40°45.85',67°42.00',433,50,,58.70328584,16.98163486,,32.5588,100,,1990.7,,,,
71,Bottom,RSA_393,,20211008,40°42.05',67°42.00',40°42.02',67°42.02',41.5,75.9,13:28,13:29,13:30,13:31,13:32,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,69.86636656,12.47421147,,33.2281,100,,2093.2,,,,
71,Surface,RSA_394,,20211008,40°42.05',67°42.00',40°42.02',67°42.02',41.5,75.9,NA,13:29,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,69.86636656,17.2630918,,32.4795,100,,1978.2,,,,
72,Bottom,RSA_395,,20211008,40°36.05',67°48.00',40°36.19',67°48.10',45.8,83.8,14:25,14:25,14:26,14:28,14:30,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.87088816,16.16240672,,35.3928,100,,2138.8,,,,
72,Surface,RSA_396,,20211008,40°36.05',67°48.00',40°36.19',67°48.10',45.8,83.8,NA,14:26,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.87088816,17.53309414,,32.5204,100,,1978.4,,,,
73,Bottom,RSA_407,,20211008,40°47.88',67°48.07',40°47.89',67°47.99',36,65.8,17:46,17:48,17:49,17:50,17:51,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.99222021,12.65477722,,32.8914,100,,2145.6,,,,
73,Surface,RSA_406,,20211008,40°47.88',67°48.07',40°47.89',67°47.99',36,65.8,NA,17:48,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.99222021,17.48297633,,32.5428,100,,2148.3,,,,
74,Bottom,RSA_408,,20211008,40°53.90',67°53.87',40°53.89',67°53.79',31.4,57.4,18:49,18:49,18:50,18:51,18:52,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,53.25393006,13.87159877,,32.7078,100,,1977.1,,,,
74,Surface,RSA_409,,20211008,40°53.90',67°53.87',40°53.89',67°53.79',31.4,57.4,NA,18:50,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,53.25393006,17.07523842,,32.5747,100,,2138.5,,,,
75,Bottom,RSA_412,,20211008,40°47.89',68°00.01',40°47.82',68°00.02',35.7,65.3,20:40,20:41,20:42,20:43,20:44,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,60.5898235,13.20178431,,32.773,100,,2141.4,,,,
75,Surface,RSA_413,Y,20211008,40°47.89',68°00.01',40°47.82',68°00.02',35.7,65.3,NA,20:41,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,60.5898235,17.55884155,,32.5547,100,,1987.5,,,,
75,Surface,RSA_414,,20211008,40°47.89',68°00.01',40°47.82',68°00.02',35.7,65.3,NA,20:41,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,60.5898235,17.55884155,,32.5547,100,,2098,,,,
76,Bottom,RSA_397,Y,20211008,40°36.05',67°53.94',40°36.16',67°54.00',47,86,14:59,14:59,15:01,15:02,15:03,D22,Mercuric,,15:09,15:24,40°36.16',67°54.55',40°36.11',67°55.96',63,50,very messy pile,79.38737685,15.68407769,,35.487,100,,2099.9,,,,
76,Bottom,RSA_398,,20211008,40°36.05',67°53.94',40°36.16',67°54.00',47,86,14:59,14:59,15:01,15:02,15:03,D22,Mercuric,,15:09,15:24,40°36.16',67°54.55',40°36.11',67°55.96',63,50,very messy pile,79.38737685,15.68407769,,35.487,100,,1984.3,,,,
76,Surface,RSA_399,,20211008,40°36.05',67°53.94',40°36.16',67°54.00',47,86,NA,15:00,NA,NA,NA,,Mercuric,,15:09,15:24,40°36.16',67°54.55',40°36.11',67°55.96',63,50,very messy pile,79.38737685,17.3753717,,32.5135,100,,1988.6,,,,
77,Bottom,RSA_400,Y,20211008,40°36.13',68°00.48',40°36.24',68°00.38',48.4,88.5,16:04,16:04,16:06,16:07,16:08,D23,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,84.67502753,15.25679185,,35.174,100,,2076.1,,,,
77,Bottom,RSA_401,,20211008,40°36.13',68°00.48',40°36.24',68°00.38',48.4,88.5,16:04,16:04,16:06,16:07,16:08,D23,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,84.67502753,15.25679185,,35.174,100,,2049.4,,,,
77,Surface,RSA_402,,20211008,40°36.13',68°00.48',40°36.24',68°00.38',48.4,88.5,NA,16:05,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,84.67502753,17.82813442,,32.7434,100,,1991.6,,,,
78,Bottom,RSA_403,Y,20211008,40°42.14',67°53.84',40°42.17',67°53.77',42.3,77.4,16:56,16:56,16:58,17:00,17:01,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.3402916,12.83526391,,33.4449,100,,2036.9,,,,
78,Bottom,RSA_404,,20211008,40°42.14',67°53.84',40°42.17',67°53.77',42.3,77.4,16:56,16:56,16:58,17:00,17:01,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.3402916,12.83526391,,33.4449,100,,2008.8,,,,
78,Surface,RSA_405,,20211008,40°42.14',67°53.84',40°42.17',67°53.77',42.3,77.4,NA,16:57,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.3402916,17.69217707,,32.7433,100,,2070.1,,,,
79,Bottom,RSA_410,,20211008,40°53.95',68°05.75',40°53.82',68°05.74',31,56.7,19:56,19:57,19:58,19:59,20:00,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,54.43810503,15.31024977,,32.6356,100,,1979.1,,,,
79,Surface,RSA_411,,20211008,40°53.95',68°05.75',40°53.82',68°05.74',31,56.7,NA,19:57,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,54.43810503,16.81009575,,32.5946,100,,1978.7,,,,
80,Bottom,RSA_415,,20211008,40°41.99',68°06.02',40°41.96',68°06.10',41.8,76.4,21:25,21:26,21:27,21:28,21:29,D24,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,73.85477341,12.77872559,,32.8747,100,,2076.9,,,,
80,Surface,RSA_416,,20211008,40°41.99',68°06.02',40°41.96',68°06.10',41.8,76.4,NA,21:26,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,73.85477341,18.22170725,,32.8877,100,,1989,,,,
81,Bottom,RSA_417,,20211008,40°35.98',68°12.04',40°35.91',68°12.19',50.3,92,22:10,22:11,22:12,22:13,22:15,L1,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,82.13353419,12.2829219,,33.5722,100,,2107.4,,,,
81,Surface,RSA_418,,20211008,40°35.98',68°12.04',40°35.91',68°12.19',50.3,92,NA,22:11,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,82.13353419,20.30520453,,33.6796,100,,2003.9,,,,
82,Bottom,RSA_419,Y,20211008,40°41.94',68°12.02',40°41.92',68°12.05',39.8,72.8,23:02,23:02,23:03,23:04,23:05,L2,Mercuric,,23:11,23:26,40°41.80',68°12.96',40°41.35',68°14.62',18,18,"squid, needlefish (saury), lots of clamshells",72.47624094,13.44456646,,32.7764,100,,2068.6,,,,
82,Bottom,RSA_420,,20211008,40°41.94',68°12.02',40°41.92',68°12.05',39.8,72.8,23:02,23:02,23:03,23:04,23:05,L2,Mercuric,,23:11,23:26,40°41.80',68°12.96',40°41.35',68°14.62',18,18,"squid, needlefish (saury), lots of clamshells",72.47624094,13.44456646,,32.7764,100,,2068.1,,,,
82,Surface,RSA_421,,20211008,40°41.94',68°12.02',40°41.92',68°12.05',39.8,72.8,NA,23:02,NA,NA,NA,,Mercuric,,23:11,23:26,40°41.80',68°12.96',40°41.35',68°14.62',18,18,"squid, needlefish (saury), lots of clamshells",72.47624094,17.5852988,,32.5481,100,,1974.9,,,,
83,Bottom,RSA_422,,20211008,40°41.97',68°18.04',40°41.88',68°18.29',34.9,63.8,23:46,23:46,23:47,23:49,23:50,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,45.13059687,14.70554199,,32.7115,100,,2045,,,,
83,Surface,RSA_423,,20211008,40°41.97',68°18.04',40°41.88',68°18.29',34.9,63.8,NA,23:46,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,45.13059687,16.85934627,,32.5725,100,,2009.6,,,,
84,Bottom,RSA_424,,20211009,40°36.00',68°24.10',40°36.01',68°24.21',42.6,77.9,0:30,0:31,0:32,0:33,0:34,L3,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,65.66502762,12.39875324,,32.9406,250,,2084.9,,,,
84,Surface,RSA_425,,20211009,40°36.00',68°24.10',40°36.01',68°24.21',42.6,77.9,NA,0:32,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,65.66502762,17.59101291,,32.5281,250,,1976,,,,
85,Bottom,RSA_434,,20211009,40°36.04',68°36.08',40°36.08',68°36.13',34.9,63.8,5:16,5:16,5:18,5:19,5:20,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,55.23834691,12.34618114,,33.1012,100,,2110.5,,,,
85,Surface,RSA_435,,20211009,40°36.04',68°36.08',40°36.08',68°36.13',34.9,63.8,NA,5:16,NA,NA,NA,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,55.23834691,17.38296124,,32.5677,100,,1985.4,,,,
86,Bottom,RSA_426,,20211009,40°29.99',68°30.03',40°30.01',68°30.18',48,87.8,1:19,1:20,1:22,1:23,1:24,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.58824833,12.5449077,,33.9508,250,,2124.5,,,,
86,Surface,RSA_427,,20211009,40°29.99',68°30.03',40°30.01',68°30.18',48,87.8,NA,1:21,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,78.58824833,18.29564884,,32.7762,250,,1989.7,,,,
87,Bottom,RSA_428,,20211009,40°24.02',68°36.02',40°24.06',68°36.12',48.6,88.9,2:14,2:15,2:16,2:17,2:18,L4,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,77.41731884,12.85698678,,34.0803,250,,2122.9,,,,
87,Surface,RSA_429,,20211009,40°24.02',68°36.02',40°24.06',68°36.12',48.6,88.9,NA,2:15,NA,NA,NA,,Benzalkonium and mercuric,,NA,NA,NA,NA,NA,NA,NA,,,77.41731884,17.92521751,,32.7701,250,,1989.8,,,,
88,Bottom,RSA_432,,20211009,40°30.03',68°42.02',40°30.07',68°42.06',39.3,71.9,4:06,4:07,4:08,4:09,4:10,L5,Mercuric,delay in poisoning,4:14,4:29,40°30.35',68°41.93',40°31.38',68°41.23',67,50,,70.1811343,12.15255933,,33.5315,100,,2107,,,,
88,Surface,RSA_433,,20211009,40°30.03',68°42.02',40°30.07',68°42.06',39.3,71.9,NA,4:07,NA,NA,NA,,Mercuric,delay in poisoning,4:14,4:29,40°30.35',68°41.93',40°31.38',68°41.23',67,50,,70.1811343,17.43399959,,32.695,100,,1992.7,,,,
89,Bottom,RSA_436,,20211009,40°42.04',68°42.02',40°42.04',68°42.04',32.7,59.8,6:07,6:08,6:09,6:10,6:11,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,60.45846485,14.44117518,,32.7518,100,,2088.1,,,,
89,Surface,RSA_437,,20211009,40°42.04',68°42.02',40°42.04',68°42.04',32.7,59.8,NA,6:08,NA,NA,NA,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,60.45846485,17.10158163,,32.5305,100,,1988.4,,,,
90,Bottom,RSA_438,Y,20211009,40°47.79',68°42.00',40°47.74',68°42.09',32.5,59.4,6:51,6:52,6:54,6:55,6:56,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,58.99553435,16.2785123,,32.6086,100,,2056.5,,,,
90,Bottom,RSA_439,,20211009,40°47.79',68°42.00',40°47.74',68°42.09',32.5,59.4,6:51,6:52,6:54,6:55,6:56,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,58.99553435,16.2785123,,32.6086,100,,1989.5,,,,
90,Surface,RSA_440,,20211009,40°47.79',68°42.00',40°47.74',68°42.09',32.5,59.4,NA,6:53,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,58.99553435,16.48273221,,32.5896,100,,2017.9,,,,
91,Bottom,RSA_441,,20211009,40°47.99',68°48.12',40°47.95',68°48.25',35,64,7:27,7:28,7:29,7:30,7:31,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,65.18468418,15.69346215,,32.6565,100,,2023.4,,,,
91,Surface,RSA_442,,20211009,40°47.99',68°48.12',40°47.95',68°48.25',35,64,NA,7:28,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,65.18468418,16.22054728,,32.584,100,,2015.5,,,,
92,Bottom,RSA_447,,20211009,40°36.08',68°48.21',40°35.86',68°48.38',33.9,62,9:52,9:53,9:54,9:55,9:56,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,56.07606512,14.61481951,,32.7459,100,,2026.9,,,,
92,Surface,RSA_448,,20211009,40°36.08',68°48.21',40°35.86',68°48.38',33.9,62,NA,9:53,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,56.07606512,17.20623149,,32.5271,100,,2022.7,,,,
93,Bottom,RSA_430,,20211009,40°24.02',68°47.99',40°24.11',68°48.07',43.9,80.3,3:11,3:12,3:13,3:14,3:16,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,76.43883726,13.35309278,,34.2718,100,,2032,,,,
93,Surface,RSA_431,,20211009,40°24.02',68°47.99',40°24.11',68°48.07',43.9,80.3,NA,3:12,NA,NA,NA,,Mercuric,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,76.43883726,18.64426463,,33.0576,100,,2015.2,,,,
94,Bottom,RSA_451,,20211009,40°24.09',68°59.95',40°24.06',69°00.19',44.5,81.4,11:29,11:29,11:31,11:32,11:33,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,70.78314767,13.23891163,,34.0708,100,,2032.5,,,,
94,Surface,RSA_452,,20211009,40°24.09',68°59.95',40°24.06',69°00.19',44.5,81.4,NA,11:30,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,70.78314767,17.99671311,,32.7684,100,,1985.8,,,,
95,Bottom,RSA_449,,20211009,40°30.06',68°53.95',40°29.91',68°54.11',38.9,71.1,10:39,10:39,10:40,10:42,10:43,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,59.94804471,13.09365836,,33.1892,100,,2057.4,,,,
95,Surface,RSA_450,,20211009,40°30.06',68°53.95',40°29.91',68°54.11',38.9,71.1,NA,10:40,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,59.94804471,17.45049197,,32.519,100,,1987.2,,,,
96,Bottom,RSA_445,,20211009,40°42.17',68°54.00',40°41.88',68°54.02',35,64,8:57,8:57,8:59,9:00,9:01,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,63.25940016,14.55990882,,32.793,100,,2068.1,,,,
96,Surface,RSA_446,,20211009,40°42.17',68°54.00',40°41.88',68°54.02',35,64,NA,8:58,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,63.25940016,17.42740504,,32.5487,100,,1980.6,,,,
97,Bottom,RSA_443,,20211009,40°47.98',68°53.66',40°47.89',68°53.73',36.3,66.4,8:03,8:03,8:04,8:06,8:07,,Mercuric,,8:12,8:28,40°47.44',68°54.02',40°46.28',68°54.12',11,11,very hard bottom; drag hung up at beginning; added 1 min to tow,61.89688831,15.96662019,,32.6352,100,,2127.3,,,,
97,Surface,RSA_444,,20211009,40°47.98',68°53.66',40°47.89',68°53.73',36.3,66.4,NA,8:03,NA,NA,NA,,Mercuric,,8:12,8:28,40°47.44',68°54.02',40°46.28',68°54.12',11,11,very hard bottom; drag hung up at beginning; added 1 min to tow,61.89688831,16.47115526,,32.5729,100,,1985.9,,,,
98,Bottom,RSA_459,,20211009,40°48.03',69°06.01',40°48.18',69°06.07',35,64,15:59,15:59,16:01,16:03,16:04,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,59.92870079,14.92724184,,32.7578,100,,2099.9,,,,
98,Surface,RSA_460,,20211009,40°48.03',69°06.01',40°48.18',69°06.07',35,64,NA,16:00,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,59.92870079,17.15473438,,32.5936,100,,1990.5,,,,
99,Bottom,RSA_464,,20211009,40°42.05',69°12.05',40°42.05',69°12.06',33.3,60.9,18:19,18:20,18:20,18:21,18:22,L8,Mercuric,,18:27,18:42,40°41.72',69°12.40',40°40.79',69°13.04',78,50,,61.21019811,15.39209997,,32.9921,100,,2119.3,,,,
99,Surface,RSA_465,,20211009,40°42.05',69°12.05',40°42.05',69°12.06',33.3,60.9,NA,18:20,NA,NA,NA,,Mercuric,,18:27,18:42,40°41.72',69°12.40',40°40.79',69°13.04',78,50,,61.21019811,17.58619976,,32.6146,100,,2007,,,,
100,Bottom,RSA_461,Y,20211009,40°48.02',69°18.00',40°48.09',69°17.99',29.5,53.9,17:14,17:15,17:15,17:17,17:17,L7,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,46.32335775,16.08329146,,32.8138,100,,2069.1,,,,
100,Bottom,RSA_462,,20211009,40°48.02',69°18.00',40°48.09',69°17.99',29.5,53.9,17:14,17:15,17:15,17:17,17:17,L7,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,46.32335775,16.08329146,,32.8138,100,,1979.6,,,,
100,Surface,RSA_463,,20211009,40°48.02',69°18.00',40°48.09',69°17.99',29.5,53.9,NA,17:15,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,46.32335775,16.52273209,,32.835,100,,1994.4,,,,
101,Bottom,RSA_466,,20211009,40°36.01',69°17.97',40°35.98',69°18.01',29.8,54.5,19:33,19:33,19:34,19:35,19:37,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,53.550834,15.1362925,,33.0773,100,,2030.7,,,,
101,Surface,RSA_467,,20211009,40°36.01',69°17.97',40°35.98',69°18.01',29.8,54.5,NA,19:33,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,53.550834,17.73403062,,32.6513,100,,2059.5,,,,
102,Bottom,RSA_457,,20211009,40°36.01',69°06.14',40°36.07',69°06.24',40.3,73.7,14:39,14:40,14:41,14:43,14:44,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,69.58315629,14.14463583,,32.8098,100,,2028.9,,,,
102,Surface,RSA_458,,20211009,40°36.01',69°06.14',40°36.07',69°06.24',40.3,73.7,NA,14:41,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,69.58315629,17.84530771,,32.7185,100,,2035.2,,,,
103,Bottom,RSA_455,,20211009,40°29.96',69°06.12',40°30.07',69°06.27',42.1,77,13:39,13:39,13:40,13:41,13:42,L6,Mercuric,,13:50,14:05,40°30.75',69°06.18',40°32.02',69°06.15',105,50,,73.75558982,13.02304734,,33.4316,100,,2052.5,,,,
103,Surface,RSA_456,,20211009,40°29.96',69°06.12',40°30.07',69°06.27',42.1,77,NA,13:39,NA,NA,NA,,Mercuric,,13:50,14:05,40°30.75',69°06.18',40°32.02',69°06.15',105,50,,73.75558982,18.54830762,,33.0524,100,,1981,,,,
104,Bottom,RSA_453,,20211009,40°24.01',69°11.89',40°23.99',69°12.03',43.3,79.2,NA,12:30,12:31,12:32,12:33,,Mercuric,CTD off,NA,NA,NA,NA,NA,NA,NA,,,79.2,NA,,NA,100,,2061.7,,,,
