Station,Cast,Bottle_ID,Filtered,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity_bottle,Preservation,Bottle_CTD_notes,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Scallop_samples,Tow_notes,Depth_m_CTD,Temperature,Temp_FLAG,Salinity,Pres_vol_ug,Salinity_FLAG,DIC,DIC_FLAG,TA,TA_FLAG,Dissolved_oxygen
104,Surface,RSA_454,,20211009,40°24.01',69°11.89',40°23.99',69°12.03',43.3,79.2,NA,12:30,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,79.2,NA,,NA,100,,1986.4,,,,
105,Bottom,RSA_468,,20211009,40°29.99',69°24.02',40°29.92',69°24.03',31.8,58.2,20:29,20:29,20:30,20:31,20:32,L9,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,55.5416847,15.79552873,,33.3271,100,,2058.2,,,,
105,Surface,RSA_469,,20211009,40°29.99',69°24.02',40°29.92',69°24.03',31.8,58.2,NA,20:29,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,55.5416847,19.80164346,,33.4472,100,,1997.4,,,,
106,Bottom,RSA_470,,20211009,40°27.04',69°24.04',40°27.01',69°24.09',33.8,61.8,20:55,20:56,20:56,20:58,20:58,L10,Mercuric,,21:02,21:17,40°26.80',69°24.41',40°26.03',69°25.67',596,50,many crushed scallops,62.34769015,15.02232945,,33.2922,100,,2071.8,,,,
106,Surface,RSA_471,,20211009,40°27.04',69°24.04',40°27.01',69°24.09',33.8,61.8,NA,20:56,NA,NA,NA,,Mercuric,,21:02,21:17,40°26.80',69°24.41',40°26.03',69°25.67',596,50,many crushed scallops,62.34769015,19.90327694,,33.5096,100,,2000.4,,,,
107,Bottom,RSA_479,Y,20211010,40°35.97',69°30.07',40°36.01',69°30.16',38,69.5,1:26,1:26,1:27,1:28,1:29,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,50.11464197,16.19790242,,32.7864,100,,2084.5,,,,
107,Bottom,RSA_480,,20211010,40°35.97',69°30.07',40°36.01',69°30.16',38,69.5,1:26,1:26,1:27,1:28,1:29,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,50.11464197,16.19790242,,32.7864,100,,2003.3,,,,
107,Surface,RSA_481,,20211010,40°35.97',69°30.07',40°36.01',69°30.16',38,69.5,NA,1:26,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,50.11464197,17.82278027,,33.0698,100,,2095.6,,,,
108,Bottom,RSA_477,,20211010,40°29.65',69°36.38',40°29.64',69°36.49',35.3,64.6,0:18,0:19,0:20,0:21,0:22,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.90846246,15.20019871,,33.3455,100,,1994.4,,,,
108,Surface,RSA_478,,20211010,40°29.65',69°36.38',40°29.64',69°36.49',35.3,64.6,NA,0:19,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.90846246,18.98071978,,33.1313,100,,2003.9,,,,
109,Bottom,RSA_472,,20211009,40°23.98',69°36.32',40°23.98',69°36.53',35.1,64.2,22:32,22:32,22:34,22:35,22:36,L11,Mercuric,,22:40,22:55,40°23.90',69°36.93',40°23.90',69°38.41',10,10,,56.01322544,12.98598534,,33.019,100,,2068.6,,,,
109,Surface,RSA_473,,20211009,40°23.98',69°36.32',40°23.98',69°36.53',35.1,64.2,NA,22:32,NA,NA,NA,,Mercuric,,22:40,22:55,40°23.90',69°36.93',40°23.90',69°38.41',10,10,,56.01322544,19.31311536,,33.2274,100,,1995.8,,,,
110,Bottom,RSA_474,,20211009,40°23.98',69°41.54',40°23.99',69°41.61',36.5,66.8,23:16,23:16,23:17,23:19,23:20,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.730486,12.74844332,,33.1964,100,,2037.9,,,,
110,Surface,RSA_475,Y,20211009,40°23.98',69°41.54',40°23.99',69°41.61',36.5,66.8,NA,23:16,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.730486,18.68485713,,33.0109,100,,2038.4,,,,
110,Surface,RSA_476,,20211009,40°23.98',69°41.54',40°23.99',69°41.61',36.5,66.8,NA,23:16,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,64.730486,18.68485713,,33.0109,100,,2011.7,,,,
111,Bottom,RSA_482,,20211010,40°36.03',69°41.96',40°36.09',69°42.06',32.1,58.7,2:26,2:27,2:28,2:29,2:30,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,56.37717034,16.71482881,,33.1804,100,,2050.1,,,,
111,Surface,RSA_483,,20211010,40°36.03',69°41.96',40°36.09',69°42.06',32.1,58.7,NA,2:27,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,56.37717034,19.65174754,,33.5555,100,,2015.4,,,,
112,Bottom,RSA_484,,20211010,40°30.21',69°47.85',40°30.32',69°47.98',37.4,68.4,3:27,3:28,3:29,3:30,3:31,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,60.26479212,13.82601408,,33.2801,100,,2102.3,,,,
112,Surface,RSA_485,,20211010,40°30.21',69°47.85',40°30.32',69°47.98',37.4,68.4,NA,3:28,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,60.26479212,19.01151205,,33.044,100,,1986,,,,
113,Bottom,RSA_486,,20211010,40°36.04',69°54.01',40°36.05',69°54.01',31.4,57.4,4:20,4:21,4:22,4:23,4:24,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,52.08276505,16.00813889,,33.41,100,,2060.9,,,,
113,Surface,RSA_487,,20211010,40°36.04',69°54.01',40°36.05',69°54.01',31.4,57.4,NA,4:22,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,52.08276505,20.12419697,,33.7158,100,,2013.8,,,,
114,Bottom,RSA_488,Y,20211010,40°42.02',69°47.99',40°42.06',69°42.00',26.7,48.8,5:17,5:17,5:18,5:19,5:20,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,44.99443776,17.11797827,,33.1807,100,,2031,,,,
114,Bottom,RSA_489,,20211010,40°42.02',69°47.99',40°42.06',69°42.00',26.7,48.8,5:17,5:17,5:18,5:19,5:20,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,44.99443776,17.11797827,,33.1807,100,,2030.1,,,,
114,Surface,RSA_490,,20211010,40°42.02',69°47.99',40°42.06',69°42.00',26.7,48.8,NA,5:17,NA,NA,NA,,Mercuric,,NA,NA,NA,NA,NA,NA,NA,,,44.99443776,18.62032334,,33.5326,100,,2016.4,,,,
