DateProcessed,ScallopID,ShellHt_mm,Sex,Mus_Boat1_g,Boat+WetMus_g,WetMus_g,Mus_Boat2_g,Boat+DryMus_g,DryMus_g,Gon_Boat1_g,Boat+WetGon_g,WetGon_g,Gon_Boat2_g,Boat+DryGon_g,DryGon_g,Man_Boat1_g,Boat+WetMan_g,WetMan_g,Man_Boat2_g,Boat+DryMan_g,DryMan_g,ShellWt_g,Notes
20210817,025_30,97,M,0.8,19.45,18.65,,6.32,5.52,0.81,7.56,6.75,,2.69,1.88,0.79,10.97,10.18,,2.85,2.06,47.3,
20210817,025_41,94,F,0.81,20.74,19.93,,6.25,5.44,0.8,7.57,6.77,,2.37,1.57,0.79,8.15,7.36,,1.93,1.14,37.82,
20210817,025_31,149,F,1.05,59.63,58.58,,16.95,15.9,0.96,23.53,22.57,,6.27,5.31,0.99,27.89,26.9,,4.91,3.92,240.28,
20210817,025_17,97,F,0.79,21.68,20.89,,6.51,5.72,0.81,10.14,9.33,,3.07,2.26,0.81,10.29,9.48,,2.33,1.52,38.5,
20210817,103_28,123,F,0.98,34.71,33.73,,8.98,8,1.04,10.04,9,,2.77,1.73,1.03,18.07,17.04,,3.36,2.33,105.27,polychaetes
20210817,106_07,105,M,0.81,32.6,31.79,,10.89,10.08,0.82,6.7,5.88,,1.79,0.97,0.8,19.04,18.24,,3.14,2.34,59.61,polychaetes
20210818,066_25,151,F,1.1,65.47,64.37,,13.69,12.59,1.12,6.3,5.18,,1.53,0.41,1.08,31.99,30.91,,4.77,3.69,195.76,
20210818,106_16,104,F,0.95,28.33,27.38,,6.98,6.03,0.98,4.03,3.05,,1.19,0.21,0.99,13.64,12.65,,2.26,1.27,55.9,
20210818,106_04,111,F,1.02,28.48,27.46,,6,4.98,1.02,3.62,2.6,,1.25,0.23,1.01,17.64,16.63,,3.34,2.33,66.88,
20210818,054_01,73,F,0.95,7.8,6.85,,2.3,1.35,0.97,1.8,0.83,,1.07,0.1,0.97,4.74,3.77,,1.43,0.46,17,
20210819,025_47,110,F,0.8,32.86,32.06,,9.75,8.95,0.81,11.67,10.86,,3.06,2.25,0.81,12.87,12.06,,2.78,1.97,77.64,
20210819,025_34,97,M,0.82,20.92,20.1,,6.19,5.37,0.81,7.1,6.29,,2.53,1.72,0.79,7.62,6.83,,2.06,1.27,38.54,
20210819,076_42,109,M,0.82,18.98,18.16,,5.2,4.38,0.81,9.77,8.96,,3.07,2.26,0.79,12.09,11.3,,2.25,1.46,98.83,
20210819,076_16,85,F,0.83,10.25,9.42,,3.16,2.33,0.8,6.07,5.27,,2.01,1.21,0.8,4.58,3.78,,1.49,0.69,34.27,
20210819,103_31,106,F,0.82,23.92,23.1,,6.76,5.94,0.8,8.52,7.72,,2.31,1.51,0.79,14.8,14.01,,2.75,1.96,61.95,
20210819,099_08,75,M,0.81,11.34,10.53,,3.62,2.81,0.78,3.87,3.09,,1.45,0.67,0.8,5.61,4.81,,1.55,0.75,29.9,
20210819,070_35,110,F,0.81,29.4,28.59,,8.18,7.37,0.82,4.23,3.41,,1.28,0.46,0.79,15.32,14.53,,2.95,2.16,70.05,
20210819,106_50,98,M,0.8,19.15,18.35,,5.53,4.73,0.79,3.61,2.82,,1.12,0.33,0.82,10.2,9.38,,2.04,1.22,42.18,polychaetes
20210819,106_08,97,F,0.78,18.52,17.74,,5.3,4.52,0.79,2.63,1.84,,1,0.21,0.8,10.72,9.92,,2.13,1.33,45.61,polychaetes minor
20210819,060_25,113,M,0.81,25.36,24.55,,7.28,6.47,0.79,5.4,4.61,,1.64,0.85,0.81,14.32,13.51,,2.93,2.12,69.04,
20210819,066_21,93,M,0.8,15.98,15.18,,4.58,3.78,0.82,1.72,0.9,,0.96,0.14,0.8,7.16,6.36,,1.63,0.83,42.98,
20210819,025_33,102,F,0.8,23.18,22.38,,6.86,6.06,0.79,12.38,11.59,,3.33,2.54,0.8,11.72,10.92,,2.6,1.8,44.07,
20210819,076_14,124,M,0.82,20.46,19.64,,4.48,3.66,0.83,8.76,7.93,,2.55,1.72,0.79,11.43,10.64,,2.42,1.63,151.01,
20210819,106_17,104,M,0.8,24.19,23.39,,6.7,5.9,0.81,3.48,2.67,,1.27,0.46,0.81,13.49,12.68,,2.54,1.73,52.22,extreme polychaetes
20210819,028_05,92,F,0.81,14.97,14.16,,4.44,3.63,0.81,8.47,7.66,,2.68,1.87,0.8,8.85,8.05,,2.11,1.31,45.24,
20210819,021_09,146,M,1.03,54.54,53.51,,14.2,13.17,0.98,16.98,16,,4.7,3.72,1,29.58,28.58,,4.85,3.85,171.67,
20210819,106_36,91,F,0.81,16.56,15.75,,4.86,4.05,0.8,2.07,1.27,,0.94,0.14,0.8,10.59,9.79,,1.98,1.18,37.48,polychaetes minor
20210819,021_06,125,M,1.03,47.16,46.13,,13.3,12.27,1,18.27,17.27,,5.79,4.79,0.97,17.37,16.4,,3.28,2.31,151.11,
20210819,106_26,NA,F,0.81,24.51,23.7,,7.34,6.53,0.81,2.62,1.81,,1.03,0.22,0.82,16.72,15.9,,2.84,2.02,NA,polychaetes minor; shell broken
20210819,025_28,117,F,1.01,40.36,39.35,,11.86,10.85,0.99,22.29,21.3,,5.96,4.97,1.03,16.64,15.61,,3,1.97,128.39,
20210819,076_03,88,F,0.8,16.73,15.93,,4.67,3.87,0.8,3.62,2.82,,1.19,0.39,0.81,8.38,7.57,,1.85,1.04,35.95,
20210819,066_11,105,F,0.79,25.38,24.59,,6.78,5.99,0.78,4.04,3.26,,1.18,0.4,0.8,11.16,10.36,,2.15,1.35,63.57,
20210819,060_39,108,F,0.8,22.48,21.68,,6.18,5.38,0.8,1.49,0.69,,0.89,0.09,0.79,13.02,12.23,,2.53,1.74,58.75,
20210819,060_34,102,M,0.82,19.58,18.76,,5.33,4.51,0.81,3.33,2.52,,1.21,0.4,0.8,10.83,10.03,,1.95,1.15,50.39,
20210819,076_19,90,M,0.81,12.2,11.39,,3.45,2.64,0.78,5.18,4.4,,1.84,1.06,0.79,6.58,5.79,,1.47,0.68,36,
20210819,028_07,84,M,0.81,11.32,10.51,,3.38,2.57,0.8,4.66,3.86,,1.85,1.05,0.79,5.75,4.96,,1.42,0.63,40.79,
20210819,076_20,84,M,0.81,9.14,8.33,,2.56,1.75,0.78,5.55,4.77,,1.96,1.18,0.81,5.63,4.82,,1.38,0.57,23.19,
20210819,066_41,156,F,0.96,49.64,48.68,,12,11.04,0.99,8.25,7.26,,1.79,0.8,0.97,40.92,39.95,,2.01,1.04,206.51,extreme polychaetes
20210819,106_39,107,F,0.8,21.91,21.11,,6.13,5.33,0.79,5.21,4.42,,1.43,0.64,0.8,11.38,10.58,,2.15,1.35,47.74,polychaetes
20210819,106_46,97,F,0.8,17.45,16.65,,4.61,3.81,0.79,2.3,1.51,,0.99,0.2,0.78,9.65,8.87,,2.32,1.54,43.38,polychaetes
20210819,060_19,110,F,0.82,27.01,26.19,,7.5,6.68,0.79,3.64,2.85,,1.05,0.26,0.81,12.21,11.4,,2.19,1.38,65.64,
20210819,066_32,116,M,0.8,28.33,27.53,,8.04,7.24,0.8,6.25,5.45,,1.79,0.99,0.83,17.65,16.82,,2.72,1.89,73.66,
20210819,025_44,94,M,0.8,19.89,19.09,,6.26,5.46,0.82,5.55,4.73,,2.04,1.22,0.8,7.9,7.1,,1.89,1.09,32.11,
20210819,025_18,88,F,0.81,16.97,16.16,,5.03,4.22,0.8,5.78,4.98,,1.83,1.03,0.81,7.61,6.8,,1.77,0.96,30.53,
20210819,066_36,144,M,1,49.14,48.14,,13.22,12.22,1.02,15.07,14.05,,3.28,2.26,0.98,24.06,23.08,,4.23,3.25,210.6,
20210819,054_49,105,F,0.8,21.36,20.56,,6.21,5.41,0.8,6.25,5.45,,1.57,0.77,0.81,11.77,10.96,,2.13,1.32,60.36,
20210819,076_06,110,F,0.79,14.74,13.95,,3.72,2.93,0.79,9.98,9.19,,2.47,1.68,0.82,9.42,8.6,,2.36,1.54,150.28,
20210819,076_41,101,M,0.81,13.84,13.03,,3.49,2.68,0.8,6.76,5.96,,2.27,1.47,0.8,8.07,7.27,,1.71,0.91,84.59,
20210819,060_18,115,F,0.81,28.76,27.95,,8.32,7.51,0.8,3.51,2.71,,1.09,0.29,0.81,17.15,16.34,,3.46,2.65,84.01,
20210819,103_15,111,M,0.81,27.52,26.71,,6.91,6.1,0.79,9.63,8.84,,2.9,2.11,0.81,13.5,12.69,,2.6,1.79,84.13,
20210819,060_17,111,F,0.81,26.44,25.63,,7.21,6.4,0.82,2.53,1.71,,1.05,0.23,0.81,12.82,12.01,,2.36,1.55,59.46,
20210819,106_27,118,M,0.81,26.7,25.89,,6.39,5.58,0.79,7.79,7,,1.7,0.91,0.81,14.2,13.39,,2.49,1.68,72.28,polychaetes
20210819,103_43,113,F,0.79,24.09,23.3,,6.66,5.87,0.81,7.33,6.52,,1.81,1,0.81,18.68,17.87,,3.16,2.35,74.74,polychaetes
20210819,103_21,111,M,0.79,24.05,23.26,,6.53,5.74,0.8,10.42,9.62,,2.94,2.14,0.81,12.57,11.76,,2.28,1.47,80.59,
20210819,028_04,122,F,1,44.73,43.73,,13.33,12.33,1.01,20.92,19.91,,5.36,4.35,1.01,19.95,18.94,,3.32,2.31,184.56,
20210819,054_37,81,M,0.82,9.03,8.21,,2.82,2,0.81,3.03,2.22,,1.27,0.46,0.78,5.11,4.33,,1.43,0.65,20.74,
20210819,028_09,83,F,0.98,12.23,11.25,,3.78,2.8,1.02,4.45,3.43,,1.76,0.74,0.99,5.67,4.68,,1.61,0.62,39.42,
20210819,106_18,117,F,1,37.74,36.74,,9.76,8.76,0.99,4.95,3.96,,1.34,0.35,1.04,18.55,17.51,,3.3,2.26,76.39,polychaetes
20210819,003_46,64,M,0.98,5.37,4.39,,2.06,1.08,0.99,1.73,0.74,,1.15,0.16,0.99,2.81,1.82,,1.27,0.28,8.81,
20210819,106_03,111,M,0.97,28.9,27.93,,8.61,7.64,0.99,3.99,3,,1.28,0.29,0.99,17.09,16.1,,3.02,2.03,46.16,polychaetes
20210819,021_21,141,M,0.99,57.55,56.56,,14.67,13.68,0.96,21.75,20.79,,6.68,5.72,0.99,24.47,23.48,,4.48,3.49,205.14,
20210819,076_30,128,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,199.72,polychaetes; empty; highly calcified inside
20210819,060_09,109,M,0.99,27.24,26.25,,7.67,6.68,0.97,3.47,2.5,,1.25,0.28,0.99,18.6,17.61,,2.94,1.95,73.61,
20210819,050_39,111,M,1,26.02,25.02,,7.19,6.19,1,10.07,9.07,,3.36,2.36,0.98,10.91,9.93,,2.58,1.6,66.97,
20210819,106_28,108,M,1,25.28,24.28,,7.48,6.48,0.98,3.72,2.74,,1.34,0.36,0.97,16.32,15.35,,2.91,1.94,55.93,polychaetes
20210819,017_12,72,F,0.99,9.35,8.36,,2.88,1.89,0.99,2.85,1.86,,1.34,0.35,0.98,4.75,3.77,,1.52,0.54,34.08,
20210819,106_01,101,M,1.02,21.38,20.36,,5.87,4.85,0.99,3.7,2.71,,1.28,0.29,0.99,17.42,16.43,,2.53,1.54,46,polychaetes
20210819,021_10,141,M,1,53.42,52.42,,13.39,12.39,1.01,12.68,11.67,,3.59,2.58,0.96,24.39,23.43,,4.12,3.16,183.83,polychaetes minor
20210819,106_14,107,M,0.96,24.33,23.37,,6.68,5.72,0.98,4.83,3.85,,1.64,0.66,0.98,15.44,14.46,,2.91,1.93,58.34,polychaetes minor
20210819,060_08,NA,F,1,15.16,14.16,,4.87,3.87,0.98,2.37,1.39,,1.18,0.2,1.02,10.04,9.02,,2.37,1.35,34.92,shell cracked
20210819,050_15,104,F,0.98,23.49,22.51,,6.41,5.43,1,4.2,3.2,,1.37,0.37,1,12.87,11.87,,2.59,1.59,56.76,
20210819,054_46,93,M,0.99,12.14,11.15,,3.61,2.62,1.03,2.97,1.94,,1.39,0.36,1.02,8.64,7.62,,2.09,1.07,27.58,
20210819,103_38,119,F,1.01,21.19,20.18,,4.41,3.4,1.02,5.98,4.96,,1.49,0.47,1.01,16.1,15.09,,3.14,2.13,85.93,polychaetes
20210819,040_03,155,F,1,64.75,63.75,,16.82,15.82,1.01,29.4,28.39,,6.73,5.72,1,32.32,31.32,,5.12,4.12,210.04,
20210819,106_29,110,F,1,27.57,26.57,,8.08,7.08,1,5.83,4.83,,1.48,0.48,0.99,16.55,15.56,,2.84,1.85,66.12,polychaetes
20210819,070_28,112,M,1.01,30.63,29.62,,8.58,7.57,0.97,5.03,4.06,,1.61,0.64,0.97,17.57,16.6,,2.85,1.88,85.24,
20210819,040_43,144,M,1.01,61.5,60.49,,15.24,14.23,1.01,22.05,21.04,,5.23,4.22,1,28.18,27.18,,4.73,3.73,186.47,
20210819,106_40,113,F,1.02,32.95,31.93,,8.81,7.79,0.97,5.87,4.9,,1.56,0.59,0.98,22.27,21.29,,3.71,2.73,77.59,polychaetes
20210819,076_18,119,M,0.99,17.81,16.82,,3.88,2.89,0.97,11.07,10.1,,3.21,2.24,1,11.21,10.21,,2.21,1.21,179.12,highly calcified inside
20210819,066_26,119,M,1.01,33.6,32.59,,8.62,7.61,1.01,5.2,4.19,,1.63,0.62,1,12.39,11.39,,2.41,1.41,83.04,
20210819,106_32,98,M,1,24.17,23.17,,6.73,5.73,1.01,7.93,6.92,,2.28,1.27,1.01,17.96,16.95,,2.82,1.81,45.83,polychaetes
20210819,003_26,78,F,0.98,11.45,10.47,,3.73,2.75,1,4.81,3.81,,1.86,0.86,1.01,5.79,4.78,,1.77,0.76,21.51,end of page 21
20210819,106_30,107,M,1.02,27.02,26,,7.42,6.4,0.99,4.89,3.9,,1.35,0.36,1.02,16.28,15.26,,2.61,1.59,61.02,polychaetes
20210819,040_34,92,M,0.99,13.12,12.13,,3.94,2.95,0.99,7.78,6.79,,2.74,1.75,1.01,7.18,6.17,,2,0.99,37.78,
20210819,060_06,102,M,0.96,19.47,18.51,,5.27,4.31,0.97,2.84,1.87,,1.18,0.21,1,12.67,11.67,,2.14,1.14,55.67,
20210819,028_39,94,M,0.99,15.63,14.64,,4.48,3.49,1.01,5.25,4.24,,2.02,1.01,0.99,8.39,7.4,,1.95,0.96,66.71,
20210819,025_38,134,M,0.98,53.25,52.27,,16.67,15.69,0.99,14.97,13.98,,4.33,3.34,1.01,25,23.99,,3.94,2.93,134.11,
20210819,066_35,114,F,0.99,34.6,33.61,,8.99,8,0.99,6.94,5.95,,1.65,0.66,1,20.42,19.42,,3.39,2.39,80.61,
20210819,103_10,115,F,1.02,26.63,25.61,,6.68,5.66,1.01,7.42,6.41,,2.11,1.1,0.97,17.02,16.05,,2.58,1.61,90.22,polychaetes
20210819,017_07,117,M,0.99,32.14,31.15,,8.15,7.16,0.96,5.62,4.66,,1.63,0.67,1.02,14.37,13.35,,2.87,1.85,130.45,
20210819,106_35,96,M,1.03,22.13,21.1,,6.29,5.26,1.02,4.76,3.74,,1.57,0.55,1.02,12.9,11.88,,2.37,1.35,43.95,polychaetes
20210819,076_05,92,F,1.02,12.25,11.23,,3.51,2.49,1,6.49,5.49,,2.11,1.11,1.01,8.37,7.36,,1.81,0.8,40.51,
20210819,076_31,86,M,1,10.27,9.27,,3.16,2.16,0.98,6.62,5.64,,2.47,1.49,0.99,6.23,5.24,,1.66,0.67,28.31,
20210819,099_05,139,F,0.97,64.81,63.84,,17.59,16.62,0.98,9.71,8.73,,2.42,1.44,1.03,24.42,23.39,,4.38,3.35,156.28,
20210820,060_21,118,F,0.96,34.14,33.18,,9.19,8.23,0.99,4.53,3.54,,1.35,0.36,0.96,21.93,20.97,,4.94,3.98,100.79,
20210820,003_01,105,F,0.96,25.96,25,,7.65,6.69,1.02,11.01,9.99,,3.64,2.62,0.98,14.08,13.1,,2.81,1.83,88.06,photo of gonad (dylan)
20210820,082_23,118,M,0.99,32.44,31.45,,8.74,7.75,0.98,5.14,4.16,,1.66,0.68,1,16.72,15.72,,2.96,1.96,116.79,
20210820,066_09,154,M,1.01,60.66,59.65,,15.24,14.23,1.01,11.02,10.01,,2.45,1.44,1.01,35.42,34.41,,5.37,4.36,194.1,polychaetes minor
20210820,082_19,146,F,1,63.64,62.64,,18.33,17.33,0.99,5.57,4.58,,1.69,0.7,0.98,29.61,28.63,,4.8,3.82,203.37,
20210820,066_08,122,M,1.02,39.87,38.85,,10.7,9.68,1.01,5.77,4.76,,1.68,0.67,0.99,24.37,23.38,,3.49,2.5,105.41,
20210820,050_09,112,F,0.99,24.59,23.6,,6.92,5.93,1,5.33,4.33,,1.79,0.79,0.97,13.45,12.48,,2.84,1.87,59.34,
20210820,066_37,89,M,0.97,11.29,10.32,,3.16,2.19,0.96,1.93,0.97,,1.1,0.14,0.99,7.24,6.25,,1.66,0.67,29.43,
20210820,099_11,91,M,1.01,17.79,16.78,,5.45,4.44,1,7.96,6.96,,2.72,1.72,1,8.65,7.65,,2.2,1.2,39.02,
20210820,017_15,128,M,1.02,33.22,32.2,,8.24,7.22,1.01,8.17,7.16,,2.34,1.33,1.01,20.41,19.4,,3.62,2.61,150.23,
20210820,021_03,152,F,1,56.57,55.57,,14.25,13.25,0.98,25.33,24.35,,5.99,5.01,1.02,31.23,30.21,,5.35,4.33,210.14,
20210820,050_04,115,F,1.01,30.13,29.12,,8.23,7.22,1.01,4.98,3.97,,1.61,0.6,1.01,14.87,13.86,,3.01,2,74.67,
20210820,066_02,146,M,0.99,57.74,56.75,,14.02,13.03,0.99,5.65,4.66,,1.67,0.68,0.99,28.07,27.08,,4.22,3.23,152.25,
20210820,003_45,101,F,1,22.12,21.12,,6.51,5.51,1,7.66,6.66,,2.46,1.46,0.98,8.57,7.59,,2,1.02,83.64,
20210820,028_33,88,F,0.99,13.23,12.24,,4.06,3.07,0.99,7.39,6.4,,2.34,1.35,1,7.96,6.96,,2.38,1.38,38.1,
20210820,050_37,117,F,1.02,31.48,30.46,,9.03,8.01,1.01,5.57,4.56,,1.68,0.67,1,14.26,13.26,,2.7,1.7,67.35,
20210820,066_24,152,F,0.98,57.97,56.99,,13.36,12.38,1.02,6.66,5.64,,1.64,0.62,1,29.04,28.04,,4.56,3.56,187.68,polychaetes
20210820,017_23,92,M,1.01,15.71,14.7,,4.5,3.49,0.99,5.35,4.36,,1.88,0.89,1,8.55,7.55,,2.12,1.12,67.68,
20210820,017_35,109,M,1,34.2,33.2,,8.39,7.39,0.99,5.32,4.33,,1.62,0.63,0.98,18.93,17.95,,4.45,3.47,129.81,
20210820,054_08,76,F,0.99,8.39,7.4,,2.65,1.66,1,3.2,2.2,,1.41,0.41,0.99,4.65,3.66,,1.48,0.49,18.78,
20210820,054_28,82,M,0.98,10.7,9.72,,3.3,2.32,0.99,2.77,1.78,,1.33,0.34,0.97,6.19,5.22,,1.72,0.75,25.24,
20210820,050_14,114,M,0.98,32.52,31.54,,8.87,7.89,0.97,4.52,3.55,,1.51,0.54,0.99,15.26,14.27,,2.68,1.69,71.81,
20210820,003_30,87,M,0.98,13.95,12.97,,4.21,3.23,1,5.42,4.42,,2.08,1.08,0.98,6.71,5.73,,1.9,0.92,39.87,
20210820,017_43,122,M,0.97,33.56,32.59,,7.87,6.9,0.96,6.74,5.78,,1.78,0.82,0.95,19.74,18.79,,3.41,2.46,161.65,
20210820,106_47,102,M,0.97,19.87,18.9,,5.73,4.76,0.98,2.83,1.85,,1.25,0.27,0.98,12.56,11.58,,2.58,1.6,47.88,
20210820,003_44,56,M,0.97,4.77,3.8,,1.89,0.92,0.97,1.67,0.7,,1.15,0.18,0.97,2.63,1.66,,1.27,0.3,8,
20210820,050_05,99,F,0.96,19.54,18.58,,5.51,4.55,1,3.16,2.16,,1.24,0.24,1.03,11.64,10.61,,3.25,2.22,40.68,
20210820,028_17,81,F,0.98,14.22,13.24,,4.16,3.18,1,5.83,4.83,,1.99,0.99,0.98,6.78,5.8,,1.68,0.7,40.43,
20210820,097_05,93,M,0.99,17.04,16.05,,4.66,3.67,0.98,7.44,6.46,,2.43,1.45,0.97,8.24,7.27,,2.14,1.17,62.92,
20210820,066_05,103,M,0.97,23.24,22.27,,6.07,5.1,1.04,3.66,2.62,,1.44,0.4,1,11.7,10.7,,2.2,1.2,56.13,
20210820,003_35,65,M,0.99,7.35,6.36,,2.5,1.51,1.01,2,0.99,,1.24,0.23,1.01,2.97,1.96,,1.34,0.33,17.18,
20210820,017_21,115,M,1,26.68,25.68,,7.53,6.53,0.99,5.04,4.05,,1.64,0.65,0.98,12.76,11.78,,2.61,1.63,123.36,
20210820,050_01,108,F,0.99,25.7,24.71,,7.58,6.59,0.99,5.71,4.72,,1.73,0.74,1.01,12.89,11.88,,2.52,1.51,53.4,
20210820,106_09,94,F,0.97,19.33,18.36,,5.52,4.55,0.98,2.9,1.92,,1.19,0.21,0.95,10.29,9.34,,2.49,1.54,36.71,polychaetes
20210820,050_07,109,M,1,27.11,26.11,,7.85,6.85,1.01,4.75,3.74,,1.56,0.55,0.97,13.56,12.59,,2.84,1.87,55.79,
20210820,103_06,108,F,0.97,27.98,27.01,,7.63,6.66,0.98,5.44,4.46,,1.82,0.84,0.98,14.6,13.62,,2.93,1.95,85.78,polychaetes
20210820,099_10,101,F,0.99,24.15,23.16,,6.84,5.85,1.01,6.79,5.78,,2.05,1.04,1.01,10.32,9.31,,2.25,1.24,51.7,
20210820,066_43,150,F,0.97,57.76,56.79,,13.58,12.61,0.96,10.33,9.37,,1.98,1.02,1,33.31,32.31,,6.86,5.86,155.07,
20210820,017_30,109,F,1.01,24.56,23.55,,6.01,5,0.98,6.15,5.17,,1.64,0.66,1,10.19,9.19,,2.19,1.19,124.46,
20210820,017_45,105,F,1.01,25.91,24.9,,6.56,5.55,1.04,4.62,3.58,,1.44,0.4,0.97,13.68,12.71,,3.06,2.09,101.49,
20210820,054_24,85,M,1,11.74,10.74,,3.56,2.56,1.03,2.58,1.55,,1.33,0.3,1.03,6.46,5.43,,1.81,0.78,27.38,
20210820,054_41,79,F,1.01,8.69,7.68,,2.75,1.74,1.02,1.62,0.6,,1.09,0.07,0.97,3.86,2.89,,1.29,0.32,17.04,
20210820,021_05,150,M,0.99,46.58,45.59,,10.92,9.93,1,16.71,15.71,,4.56,3.56,1.02,26.67,25.65,,4.23,3.21,226.11,
20210820,066_16,140,F,1.04,58.67,57.63,,14.62,13.58,1.01,6.45,5.44,,1.58,0.57,1,26.03,25.03,,4.4,3.4,136.5,
20210820,050_47,110,M,1.01,35.19,34.18,,9.69,8.68,1,6.13,5.13,,1.7,0.7,0.99,15.1,14.11,,2.59,1.6,61.01,
20210820,003_03,101,M,0.99,21.53,20.54,,6.11,5.12,1.01,10.74,9.73,,3.2,2.19,1,8.82,7.82,,1.93,0.93,67.84,
20210820,054_31,90,M,0.98,11.75,10.77,,3.1,2.12,0.99,2.91,1.92,,1.26,0.27,0.98,7.12,6.14,,1.65,0.67,29.56,
20210820,066_42,95,M,0.97,18.21,17.24,,5.33,4.36,0.99,4.24,3.25,,1.6,0.61,0.99,10.65,9.66,,2.42,1.43,42.85,
20210820,017_17,103,F,0.99,22.42,21.43,,5.53,4.54,0.98,5.1,4.12,,1.46,0.48,0.99,11.37,10.38,,2.33,1.34,112.97,
20210820,070_25,110,F,1.01,27.36,26.35,,7.67,6.66,1.02,3.47,2.45,,1.42,0.4,0.95,15.99,15.04,,3.6,2.65,71.34,
20210820,050_06,111,F,1.02,24.5,23.48,,6.65,5.63,0.98,3.89,2.91,,1.52,0.54,0.99,16.92,15.93,,3.52,2.53,50.64,
20210820,003_38,60,F,1,5.13,4.13,,2.05,1.05,0.98,1.67,0.69,,1.15,0.17,0.97,2.69,1.72,,1.28,0.31,13.02,
20210820,097_12,128,M,0.95,45.83,44.88,,11.88,10.93,0.99,9.42,8.43,,2.79,1.8,0.99,23.33,22.34,,4.28,3.29,143.38,
20210820,099_18,100,F,1,24.05,23.05,,7.06,6.06,1,7.78,6.78,,2.26,1.26,1,11.16,10.16,,2.44,1.44,49.87,
20210820,003_10,93,M,0.97,16.31,15.34,,4.69,3.72,0.96,5.73,4.77,,2.25,1.29,0.97,5.8,4.83,,1.63,0.66,43.5,
20210820,097_13,132,F,1,49.5,48.5,,12.92,11.92,0.98,7.03,6.05,,1.91,0.93,0.99,25.88,24.89,,4.42,3.43,149.79,
20210820,066_03,100,F,0.99,17.86,16.87,,4.99,4,1,3.04,2.04,,1.35,0.35,1.01,10.34,9.33,,2.56,1.55,57.14,
20210820,066_47,146,F,1.01,65.08,64.07,,16.99,15.98,1.01,12.33,11.32,,2.78,1.77,1,29.78,28.78,,4.92,3.92,184.32,polychaetes
20210820,099_37,149,F,1,62.34,61.34,,16.91,15.91,1.03,14.86,13.83,,3.32,2.29,1.03,31.42,30.39,,4.99,3.96,164.42,
20210820,003_07,59,M,1.02,5.25,4.23,,2.02,1,1,1.64,0.64,,1.15,0.15,1.01,1.69,0.68,,1.14,0.13,9.44,
20210820,066_10,139,F,1.02,53.44,52.42,,13.45,12.43,1,7.46,6.46,,1.87,0.87,0.99,32.89,31.9,,5.78,4.79,167.56,
20210820,017_41,112,F,1,25.1,24.1,,6.5,5.5,0.99,4.99,4,,1.61,0.62,0.99,14.15,13.16,,3.12,2.13,105.36,
20210820,028_31,114,F,0.98,33.94,32.96,,9.59,8.61,1.02,12.59,11.57,,3.64,2.62,1.01,13.12,12.11,,2.78,1.77,114.74,
20210820,050_30,113,M,1.01,27.07,26.06,,7.49,6.48,1,4.55,3.55,,1.7,0.7,1,17.87,16.87,,3.36,2.36,57.68,
20210820,082_21,148,F,0.96,66.17,65.21,,16.59,15.63,1.02,8.54,7.52,,1.75,0.73,1.02,35.37,34.35,,4.86,3.84,176.79,
20210820,003_40,62,M,1.02,6.35,5.33,,2.23,1.21,0.98,1.54,0.56,,1.09,0.11,1.01,2.82,1.81,,1.29,0.28,13.17,
20210822,003_04,57,M,1.07,4.36,3.29,,1.65,0.58,1.03,1.35,0.32,,1.11,0.08,0.97,2.06,1.09,,1.14,0.17,9.75,
20210822,017_47,96,M,1.02,20.15,19.13,,4.71,3.69,1.02,5.22,4.2,,1.77,0.75,1.02,8.06,7.04,,1.97,0.95,79.01,
20210822,050_27,120,F,0.99,31.88,30.89,,6.92,5.93,1.12,5.47,4.35,,1.56,0.44,0.99,15.18,14.19,,3.28,2.29,70.6,
20210822,050_02,110,F,1.06,24.12,23.06,,4.8,3.74,1,4.07,3.07,,1.25,0.25,1.03,12.03,11,,2.23,1.2,52.51,
20210822,082_28,152,M,1.17,50.69,49.52,,11.34,10.17,0.97,8.25,7.28,,1.56,0.59,1.02,21.23,20.21,,3.62,2.6,205,
20210822,021_12,145,M,1.15,58.18,57.03,,15.2,14.05,0.97,8.23,7.26,,1.94,0.97,1.13,23.4,22.27,,3.68,2.55,218.66,
20210323,028_15,83,M,0.89,12.16,11.27,,3.71,2.82,0.91,6.11,5.2,,2.22,1.31,0.97,5.91,4.94,,1.69,0.72,38.72,
20210323,099_50,118,F,0.9,63.17,62.27,,14.74,13.84,0.85,14.42,13.57,,3.44,2.59,0.96,21.7,20.74,,3.97,3.01,119.83,
20210323,017_50,82,M,0.87,11.17,10.3,,3.43,2.56,0.85,4.16,3.31,,1.62,0.77,0.83,5.7,4.87,,1.67,0.84,51.69,
20210323,097_09,94,F,0.91,18.29,17.38,,4.82,3.91,0.86,3.83,2.97,,1.33,0.47,0.83,8.17,7.34,,1.82,0.99,47.33,
20210323,054_25,77,M,0.86,8.94,8.08,,2.66,1.8,1,2.42,1.42,,1.25,0.25,0.88,5.06,4.18,,1.47,0.59,22.1,
20210323,003_32,112,M,0.81,27.17,26.36,,7.43,6.62,0.99,9.77,8.78,,3.11,2.12,0.91,11.2,10.29,,2.4,1.49,94.77,
