ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer,
34789,junk,,Neglect,3/7/2022 9:46:15 AM,1,342.266340236309,7656.41799163818,0,6872.59765625,2290.0888671875,0.627853989601135,2.17200016975403,2.79999995231628,137,7997,normally,,
34790,junk,,Out of d,3/7/2022 9:50:04 AM,1,1816.84187173093,11033.3270001411,0,6872.59765625,2290.0888671875,0.627853989601135,1.92199993133545,2.4925000667572,148,11360,normally,,
34791,junk,,Out of d,3/7/2022 9:53:47 AM,1,1847.82942478329,11104.2912504077,0,6872.59765625,2290.0888671875,0.627853989601135,1.93600010871887,2.49499988555908,142.5,11420,normally,,
34792,junk,,Out of d,3/7/2022 9:57:28 AM,1,1904.08586377154,11233.1234950423,0,6872.59765625,2290.0888671875,0.627853989601135,1.8659999370575,2.3600001335144,140.5,11530,normally,,
34793,junk,,Out of d,3/7/2022 10:01:11 AM,1,1898.81751161016,11221.0585004091,0,6872.59765625,2290.0888671875,0.627853989601135,1.81599998474121,2.36500000953674,143,11520,normally,,
34794,junk,,Out of d,3/7/2022 10:04:52 AM,1,1889.2726872223,11199.2000043392,0,6872.59765625,2290.0888671875,0.627853989601135,1.88999998569489,2.54999995231628,140,11510,normally,,
34795,junk,,Out of d,3/7/2022 10:08:29 AM,1,1897.83687655312,11218.8127589822,0,6872.59765625,2290.0888671875,0.627853989601135,1.89800000190735,2.5149998664856,136.5,11520,normally,,
34796,junk,,Out of d,3/7/2022 10:12:07 AM,1,1888.89197023546,11198.3281286061,0,6872.59765625,2290.0888671875,0.627853989601135,1.86000001430511,2.3824999332428,137.5,11490,normally,,
34797,junk,,Neglect,3/7/2022 10:15:47 AM,1,1894.74899579743,11211.7412376404,0,6872.59765625,2290.0888671875,0.627853989601135,1.82800006866455,2.44250011444092,135,11500,normally,,
34798,junk,,Unknow,3/7/2022 10:19:28 AM,1,1893.9664970713,11209.9492460191,0,6872.59765625,2290.0888671875,0.627853989601135,1.79600012302399,2.4449999332428,141.5,11510,normally,,
34799,junk,,Unknow,3/7/2022 10:23:06 AM,1,1895.74819770959,11214.0294988155,0,6872.59765625,2290.0888671875,0.627853989601135,1.79200005531311,2.35249996185303,138,11500,normally,,
34800,ESL09a_13,,Neglect,3/7/2022 10:28:00 AM,1.4,2811.97090997039,15888.1262423396,0,6872.59765625,2290.0888671875,0.627853989601135,1.81000006198883,2.39750003814697,153,16210,normally,,
34801,ESL09a_13,,Unknow,3/7/2022 10:32:03 AM,1.4,2896.17752679516,16158.1031323671,0,6872.59765625,2290.0888671875,0.627853989601135,1.75,2.28749990463257,154.5,16470,normally,,
34802,ESL09a_13,,Unknow,3/7/2022 10:36:08 AM,1.4,2895.90667619388,16157.2347516418,0,6872.59765625,2290.0888671875,0.627853989601135,1.72199988365173,2.27500009536743,156.5,16470,normally,,
34803,ESL09a_13,,Neglect,3/7/2022 10:39:53 AM,1.2,2539.49273860796,13851.3945150375,0,6872.59765625,2290.0888671875,0.627853989601135,1.65599989891052,2.29749989509583,146,14140,normally,,
34804,ESL09a_13,,Valid,3/7/2022 10:43:45 AM,1.2,2538.21248897955,13847.876252532,0,6872.59765625,2290.0888671875,0.627853989601135,1.67599987983704,2.28500008583069,147.5,14140,normally,,
34805,ESL09a_13,,Valid,3/7/2022 10:47:35 AM,1.2,2542.97503530665,13860.9642377198,0,6872.59765625,2290.0888671875,0.627853989601135,1.71800005435944,2.25500011444092,145.5,14150,normally,,
34806,ESL09a_13,,Valid,3/7/2022 10:51:22 AM,1.2,2542.42757692499,13859.4597637057,0,6872.59765625,2290.0888671875,0.627853989601135,1.71599996089935,2.34749984741211,143,14150,normally,,
34807,ESL09a_13,,Neglect,3/7/2022 10:54:52 AM,1,2053.32658251956,11574.8980035782,0,6872.59765625,2290.0888671875,0.627853989601135,1.77600002288818,2.32999992370605,134,11850,normally,,
34808,ESL09a_13,,Unknow,3/7/2022 10:58:32 AM,1,2058.0165138444,11585.6383630931,0,6872.59765625,2290.0888671875,0.627853989601135,1.6360000371933,2.2975001335144,139.5,11860,normally,,
