ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer,
33835,junk,,Neglect,2/16/2022 9:58:35 AM,1,720.626124409181,8522.89552116394,0,6872.59765625,2290.0888671875,0.627853989601135,2.36399984359741,2.9524998664856,146,8911,normally,,
33836,junk,,Unknow,2/16/2022 10:02:23 AM,1,2261.96345697727,12052.6949870586,0,6872.59765625,2290.0888671875,0.627853989601135,2.2960000038147,2.82000017166138,147.5,12430,normally,,
33837,junk,,Unknow,2/16/2022 10:06:11 AM,1,2319.17767105579,12183.7206217647,0,6872.59765625,2290.0888671875,0.627853989601135,2.18400001525879,2.78250002861023,147.5,12550,normally,,
33838,junk,,Unknow,2/16/2022 10:09:57 AM,1,2327.7461124013,12203.3431138992,0,6872.59765625,2290.0888671875,0.627853989601135,2.15000009536743,2.75250005722046,145.5,12560,normally,,
33839,junk,,Unknow,2/16/2022 10:13:40 AM,1,2324.17939567343,12195.1750156283,0,6872.59765625,2290.0888671875,0.627853989601135,2.17999982833862,2.79999995231628,142.5,12550,normally,,
33840,ESL09a_02,,Neglect,2/16/2022 10:18:33 AM,1,2167.52902710809,11836.431750536,0,6872.59765625,2290.0888671875,0.627853989601135,2.23799991607666,2.79500007629395,140.5,12190,normally,,
33841,ESL09a_02,,Valid,2/16/2022 10:22:17 AM,1,2085.73143355276,11649.1079921722,0,6872.59765625,2290.0888671875,0.627853989601135,2.1159999370575,2.75750017166138,144,12000,normally,,
33842,ESL09a_02,,Valid,2/16/2022 10:25:58 AM,1,2087.89113156779,11654.0538925529,0,6872.59765625,2290.0888671875,0.627853989601135,2.19199991226196,2.73249983787537,140.5,12000,normally,,
33843,ESL09a_02,,Valid,2/16/2022 10:29:38 AM,1,2084.49305789392,11646.2720018625,0,6872.59765625,2290.0888671875,0.627853989601135,2.15799999237061,2.76999998092651,139.5,11990,normally,,
33844,ESL09a_02,,Neglect,2/16/2022 10:33:35 AM,1.4,2932.29492242887,16273.8999962807,0,6872.59765625,2290.0888671875,0.627853989601135,2.12000012397766,2.82999992370605,156,16660,normally,,
33845,ESL09a_02,,Unknow,2/16/2022 10:37:43 AM,1.4,2934.49696125251,16280.9600067139,0,6872.59765625,2290.0888671875,0.627853989601135,2.16799998283386,2.8199999332428,160,16680,normally,,
33846,ESL09a_02,,Unknow,2/16/2022 10:41:47 AM,1.4,2938.19738842005,16292.8240365982,0,6872.59765625,2290.0888671875,0.627853989601135,2.22199964523315,2.86999988555908,156,16690,normally,,
33847,ESL09a_02,,Neglect,2/16/2022 10:45:33 AM,1.2,2577.87042802994,13956.8604981899,0,6872.59765625,2290.0888671875,0.627853989601135,2.19400000572205,2.91750001907349,146,14330,normally,,
33848,ESL09a_02,,Unknow,2/16/2022 10:49:26 AM,1.2,2587.82072517244,13984.2049758434,0,6872.59765625,2290.0888671875,0.627853989601135,2.13000011444092,2.78000020980835,149,14350,normally,,
33849,ESL09a_02,,Unknow,2/16/2022 10:53:21 AM,1.2,2586.46344109181,13980.4750144482,0,6872.59765625,2290.0888671875,0.627853989601135,2.16199994087219,2.7649998664856,150,14350,normally,,
33850,ESL09a_02,,Neglect,2/16/2022 10:56:48 AM,0.8,1362.29374412798,9368.41664606333,0,6872.59765625,2290.0888671875,0.627853989601135,2.19599986076355,2.74249982833862,135.5,9703,normally,,
33851,ESL09a_02,,Valid,2/16/2022 11:00:17 AM,0.8,1351.13539391317,9347.97375518084,0,6872.59765625,2290.0888671875,0.627853989601135,2.20199990272522,2.85500001907349,132.5,9683,normally,,
33852,ESL09a_02,,Valid,2/16/2022 11:03:45 AM,0.8,1347.70907165561,9341.6964892149,0,6872.59765625,2290.0888671875,0.627853989601135,2.22800016403198,2.75,131.5,9669,normally,,
33853,ESL09a_02,,Out of d,2/16/2022 11:07:17 AM,0.8,1355.95602888323,9356.80550116301,0,6872.59765625,2290.0888671875,0.627853989601135,2.16799998283386,2.75,135.5,9690,normally,,
33854,ESL09a_02,,Out of d,2/16/2022 11:10:47 AM,0.8,1343.66755303139,9334.2921397686,0,6872.59765625,2290.0888671875,0.627853989601135,2.15199995040894,2.74249982833862,133.5,9661,normally,,
