ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer
29289,junk,,Neglect,10/20/21 10:00,1,-104.9450668,6632.264127,0,6872.597656,2290.088867,0.62785399,-0.678000033,0.202500001,131.5,6601,normally,
29290,junk,,Out of d,10/20/21 10:04,1,1784.619979,10959.536,0,6872.597656,2290.088867,0.62785399,-0.626000047,0.210000008,142,10930,normally,
29291,junk,,Out of d,10/20/21 10:07,1,1966.414888,11375.8625,0,6872.597656,2290.088867,0.62785399,-0.550000012,0.462500006,134,11370,normally,
29292,junk,,Out of d,10/20/21 10:11,1,1949.958759,11338.1765,0,6872.597656,2290.088867,0.62785399,-0.536000013,0.417499989,138,11330,normally,
29293,junk,,Out of d,10/20/21 10:15,1,1945.251516,11327.3965,0,6872.597656,2290.088867,0.62785399,-0.398000002,0.580000043,138.5,11340,normally,
29294,junk,,Out of d,10/20/21 10:18,1,1949.261896,11336.58062,0,6872.597656,2290.088867,0.62785399,-0.159999996,0.782500029,139.5,11380,normally,
29295,junk,,Out of d,10/20/21 10:22,1,1941.868898,11319.65,0,6872.597656,2290.088867,0.62785399,0.159999996,1.139999986,139,11410,normally,
29296,junk,,Out of d,10/20/21 10:26,1,1947.145547,11331.734,0,6872.597656,2290.088867,0.62785399,0.374000013,1.340000033,138,11450,normally,
29297,junk,,Out of d,10/20/21 10:29,1,1938.766782,11312.54588,0,6872.597656,2290.088867,0.62785399,0.59799993,1.5625,136.5,11460,normally,
29298,junk,,Out of d,10/20/21 10:33,1,1943.02453,11322.2965,0,6872.597656,2290.088867,0.62785399,0.708000064,1.704999924,139,11490,normally,
29299,ESL_08b_17,,Neglect,10/20/21 10:44,1.4,2715.467403,15578.72399,0,6872.597656,2290.088867,0.62785399,1.396000028,2.305000067,152,15860,normally,
29300,ESL_08b_17,,Valid,10/20/21 10:48,1.4,2697.53797,15521.24,0,6872.597656,2290.088867,0.62785399,1.540000081,2.339999914,154,15820,normally,
