ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer,
33367,junk,,Neglect,2/8/2022 10:18:19 AM,1,517.867280897737,8058.55975091457,0,6872.59765625,2290.0888671875,0.627853989601135,2.31399989128113,2.96250009536743,137,8420,normally,,
33368,junk,,Unknow,2/8/2022 10:21:59 AM,1,2064.09560095922,11599.5600128174,0,6872.59765625,2290.0888671875,0.627853989601135,2.36199998855591,2.92999982833862,140,11970,normally,,
33369,junk,,Unknow,2/8/2022 10:25:35 AM,1,2129.04323916658,11748.2958760262,0,6872.59765625,2290.0888671875,0.627853989601135,2.32599997520447,3.05250000953674,134.5,12110,normally,,
33370,junk,,Unknow,2/8/2022 10:29:13 AM,1,2125.43301130496,11740.0281333923,0,6872.59765625,2290.0888671875,0.627853989601135,2.2979998588562,2.79250001907349,137.5,12090,normally,,
33371,junk,,Unknow,2/8/2022 10:32:45 AM,1,2127.60378171542,11744.9993905425,0,6872.59765625,2290.0888671875,0.627853989601135,2.40599989891052,2.9524998664856,132.5,12100,normally,,
33372,junk,,Unknow,2/8/2022 10:36:24 AM,1,2127.64487382732,11745.0934951305,0,6872.59765625,2290.0888671875,0.627853989601135,2.35599994659424,2.93250012397766,138,12110,normally,,
33373,junk,,Unknow,2/8/2022 10:40:06 AM,1,2123.46943059845,11735.5313590765,0,6872.59765625,2290.0888671875,0.627853989601135,2.30400013923645,2.84750008583069,141.5,12100,normally,,
33374,ESL08b_32,,Neglect,2/8/2022 10:51:22 AM,1.4,2762.4749456575,15729.4360227585,0,6872.59765625,2290.0888671875,0.627853989601135,2.19399976730347,2.9449999332428,152,16120,normally,,
33375,ESL08b_32,,Unknow,2/8/2022 10:55:19 AM,1.4,2718.29024425869,15587.7743728757,0,6872.59765625,2290.0888671875,0.627853989601135,2.26999998092651,3.01250004768372,148.5,15980,normally,,
33376,ESL08b_32,,Unknow,2/8/2022 10:59:18 AM,1.4,2717.0431417439,15583.7760070562,0,6872.59765625,2290.0888671875,0.627853989601135,2.367999792099,2.88000011444092,151,15980,normally,,
33377,ESL08b_32,,Neglect,2/8/2022 11:02:57 AM,1.2,2362.68572870357,13365.5099970102,0,6872.59765625,2290.0888671875,0.627853989601135,2.24600005149841,3.00999999046326,142.5,13740,normally,,
33378,ESL08b_32,,Unknow,2/8/2022 11:06:50 AM,1.2,2359.8263117368,13357.6520142555,0,6872.59765625,2290.0888671875,0.627853989601135,2.33200001716614,2.96999979019165,148,13750,normally,,
33379,ESL08b_32,,Unknow,2/8/2022 11:10:35 AM,1.2,2358.77531657817,13354.7637674808,0,6872.59765625,2290.0888671875,0.627853989601135,2.37999987602234,2.94249987602234,141,13730,normally,,
33380,ESL08b_32,,Neglect,2/8/2022 11:14:03 AM,1,1873.37804588281,11162.7998631597,0,6872.59765625,2290.0888671875,0.627853989601135,2.31400012969971,2.88750004768372,133.5,11510,normally,,
33381,ESL08b_32,,Unknow,2/8/2022 11:17:44 AM,1,1870.75112753122,11156.7839866877,0,6872.59765625,2290.0888671875,0.627853989601135,2.31200003623962,2.84000015258789,141,11520,normally,,
33382,ESL08b_32,,Unknow,2/8/2022 11:21:24 AM,1,1867.92346725074,11150.3083933592,0,6872.59765625,2290.0888671875,0.627853989601135,2.24599981307983,2.76749992370605,139.5,11500,normally,,
33383,ESL08b_32,,Neglect,2/8/2022 11:24:40 AM,0.8,1141.33942515913,8963.61262524128,0,6872.59765625,2290.0888671875,0.627853989601135,2.16400003433228,2.72749996185303,126.5,9273,normally,,
33384,ESL08b_32,,Out of d,2/8/2022 11:28:06 AM,0.8,1139.36856877774,8960.00187623501,0,6872.59765625,2290.0888671875,0.627853989601135,2.15999984741211,2.7975001335144,129.5,9281,normally,,
33385,ESL08b_32,,Valid,2/8/2022 11:31:31 AM,0.8,1134.02230006263,8950.20713186264,0,6872.59765625,2290.0888671875,0.627853989601135,2.19199991226196,2.70749998092651,128.5,9265,normally,,
33386,ESL08b_32,,Valid,2/8/2022 11:34:53 AM,0.8,1132.52760937787,8947.46875226498,0,6872.59765625,2290.0888671875,0.627853989601135,2.18799996376038,2.8125,125,9260,normally,,
33387,ESL08b_32,,Valid,2/8/2022 11:38:13 AM,0.8,1133.60522454722,8949.44301986694,0,6872.59765625,2290.0888671875,0.627853989601135,2.24599981307983,2.8274998664856,124,9264,normally,,
33388,ESL08b_32,,Neglect,2/8/2022 11:41:21 AM,0.6,-87.8865228066153,6751.83688777685,0,6872.59765625,2290.0888671875,0.627853989601135,2.16999983787537,2.62249994277954,116.5,7031,normally,,
33389,ESL08b_32,,Unknow,2/8/2022 11:44:31 AM,0.6,-101.275657991446,6733.43950212002,0,6872.59765625,2290.0888671875,0.627853989601135,2.13800001144409,2.67499995231628,117,7015,normally,,
33390,ESL08b_32,,Unknow,2/8/2022 11:47:40 AM,0.6,-97.570190566156,6738.53101193905,0,6872.59765625,2290.0888671875,0.627853989601135,2.18400001525879,2.72999978065491,117,7026,normally,,
33391,RSA_270,,Neglect,2/8/2022 11:51:59 AM,1,2109.82772278514,11704.2906358838,0,6872.59765625,2290.0888671875,0.627853989601135,2.20599985122681,2.82249999046326,137.5,12050,normally,,
