ID,Sample name,Sample no,Type,Analysis time,Spl volume(ml),Analysis result,Area net,Temperature(C),a,b,r,Bl before,Bl after,Time int,Area gross,Int State ,Analyzer
30347,junk,,Neglect,11/9/21 9:51,1,109.211634,7122.702003,0,6872.597656,2290.088867,0.62785399,2.417999983,3.467499971,152,7570,normally,
30348,junk,,Out of d,11/9/21 9:55,1,1803.991282,11003.89801,0,6872.597656,2290.088867,0.62785399,2.585999966,3.309999943,161.5,11480,normally,
30349,junk,,Out of d,11/9/21 9:59,1,1889.274873,11199.20501,0,6872.597656,2290.088867,0.62785399,2.539999962,3.329999924,157,11660,normally,
30350,junk,,Out of d,11/9/21 10:03,1,1846.18659,11100.52901,0,6872.597656,2290.088867,0.62785399,2.453999996,3.159999847,153,11530,normally,
30351,junk,,Out of d,11/9/21 10:07,1,1843.923462,11095.34625,0,6872.597656,2290.088867,0.62785399,2.404000044,3.13499999,142.5,11490,normally,
30352,junk,,Out of d,11/9/21 10:10,1,1851.28181,11112.19752,0,6872.597656,2290.088867,0.62785399,2.28399992,3.064999819,145,11500,normally,
30353,junk,,Out of d,11/9/21 10:14,1,1855.698113,11122.31124,0,6872.597656,2290.088867,0.62785399,2.162000179,3.047499895,145,11500,normally,
30354,junk,,Out of d,11/9/21 10:18,1,1859.727431,11131.53874,0,6872.597656,2290.088867,0.62785399,2.180000067,3.065000057,140.5,11500,normally,
30355,junk,,Out of d,11/9/21 10:22,1,1856.304529,11123.69999,0,6872.597656,2290.088867,0.62785399,2.150000095,2.9375,144,11490,normally,
30356,junk,,Out of d,11/9/21 10:25,1,1861.584899,11135.79251,0,6872.597656,2290.088867,0.62785399,2.184000015,2.889999866,147.5,11510,normally,
30357,ESL_08b_24,,Neglect,11/9/21 10:49,1.4,2673.960598,15445.64801,0,6872.597656,2290.088867,0.62785399,2.011999846,2.980000019,162,15850,normally,
30358,ESL_08b_24,,Valid,11/9/21 10:53,1.4,2673.687987,15444.77399,0,6872.597656,2290.088867,0.62785399,2.132000208,2.934999943,156,15840,normally,
