33.876,8.1938,12.606,8.1731,304.97,2.4735,2.5,32.32,1479.9,49885,102,1.185
33.931,8.1971,13.676,8.1887,311.93,3.5434,3.5,32.374,1480,49975,104.44,0.90749
33.937,8.1787,14.588,8.1915,310.87,4.4556,4.5,32.398,1480.1,49976,104.09,0.7764
33.933,8.1238,15.592,8.1939,308.62,5.4592,5.5,32.444,1480.1,49970,103.34,1.3211
33.905,8.1031,16.629,8.1925,310.1,6.4969,6.5,32.432,1479.9,49999,103.85,1.6252
33.901,8.0862,17.684,8.1852,311.91,7.5519,7.5,32.444,1479.9,50029,104.46,1.7355
33.884,8.0631,18.795,8.1535,312.71,8.663,8.5,32.447,1479.8,50034,104.7,1.2744
33.832,7.9149,19.603,8.096,311.4,9.47,9.5,32.529,1479.6,50043,104.1,0.61541
33.75,7.6254,20.726,8.0372,312.58,10.593,10.5,32.711,1479.2,50075,104.41,1.4063
33.637,7.5377,21.729,7.9888,312.18,11.596,11.5,32.672,1478.7,50113,104.14,1.7473
33.528,7.5053,22.736,7.9206,311.68,12.603,12.5,32.584,1478.1,50174,103.94,1.7466
33.454,7.4969,23.802,7.7913,309.89,13.669,13.5,32.512,1477.8,50186,103.12,1.2147
33.433,7.4832,24.694,7.591,309.14,14.562,14.5,32.501,1477.7,50224,102.3,0.64861
33.419,7.435,25.748,7.5138,315.4,15.616,15.5,32.531,1477.6,50220,104.08,1.0696
33.392,7.4009,26.812,7.4999,313.32,16.68,16.5,32.534,1477.5,50222,103.36,1.2324
33.372,7.3409,27.802,7.4748,313.48,17.669,17.5,32.567,1477.4,50251,103.38,1.0046
33.331,7.3023,28.774,7.4353,314.67,18.642,18.5,32.559,1477.2,50271,103.69,0.99786
33.306,7.2798,29.804,7.3846,312.79,19.671,19.5,32.553,1477.1,50298,102.99,1.2069
33.296,7.2637,30.877,7.343,309.15,20.744,20.5,32.557,1477,50322,101.67,1.3889
33.295,7.241,31.858,7.3165,311.82,21.726,21.5,32.576,1477,50329,102.48,1.3787
33.28,7.2142,32.868,7.2928,311.07,22.735,22.5,32.584,1476.9,50350,102.18,0.74403
33.253,7.1442,33.759,7.2613,308.4,23.626,23.5,32.622,1476.8,50365,101.23,0.86821
33.234,7.0519,34.825,7.2355,308.18,24.693,24.5,32.688,1476.7,50387,101.12,1.4323
33.203,6.9946,35.793,7.2107,306.6,25.66,25.5,32.708,1476.5,50433,100.56,1.5518
33.166,6.9317,36.884,7.1718,305.78,26.752,26.5,32.726,1476.3,50478,100.24,1.2354
33.123,6.9374,37.858,7.0837,305.49,27.726,27.5,32.674,1476,50560,99.997,0.7402
33.141,6.9546,38.806,6.9939,303.35,28.673,28.5,32.676,1476,50590,99.102,1.201
33.171,6.977,39.807,6.9602,302.16,29.674,29.5,32.688,1476,50644,98.639,1.6782
33.231,6.9837,40.913,6.9466,300.77,30.781,30.5,32.746,1476.2,50705,98.122,1.7454
33.261,7.0022,41.976,6.9521,299.36,31.843,31.5,32.76,1476.3,50720,97.677,1.2289
33.3,7.0391,42.881,6.9757,298.36,32.749,32.5,32.768,1476.4,50756,97.403,0.95829
33.373,7.0848,43.946,6.9934,297.23,33.814,33.5,32.804,1476.6,50829,97.114,1.61
33.447,7.1052,44.956,7.0082,290.85,34.824,34.5,32.865,1476.8,50898,95.091,1.8836
33.509,7.1175,45.92,7.0249,290.92,35.787,35.5,32.92,1477,50953,95.16,1.8966
33.563,7.1254,46.902,7.0444,291.29,36.77,36.5,32.97,1477.1,51004,95.36,2.1101
33.595,7.1255,47.949,7.0656,289.81,37.816,37.5,33.005,1477.2,51032,94.913,1.7937
33.627,7.1302,48.99,7.0974,285.46,38.858,38.5,33.035,1477.3,51061,93.593,0.8386
33.632,7.1389,49.883,7.1217,286.87,39.751,39.5,33.031,1477.4,51059,94.122,0.92364
33.639,7.1484,50.899,7.1313,288,40.767,40.5,33.029,1477.4,51061,94.517,1.5072
33.647,7.1503,51.904,7.1359,285.76,41.772,41.5,33.036,1477.4,51067,93.8,1.942
33.666,7.1719,52.903,7.1393,285.26,42.771,42.5,33.036,1477.5,51088,93.649,2.0301
33.678,7.217,54.028,7.1439,283.82,43.895,43.5,33.005,1477.5,51100,93.192,1.8226
33.717,7.2759,55.039,7.1493,283.28,44.907,44.5,32.991,1477.7,51137,93.043,1.4856
33.804,7.3352,56.027,7.155,282.64,45.894,45.5,33.028,1477.9,51180,92.867,1.4034
33.9,7.393,57.085,7.1861,281.34,46.953,46.5,33.076,1478.3,51226,92.478,1.3549
33.998,7.4302,58.056,7.2434,281.53,47.924,47.5,33.146,1478.6,51277,92.684,1.1783
34.068,7.4579,58.995,7.3297,278.51,48.862,48.5,33.195,1478.8,51306,91.864,1.0059
34.121,7.4447,59.984,7.398,276.26,49.851,49.5,33.264,1479.1,51315,91.3,1.1878
34.105,7.4568,61.001,7.44,275.63,50.869,50.5,33.235,1479,51298,91.17,1.5038
34.106,7.5064,62,7.4493,274.19,51.868,51.5,33.188,1479,51312,90.788,1.6476
34.124,7.544,63.07,7.4441,274.09,52.937,52.5,33.171,1479.1,51317,90.744,1.7351
34.186,7.5459,64.077,7.4476,273.98,53.944,53.5,33.236,1479.3,51349,90.716,1.8919
34.23,7.5463,65.078,7.4574,275.72,54.945,54.5,33.283,1479.5,51361,91.313,1.9011
34.242,7.5462,66.069,7.4926,276.31,55.937,55.5,33.295,1479.6,51366,91.514,1.6289
34.24,7.5457,67.118,7.5261,276.05,56.986,56.5,33.293,1479.6,51362,91.566,1.1323
34.238,7.5492,68.005,7.5422,274.83,57.873,57.5,33.286,1479.6,51360,91.201,0.78199
34.238,7.5573,69.044,7.5444,273.56,58.911,58.5,33.279,1479.6,51359,90.794,1.4635
34.247,7.5592,70.088,7.5445,271.58,59.955,59.5,33.286,1479.6,51362,90.138,1.787
34.254,7.5629,71.115,7.5468,270.92,60.983,60.5,33.29,1479.7,51369,89.921,1.7499
34.26,7.565,72.177,7.5504,273.39,62.045,61.5,33.293,1479.7,51373,90.752,1.5907
34.266,7.5657,73.215,7.5561,272.71,63.083,62.5,33.299,1479.7,51377,90.537,1.0008
34.262,7.5667,74.067,7.5613,272.11,63.935,63.5,33.293,1479.8,51367,90.346,0.8236
34.263,7.568,75.129,7.5646,270.94,64.997,64.5,33.293,1479.8,51367,89.966,1.5269
34.266,7.5688,76.218,7.5657,270.41,66.085,65.5,33.295,1479.8,51371,89.792,1.8596
34.267,7.5685,77.197,7.5663,274.29,67.065,66.5,33.296,1479.8,51373,91.086,2.0207
