41.432,16.221,12.625,16.184,269.14,2.4928,2.5,1.5984,32.622,107.05
41.431,16.22,13.689,16.198,267.34,3.5569,3.5,1.7189,32.621,106.33
41.44,16.226,14.693,16.203,267.64,4.5607,4.5,1.8019,32.624,106.47
41.446,16.228,15.692,16.206,267.94,5.5595,5.5,1.2939,32.626,106.59
41.451,16.224,16.708,16.212,267.8,6.576,6.5,0.66237,32.634,106.53
41.465,16.22,17.645,16.213,267.99,7.5123,7.5,1.1756,32.649,106.61
41.468,16.224,18.702,16.212,268.92,8.5693,8.5,1.8935,32.648,106.99
41.474,16.233,19.737,16.213,267.3,9.605,9.5,2.0463,32.645,106.36
41.482,16.239,20.811,16.218,266.67,10.679,10.5,1.3414,32.647,106.12
41.474,16.234,21.685,16.228,265.57,11.552,11.5,0.56444,32.644,105.67
41.473,16.234,22.745,16.226,265.74,12.613,12.5,1.691,32.642,105.74
41.473,16.237,23.722,16.225,264.99,13.589,13.5,2.1965,32.64,105.45
41.47,16.232,24.72,16.227,265,14.588,14.5,2.2504,32.641,105.44
41.456,16.218,25.834,16.229,265.46,15.702,15.5,2.0253,32.64,105.6
41.438,16.19,26.989,16.217,265.75,16.857,16.5,0.82575,32.647,105.65
41.442,16.196,27.707,16.189,266.2,17.575,17.5,1.3085,32.645,105.85
41.44,16.195,28.734,16.192,265.67,18.602,18.5,1.9733,32.644,105.63
41.433,16.187,29.814,16.194,266.03,19.682,19.5,2.1633,32.643,105.76
41.425,16.175,30.763,16.193,266.04,20.63,20.5,2.1608,32.646,105.74
41.425,16.172,31.795,16.189,265.68,21.662,21.5,1.4453,32.649,105.59
41.427,16.174,32.732,16.174,265.13,22.599,22.5,0.55635,32.648,105.38
41.419,16.169,33.739,16.174,264.34,23.606,23.5,1.516,32.644,105.05
41.402,16.149,34.731,16.175,264.24,24.598,24.5,2.1103,32.645,104.97
41.392,16.135,35.762,16.172,264.24,25.629,25.5,2.3888,32.648,104.94
41.385,16.128,36.772,16.167,264.91,26.639,26.5,2.2052,32.647,105.19
41.382,16.117,37.959,16.145,264.84,27.827,27.5,1.1581,32.654,105.15
41.376,16.113,38.592,16.118,264.64,28.459,28.5,0.89249,32.651,105.06
41.363,16.098,39.816,16.114,265.1,29.684,29.5,1.7413,32.651,105.21
41.361,16.093,40.779,16.113,264.82,30.646,30.5,2.0326,32.653,105.09
41.362,16.093,41.927,16.106,264.54,31.794,31.5,1.9237,32.653,104.98
41.371,16.1,43.005,16.098,263.86,32.872,32.5,1.3842,32.655,104.73
41.368,16.099,43.934,16.099,264.27,33.801,33.5,0.57803,32.653,104.88
41.347,16.073,44.897,16.099,263.81,34.764,34.5,0.95268,32.656,104.65
41.311,16.031,45.95,16.083,263.69,35.818,35.5,1.2667,32.658,104.52
41.299,16.017,46.954,16.062,263.85,36.821,36.5,1.3523,32.659,104.55
41.288,16.005,47.971,16.04,264.72,37.839,37.5,1.335,32.659,104.87
41.282,15.993,48.941,16.025,264.63,38.808,38.5,1.2123,32.663,104.81
41.281,15.993,49.954,16.008,264.21,39.821,39.5,1.0915,32.662,104.64
41.281,15.992,50.975,16,263.75,40.843,40.5,1.1509,32.662,104.46
41.271,15.984,51.969,15.997,263.28,41.836,41.5,1.556,32.659,104.26
41.243,15.953,52.949,15.994,264.49,42.817,42.5,1.8172,32.66,104.67
41.226,15.926,53.959,15.984,264.89,43.826,43.5,1.6937,32.666,104.78
41.216,15.912,55.053,15.961,263.2,44.921,44.5,1.2035,32.669,104.09
41.174,15.864,56.086,15.925,262.86,45.953,45.5,0.57929,32.671,103.85
41.163,15.848,56.977,15.909,263.39,46.844,46.5,0.97777,32.674,104.03
41.164,15.851,58.007,15.892,263.42,47.874,47.5,1.551,32.672,104.05
41.158,15.841,59.066,15.878,263.07,48.933,48.5,1.7079,32.674,103.89
41.158,15.839,60.106,15.864,263.6,49.974,49.5,1.5661,32.676,104.09
41.156,15.835,61.059,15.852,263.31,50.926,50.5,1.2082,32.677,103.97
41.146,15.823,62.048,15.844,262.71,51.915,51.5,0.92063,32.678,103.71
41.142,15.817,63.032,15.834,262.56,52.9,52.5,1.0749,32.679,103.64
41.141,15.817,64.1,15.827,261.49,53.968,53.5,1.5818,32.677,103.22
41.144,15.82,65.172,15.824,262.49,55.04,54.5,1.7026,32.677,103.62
41.15,15.825,66.184,15.823,262.88,56.051,55.5,1.4873,32.678,103.78
41.142,15.814,67.141,15.826,263.31,57.008,56.5,1.0463,32.68,103.93
41.102,15.767,68.074,15.821,262.48,57.942,57.5,0.68036,32.682,103.51
41.085,15.748,69.046,15.797,262.54,58.914,58.5,1.1913,32.683,103.5
41.075,15.736,70.152,15.778,262.58,60.019,59.5,1.6762,32.683,103.49
41.061,15.72,71.227,15.762,262.57,61.095,60.5,1.6457,32.684,103.45
41.053,15.704,72.183,15.747,262.04,62.051,61.5,1.4002,32.69,103.21
41.039,15.687,73.289,15.722,261.7,63.157,62.5,0.74687,32.691,103.05
41.046,15.696,74.161,15.709,261.73,64.028,63.5,0.73574,32.69,103.07
41.073,15.723,74.977,15.728,262.62,64.845,64.5,0.51913,32.69,103.48
41.051,15.693,75.793,15.702,263.21,65.66,65.5,0.40471,32.695,103.66
NaN,NaN,NaN,NaN,NaN,NaN,66.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,67.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,68.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,69.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,70.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,71.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,72.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,73.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,74.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,75.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,76.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,77.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,78.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,79.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,80.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,81.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,82.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,83.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,84.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,85.5,NaN,NaN,NaN
