33.699,7.162,12.537,7.298,303.29,2.4045,2.5,33.099,1477.2,50982,99.92,0.5086
33.606,7.155,13.663,7.2488,301.03,3.5303,3.5,33.005,1476.8,50989,99.12,0.74043
33.609,7.16,14.66,7.1742,300.98,4.5277,4.5,33.003,1476.8,50988,98.885,0.64717
33.614,7.1406,15.671,7.1705,299.78,5.5387,5.5,33.027,1476.9,50987,98.458,0.67828
33.592,7.1172,16.643,7.1749,302.96,6.5101,6.5,33.025,1476.8,50984,99.511,0.76459
33.575,7.1191,17.657,7.1537,299.78,7.5242,7.5,33.003,1476.7,50992,98.455,0.91229
33.576,7.1143,18.838,7.1336,299.68,8.7057,8.5,33.009,1476.8,50994,98.35,0.55134
33.575,7.0898,19.583,7.1207,299.81,9.4507,9.5,33.031,1476.8,50995,98.362,0.64116
33.545,7.0812,20.712,7.1232,302.06,10.58,10.5,33.005,1476.7,50989,99.102,1.2532
33.545,7.0744,21.753,7.108,302.75,11.62,11.5,33.011,1476.7,50996,99.308,1.2109
33.541,7.0766,22.75,7.0909,301.36,12.618,12.5,33.005,1476.7,51000,98.804,0.5832
33.54,7.0831,23.752,7.0877,302.27,13.619,13.5,32.997,1476.7,50997,99.084,1.1805
33.544,7.0843,24.796,7.09,301.13,14.663,14.5,32.999,1476.7,50999,98.716,1.0458
33.55,7.0819,25.731,7.0899,299.79,15.599,15.5,33.008,1476.7,51004,98.281,0.5219
33.546,7.076,26.766,7.0909,300.22,16.633,16.5,33.009,1476.8,51000,98.424,1.0149
33.542,7.0725,27.838,7.0884,299.69,17.706,17.5,33.007,1476.8,51001,98.247,0.76728
33.541,7.0676,28.697,7.0842,299.38,18.564,18.5,33.01,1476.8,51006,98.138,0.5039
33.533,7.0628,29.768,7.0783,301.55,19.636,19.5,33.006,1476.7,51006,98.834,0.71226
33.531,7.0636,30.727,7.0726,297.4,20.595,20.5,33.003,1476.7,51006,97.461,0.87258
33.532,7.0651,31.767,7.0698,301.55,21.635,21.5,33.002,1476.8,51007,98.812,1.0167
33.536,7.0643,32.862,7.0689,301.09,22.73,22.5,33.006,1476.8,51010,98.659,0.75009
33.538,7.0678,33.755,7.07,301.6,23.622,23.5,33.004,1476.8,51013,98.83,0.47708
33.541,7.0684,34.804,7.0702,300.4,24.672,24.5,33.006,1476.8,51010,98.435,0.83532
33.541,7.0701,35.831,7.0716,304.22,25.699,25.5,33.004,1476.8,51012,99.69,0.77154
33.543,7.0598,36.869,7.073,301.69,26.736,26.5,33.016,1476.9,51011,98.863,0.82603
33.536,7.0548,37.869,7.0736,302.16,27.736,27.5,33.013,1476.9,51016,99.021,0.83134
33.533,7.0561,38.854,7.0682,301.38,28.721,28.5,33.007,1476.9,51019,98.76,0.90523
33.534,7.0594,39.975,7.0612,302.86,29.843,29.5,33.006,1476.9,51021,99.227,0.62752
33.537,7.0572,40.755,7.0643,302.91,30.622,30.5,33.011,1476.9,51020,99.179,0.45138
33.534,7.053,41.869,7.0646,303.94,31.737,31.5,33.011,1476.9,51019,99.589,1.0409
33.533,7.0497,42.905,7.063,304.83,32.772,32.5,33.012,1476.9,51022,99.876,1.1166
33.533,7.0475,43.9,7.0607,299.38,33.767,33.5,33.014,1476.9,51024,98.085,1.1411
33.531,7.0459,44.976,7.057,300.99,34.843,34.5,33.012,1476.9,51027,98.606,0.89929
33.529,7.0411,45.738,7.0514,303.3,35.606,35.5,33.014,1476.9,51032,99.351,0.58965
33.526,7.0389,46.951,7.0475,303.59,36.819,36.5,33.013,1476.9,51032,99.436,1.1622
33.527,7.0384,47.987,7.0461,302.86,37.855,37.5,33.014,1476.9,51036,99.195,0.9403
33.527,7.0383,48.922,7.044,301.3,38.789,38.5,33.013,1477,51035,98.676,0.64151
33.528,7.0389,49.914,7.0429,303.04,39.781,39.5,33.013,1477,51037,99.244,1.0674
33.528,7.0414,50.999,7.0431,301.72,40.867,40.5,33.011,1477,51037,98.812,1.0942
33.532,7.0388,52.048,7.044,303.1,41.915,41.5,33.017,1477,51040,99.267,0.50279
