43.443,18.411,12.553,18.417,277.14,2.4202,2.5,-0.76985,32.581,114.97
43.446,18.413,13.65,18.417,277.67,3.5172,3.5,-1.3689,32.582,115.2
43.447,18.414,14.71,18.418,277.56,4.5772,4.5,-1.1425,32.582,115.15
43.446,18.414,15.771,18.419,277.1,5.6381,5.5,-0.46581,32.581,114.97
43.448,18.415,16.637,18.417,277.69,6.5049,6.5,-0.83384,32.582,115.21
43.45,18.416,17.677,18.417,277.86,7.5446,7.5,-1.2271,32.582,115.28
43.449,18.416,18.796,18.415,278.73,8.6636,8.5,-0.62511,32.581,115.65
43.449,18.416,19.59,18.41,278.88,9.4577,9.5,-0.87243,32.58,115.71
43.447,18.413,20.652,18.41,281.19,10.52,10.5,-1.633,32.581,116.66
43.445,18.409,21.667,18.411,279.1,11.534,11.5,-1.8601,32.582,115.78
43.444,18.407,22.719,18.411,278.4,12.586,12.5,-1.7926,32.582,115.49
43.445,18.409,23.825,18.409,278.71,13.693,13.5,-1.3689,32.581,115.62
43.444,18.41,24.819,18.408,278.03,14.686,14.5,-0.87794,32.579,115.34
43.443,18.406,25.729,18.409,278.83,15.596,15.5,-1.0418,32.581,115.66
43.444,18.406,26.709,18.409,279.08,16.576,16.5,-1.3415,32.582,115.77
43.446,18.407,27.774,18.409,279.24,17.641,17.5,-1.4561,32.582,115.84
43.446,18.407,28.806,18.408,279.48,18.674,18.5,-1.5005,32.582,115.94
43.447,18.408,29.815,18.409,280.04,19.683,19.5,-1.3633,32.582,116.17
43.445,18.407,30.879,18.411,278.26,20.746,20.5,-0.91544,32.58,115.43
43.446,18.407,31.769,18.41,280.35,21.637,21.5,-0.92584,32.581,116.3
43.448,18.407,32.791,18.408,280.85,22.659,22.5,-1.4414,32.582,116.51
43.449,18.408,33.791,18.408,280.6,23.658,23.5,-1.6862,32.582,116.4
43.449,18.408,34.753,18.408,279.78,24.62,24.5,-1.6441,32.582,116.06
43.448,18.407,35.887,18.41,278.63,25.755,25.5,-1.1221,32.581,115.58
43.448,18.407,36.857,18.412,278.82,26.724,26.5,-0.75983,32.581,115.66
43.45,18.407,37.785,18.415,276.94,27.653,27.5,-1.0644,32.582,114.88
43.456,18.412,38.785,18.417,277.72,28.652,28.5,-1.3714,32.583,115.22
43.459,18.415,39.795,18.419,278.48,29.663,29.5,-1.5203,32.582,115.54
43.459,18.416,40.851,18.418,279.19,30.718,30.5,-1.4586,32.581,115.83
43.458,18.416,41.95,18.417,278.28,31.818,31.5,-1.0316,32.58,115.46
43.457,18.415,42.904,18.417,279.25,32.771,32.5,-0.77172,32.579,115.86
43.458,18.417,43.857,18.418,277.71,33.724,33.5,-0.97228,32.579,115.22
43.46,18.417,44.903,18.419,279.32,34.77,34.5,-1.2185,32.58,115.89
43.461,18.417,45.912,18.418,277.05,35.779,35.5,-1.2069,32.58,114.95
43.46,18.417,46.846,18.416,278.93,36.714,36.5,-1.3101,32.579,115.73
43.459,18.417,47.94,18.417,279.54,37.808,37.5,-1.2639,32.579,115.98
43.46,18.416,48.976,18.42,280.07,38.843,38.5,-1.0106,32.579,116.2
43.461,18.417,49.979,18.418,281.39,39.846,39.5,-1.1547,32.579,116.75
43.464,18.417,51.013,18.42,280.24,40.881,40.5,-1.1425,32.581,116.28
43.464,18.417,52.017,18.421,277.7,41.885,41.5,-1.1359,32.58,115.22
43.463,18.417,53.019,18.422,283.45,42.887,42.5,-1.0551,32.58,117.6
43.465,18.418,53.93,18.423,281.27,43.798,43.5,-0.61748,32.58,116.7
43.465,18.418,55.017,18.42,278.33,44.884,44.5,-0.72469,32.58,115.48
43.47,18.419,56.079,18.421,279.2,45.946,45.5,-0.86287,32.583,115.85
43.474,18.418,56.752,18.419,279.87,46.619,46.5,-0.39687,32.587,116.13
NaN,NaN,NaN,NaN,NaN,NaN,47.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,48.5,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,49.5,NaN,NaN,NaN
