34.373,8.097,12.614,8.0953,296.47,2.4813,2.5,32.937,1480.3,50762,99.411,1.2552
34.377,8.0962,13.659,8.0962,296.31,3.5266,3.5,32.942,1480.4,50767,99.365,1.4673
34.379,8.0956,14.746,8.0966,296.1,4.614,4.5,32.944,1480.4,50769,99.296,1.0477
34.39,8.0969,15.633,8.0967,297.35,5.5002,5.5,32.954,1480.4,50787,99.723,0.534
34.387,8.1004,16.64,8.0963,300.5,6.5073,6.5,32.947,1480.4,50782,100.78,1.1107
34.395,8.1024,17.698,8.0971,299.61,7.5659,7.5,32.953,1480.4,50790,100.48,1.7033
34.406,8.1048,18.739,8.0981,296.36,8.6063,8.5,32.962,1480.5,50804,99.398,1.963
34.406,8.1062,19.727,8.099,296.31,9.5943,9.5,32.961,1480.5,50804,99.385,1.8124
34.396,8.1076,20.724,8.1004,296.38,10.592,10.5,32.949,1480.5,50784,99.402,1.0348
34.395,8.109,21.68,8.1042,297.94,11.548,11.5,32.945,1480.5,50779,99.928,1.0123
34.395,8.1089,22.688,8.1075,299.42,12.556,12.5,32.945,1480.5,50776,100.43,1.3197
34.395,8.1064,23.705,8.1087,298.91,13.572,13.5,32.948,1480.6,50776,100.27,1.6199
34.398,8.1077,24.796,8.1093,298.66,14.664,14.5,32.948,1480.6,50781,100.18,1.7746
34.394,8.1086,25.824,8.1093,298.17,15.691,15.5,32.943,1480.6,50778,100.02,1.8585
34.393,8.1082,26.844,8.1089,296.74,16.712,16.5,32.942,1480.6,50777,99.538,1.7043
34.395,8.1083,27.782,8.1084,294.58,17.649,17.5,32.943,1480.6,50775,98.813,1.6437
34.395,8.1101,28.746,8.108,299.47,18.613,18.5,32.941,1480.6,50778,100.45,1.4161
34.395,8.1117,29.755,8.1089,301.08,19.623,19.5,32.939,1480.7,50776,100.99,1.3264
34.399,8.1126,30.745,8.1093,299.39,20.612,20.5,32.942,1480.7,50780,100.43,1.5468
34.402,8.1132,31.831,8.1099,297.41,21.698,21.5,32.945,1480.7,50784,99.766,1.5277
34.403,8.1137,32.832,8.1113,298.42,22.7,22.5,32.944,1480.7,50782,100.11,1.3644
34.406,8.1114,33.817,8.1113,300.2,23.684,23.5,32.95,1480.8,50787,100.71,1.2333
34.403,8.113,34.839,8.1125,298.3,24.707,24.5,32.944,1480.8,50783,100.07,1.3666
34.399,8.1144,35.899,8.1139,300.7,25.767,25.5,32.938,1480.8,50780,100.88,1.646
34.404,8.1151,36.838,8.1133,301.3,26.705,26.5,32.942,1480.8,50783,101.08,1.6845
34.408,8.1151,37.835,8.1133,301.65,27.702,27.5,32.946,1480.8,50787,101.2,1.4718
34.41,8.1145,38.903,8.1143,300.88,28.771,28.5,32.948,1480.8,50790,100.94,1.3706
34.409,8.1159,39.926,8.115,298.49,29.794,29.5,32.946,1480.9,50788,100.14,1.3802
34.411,8.1158,40.956,8.1158,294.49,30.824,30.5,32.947,1480.9,50793,98.8,1.6545
34.409,8.1167,41.971,8.1164,298.06,31.839,31.5,32.943,1480.9,50786,99.997,1.8492
34.409,8.118,42.904,8.1166,299.25,32.772,32.5,32.942,1480.9,50787,100.4,1.8628
34.416,8.1187,43.879,8.1168,295.49,33.746,33.5,32.948,1480.9,50797,99.141,1.5285
34.422,8.1175,44.927,8.1172,298.39,34.794,34.5,32.955,1481,50803,100.12,1.149
34.418,8.1165,45.941,8.1185,300.65,35.809,35.5,32.951,1481,50797,100.88,1.2575
34.415,8.1178,46.956,8.119,297.5,36.824,36.5,32.947,1481,50795,99.819,1.6376
34.413,8.1177,48.002,8.1188,300.34,37.87,37.5,32.944,1481,50791,100.77,1.6659
34.416,8.1176,49.041,8.1178,301.07,38.909,38.5,32.947,1481,50795,101.02,1.57
34.422,8.1179,50.018,8.1183,301.13,39.885,39.5,32.953,1481,50805,101.04,1.2948
34.421,8.1189,50.992,8.1193,301.4,40.86,40.5,32.951,1481.1,50803,101.13,1.2988
34.42,8.1197,51.928,8.1189,300.48,41.796,41.5,32.948,1481.1,50801,100.82,1.2108
34.423,8.1212,52.928,8.1191,298.86,42.796,42.5,32.95,1481.1,50804,100.28,1.4785
34.427,8.1215,53.939,8.1196,295.68,43.807,43.5,32.952,1481.1,50805,99.21,1.7613
34.432,8.1218,54.988,8.1201,296.59,44.856,44.5,32.957,1481.1,50816,99.524,1.9288
34.425,8.1217,56.142,8.1209,298.01,46.009,45.5,32.949,1481.1,50801,99.992,2.0546
34.425,8.1222,57.149,8.1216,298.94,47.016,46.5,32.948,1481.2,50801,100.31,1.9296
34.434,8.1212,58.129,8.1222,299.86,47.996,47.5,32.959,1481.2,50816,100.62,1.4616
34.439,8.1199,59.11,8.123,297.91,48.977,48.5,32.964,1481.2,50823,99.974,0.82327
