Station,CTDDepth,BottomDepth,BottomTemp,BottomPress,BottomSeaPress,BottomSalinity,SurfaceDepth,SurfaceTemp,SurfacePress,SurfaceSeaPress,SurfaceSalinity
36,56.8638229370117,56.5,7.67340087890625,66.9392865498861,56.8067868550619,32.9470085059255,2.5,7.87723795572917,12.6608085632324,2.5283088684082,33.0014557150286
37,64.2434387207031,63.5,7.45343017578125,74.1995340983073,64.0670344034831,32.8529129177554,2.5,7.76012234157986,12.6690669589572,2.53656726413303,32.7708064927251
38,61.7620277404785,61.5,7.6248291015625,71.9545266287667,61.8220269339425,32.9077401342831,2.5,7.97030131022135,12.6228590011597,2.49035930633545,33.0590509989891
39,70.281135559082,70.5,7.3640625,80.734260559082,70.6017608642578,32.7610308988137,2.5,7.18123779296875,12.6630623340607,2.53056263923645,33.2707652096416
40,77.1081466674805,76.5,6.885205078125,87.3204939100477,77.1879942152235,32.8633572590535,2.5,7.68135637555803,12.6514868055071,2.5189871106829,32.8583253324135
41,85.2179107666016,84.5,7.00250244140625,95.342538016183,85.2100383213588,32.8364984567073,2.5,7.67439400809152,12.6994885035924,2.56698880876814,32.756227582276
42,91.8053970336914,91.5,6.87907714696411,102.195634841919,92.0631351470947,32.9872013889532,2.5,7.64954768210298,12.6083275477091,2.47582785288493,33.0772455328562
43,93.8061447143555,93.5,8.32463531494141,104.5703797517,94.4378800568757,33.6681288537815,2.5,7.67211507161458,12.662616888682,2.53011719385783,32.8899797799824
44,89.0505599975586,88.5,6.84338989257813,99.3961119218306,89.2636122270064,32.9386493768236,2.5,7.56269182477679,12.6978528159005,2.56535312107631,32.7974094772787
45,72.2934188842773,72.5,6.88275146484375,82.7726593017578,72.6401596069336,32.7021702804337,2.5,7.46946919759115,12.6446943283081,2.51219463348389,32.6626958041319
46,78.8590316772461,78.5,6.78800659179687,89.152825491769,79.0203257969448,32.9707860249834,2.5,7.4981494140625,12.6171981811523,2.48469848632813,32.710965097922
47,85.7507400512695,85.5,8.32669067382812,96.1541540963309,86.0216544015067,33.6850148904157,2.5,7.08571472167969,12.6033034324646,2.47080373764038,32.5271277805469
48,76.9443054199219,76.5,6.86265258789062,87.1887649536133,77.0562652587891,33.0215325018404,2.5,7.42462657581676,12.6985210071911,2.56602131236683,32.8925932906936
50,71.6285705566406,71.5,6.812060546875,81.8738288879395,71.7413291931152,32.7099651468693,2.5,7.35200927734375,12.5856792449951,2.4531795501709,32.7048465709533
51,68.0373077392578,67.5,7.63497636582662,78.1178365854117,67.9853368905874,32.876016472449,2.5,7.69455795288086,12.6409641504288,2.50846445560455,32.914042991892
56,59.1891975402832,58.5,7.55758056640625,69.1411463419596,59.0086466471354,32.7914727014827,2.5,7.59872680664062,12.7293712615967,2.59687156677246,32.7305542160841
55,66.238395690918,66.5,6.84453735351562,76.7100448608398,66.5775451660156,32.6563827225223,2.5,7.43332781110491,12.6289645603725,2.49646486554827,32.6297216388021
52,71.4433441162109,71.5,6.74808959960937,81.9546279907227,71.8221282958984,32.8313320683916,2.5,7.62062581380208,12.6940806706746,2.56158097585042,32.7651954611596
49,90.9247817993164,90.5,7.41704711914062,101.105609130859,90.9731094360352,33.3188397051732,2.5,7.34088745117188,12.669105887413,2.53660619258881,32.7525912682902
53,99.182258605957,98.5,9.11205444335937,109.461232503255,99.328732808431,34.0224261864583,2.5,7.8468741280692,12.7237208230155,2.59122112819127,32.8398122416494
54,84.8985061645508,84.5,7.151025390625,95.1491067068917,85.0166070120675,33.1288840426279,2.5,7.55691955566406,12.6870534896851,2.55455379486084,32.5838889996411
57,69.2887344360352,69.5,6.87102661132812,79.861604309082,69.7291046142578,32.6157289930222,2.5,7.59071433327415,12.6843883341009,2.55188863927668,32.4529013554167
61,61.53076171875,61.5,7.46427612304687,71.7834224700928,61.6509227752686,32.7491077722416,2.5,7.62677069769965,12.6815958023071,2.54909610748291,32.5697710312049
67,57.009033203125,56.5,7.58035888671875,66.9974403381348,56.8649406433105,32.7786035846334,2.5,7.76781616207663,12.6592784881592,2.52677879333496,32.618079392315
68,65.0248947143555,64.5,7.22938232421875,75.0305633544922,64.898063659668,32.7203477260354,2.5,7.49263549804687,12.718918800354,2.58641910552979,32.5272907750911
66,66.768180847168,66.5,6.99905395507812,76.9489326477051,66.8164329528809,32.6448296116401,2.5,7.5512705485026,12.6537787119548,2.52127901713053,32.5039417510046
62,70.5033950805664,70.5,6.93952026367188,80.8466262817383,70.7141265869141,32.5977590833666,2.5,7.88798751831055,12.6208012104034,2.48830151557922,32.4244521059078
60,84.4197540283203,84.5,7.54481811523438,94.8719024658203,84.7394027709961,33.3427569580644,2.5,7.85505737304687,12.6666151046753,2.53411540985107,32.5307559220316
65,71.9864273071289,71.5,7.2436780293271,82.1016866939584,71.9691869991342,33.1364300029933,2.5,7.73899623325893,12.7865490232195,2.6540493283953,32.3556643454925
63,88.9038162231445,88.5,8.83589477539062,99.3887481689453,89.2562484741211,33.8935818395843,2.5,8.15367431640625,12.6515458424886,2.51904614766439,32.5803002918334
58,94.7442169189453,94.5,7.48824201269287,105.430536370528,95.2980366757042,33.3425477999465,2.5,7.68319580078125,12.6092679977417,2.47676830291748,32.6515388108878
59,96.2380676269531,95.5,10.0800048828125,106.509845733643,96.3773460388184,34.4210784214642,2.5,8.53503495008599,12.6578011512756,2.52530145645142,32.5427692551204
64,89.2457046508789,89.5,9.6747314453125,99.918830871582,89.7863311767578,34.2442772488204,2.5,7.99818603525448,12.601781463623,2.46928176879883,32.479350894603
69,78.1509246826172,77.5,7.53684692382812,88.3395451136998,78.2070454188756,33.2776801456984,2.5,7.95936802455357,12.7205923625401,2.58809266771589,32.4469464649007
70,70.3746795654297,69.5,6.80091552734375,80.2252578735352,70.0927581787109,32.8626861512018,2.5,7.68930740519132,12.6275086402893,2.49500894546509,32.5511086999062
71,76.9704208374023,76.5,6.90574340820312,87.1987361907959,77.0662364959717,32.9372901285034,2.5,7.95139404296875,12.729404258728,2.59690456390381,32.3248608650741
72,86.402099609375,86.5,7.58662109375,96.9643707275391,86.8318710327148,33.3013995686583,2.5,8.19380318777902,12.6059540339879,2.47345433916364,32.3201557477711
76,88.4959335327148,88.5,8.04718017578125,99.0196825663249,88.8871828715007,33.5343714247279,2.5,8.10741672499754,12.7723938822746,2.63989418745041,32.3511280166229
77,91.9986114501953,91.5,8.1075927734375,102.341673278809,92.2091735839844,33.5154711511954,2.5,8.0845263671875,12.6485864639282,2.516086769104,32.3460215476838
78,80.7058029174805,80.5,7.59550170898437,91.1232261657715,80.9907264709473,33.3025824812369,2.5,7.75631963470515,12.8152068456014,2.68270715077718,32.5008742214849
73,68.2362976074219,67.5,6.85730868252841,78.1908740997314,68.0583744049072,32.7356000983191,2.5,7.46658350631743,12.7099072933197,2.57740759849548,32.5191153605557
74,60.8800201416016,60.5,7.61743556431362,70.9599415012327,60.8274418064084,32.8495732545298,2.5,7.86698782784598,12.6366103036063,2.50411060878209,32.7521301811062
79,61.0971832275391,60.5,8.13104858398438,71.0379905700684,60.9054908752441,32.9553387463885,2.5,8.09702758789062,12.6138429641724,2.48134326934814,32.9373278021833
75,69.9735717773438,69.5,7.40865478515625,79.9264469146729,69.7939472198486,32.8579329644462,2.5,7.67875900268555,12.6926326751709,2.56013298034668,32.7288426067267
80,78.9376373291016,78.5,7.30308837890625,89.2046763102214,79.0721766153971,32.938612754831,2.5,7.83291354709201,12.6364267137316,2.50392701890734,32.48965247088
82,74.0385971069336,74.5,7.46755981445312,84.765510559082,74.6330108642578,32.9560359296359,2.5,8.1214111328125,12.6803316388811,2.54783194405692,32.8146407543567
83,66.5763626098633,65.5,7.62090454101563,76.2260627746582,66.093563079834,32.9292363427092,2.5,8.17983754475912,12.6426351865133,2.51013549168905,32.8862165018143
84,79.7693328857422,79.5,7.5415771484375,90.0955073038737,79.9630076090495,33.0663023814674,2.5,8.13554321289062,12.6697353363037,2.53723564147949,32.7919455510759
86,90.1493606567383,89.5,9.0238525390625,100.417874336243,90.2853746414185,33.9031722794551,2.5,8.19057983398437,12.7094944000244,2.5769947052002,32.7327384093974
87,90.6612854003906,90.5,9.50950317382813,101.185953140259,91.0534534454346,34.0658538250258,2.5,8.23672587076823,12.5943177541097,2.46181805928548,32.6565408074725
93,85.8224029541016,85.5,7.9298095703125,96.1101328531901,85.9776331583659,33.2598862931374,2.5,8.13331095377604,12.6384654045105,2.50596570968628,32.9165502228376
88,73.8077163696289,73.5,7.62132568359375,84.0636531284877,73.9311534336635,33.0296723199246,2.5,8.08653259277344,12.6329989433289,2.50049924850464,32.88629733164
85,66.6456069946289,66.5,7.68737182617187,76.8856536865234,66.7531539916992,32.9173297684713,2.5,8.19693832397461,12.6266679763794,2.49416828155518,32.8291515229898
89,62.6956825256348,62.5,7.81204833984375,72.9296460832868,62.7971463884626,32.8330365313475,2.5,8.05110677083333,12.6202152570089,2.48771556218465,32.9022886754156
90,61.4283790588379,61.5,7.82734578439607,71.8295425415039,61.6970428466797,32.8403879890869,2.5,7.86888427734375,12.7267931302389,2.59429343541463,32.8320459442032
91,67.0852737426758,66.5,7.70199584960938,77.092431640625,66.9599319458008,32.8384430240376,2.5,7.8281494140625,12.689647992452,2.55714829762777,32.8061060133938
97,65.2160949707031,65.5,7.62947998046875,75.7642059326172,65.631706237793,32.8699483841091,2.5,7.73247811434389,12.6841230383649,2.55162334354073,32.7690799751212
96,67.8075866699219,67.5,7.59363403492208,77.9846782684326,67.8521785736084,32.8990873514435,2.5,8.077177734375,12.7062952041626,2.57379550933838,32.8001043714074
92,66.7766342163086,66.5,7.53734741210937,76.970142364502,66.8376426696777,32.8275392894608,2.5,7.95163940429688,12.6413074493408,2.5088077545166,32.7845843847926
95,73.1131896972656,73.5,7.593408203125,83.737419128418,73.6049194335938,32.9118689125884,2.5,8.08646118164063,12.6887790679932,2.55627937316895,32.8657488361984
94,84.0034713745117,83.5,7.6318725568748,94.3939659812234,84.2614662863991,33.0639435532713,2.5,8.18744262695312,12.7225034713745,2.59000377655029,32.8513290551053
104,81.497932434082,80.5,7.71454467773437,91.2624788284302,81.129979133606,33.1648511344921,2.5,8.27676513671875,12.5652364730835,2.43273677825928,32.8734405230926
103,77.0859680175781,77.5,7.68993123372396,87.8215387517756,77.6890390569513,32.9799853082571,2.5,7.9459146327697,12.7142208539523,2.58172115912804,32.8758957527211
102,73.9282836914062,73.5,7.60296630368245,84.1900501251221,74.0575504302979,32.9452432024235,2.5,7.42962820870536,12.577846799578,2.44534710475377,32.8804383345705
98,66.2126770019531,66.5,7.4397705078125,76.6870040893555,66.5545043945312,32.9066594976603,2.5,7.40685831787584,12.7043368021647,2.57183710734049,32.8982491329104
100,58.4174575805664,58.5,7.3059326171875,68.7577234903971,58.6252237955729,32.9304396289774,2.5,7.30204306206177,12.7083218518425,2.57582215701833,32.9398374856961
99,58.7574348449707,58.5,7.28869018628357,68.8583641052246,58.7258644104004,32.8423272998761,2.5,7.3056649344308,12.6055849620274,2.47308526720319,32.8167747777811
101,56.5372161865234,55.5,7.5159833909846,66.159766081925,56.0272663871007,32.8979647810585,2.5,7.51411193889402,12.6339372634888,2.50143756866455,32.8749599463376
105,58.5357856750488,58.5,7.42223510742187,69.0121243794759,58.8796246846517,32.8455947968401,2.5,7.5981454031808,12.6546369280134,2.52213723318917,32.7428066646472
106,71.1353607177734,71.5,7.5636474609375,81.7999897003174,71.6674900054932,32.9782332486634,2.5,8.02790893554687,12.6636234283447,2.53112373352051,32.8553256168012
109,67.4826812744141,67.5,7.78372802734375,77.8779830932617,67.7454833984375,32.9602054785925,2.5,8.62279022216797,12.6961330413818,2.56363334655762,32.940717891692
110,69.6695861816406,69.5,7.68759765625,79.9595794677734,69.8270797729492,32.9276045395448,2.5,8.61573747907366,12.7518452235631,2.61934552873884,32.9080893029547
108,66.3959808349609,66.5,7.56315714010728,76.9715342521667,66.8390345573425,32.8915366687149,2.5,7.96160888671875,12.6590213775635,2.52652168273926,32.7629277944983
107,54.8664131164551,54.5,7.63554077148437,64.9661581856864,54.8336584908622,32.7150584083853,2.5,7.947431640625,12.610152053833,2.47765235900879,32.7254122324092
112,70.4143753051758,70.5,7.9124755859375,80.7989883422852,70.6664886474609,32.9684906783852,2.5,8.87411743164062,12.7168872833252,2.58438758850098,32.8841880034
113,60.0807228088379,59.5,8.28354186974884,70.1783031887478,60.0458034939236,32.8357950281176,2.5,8.8624267578125,12.7107501983643,2.57825050354004,32.8125267373516
