"EM","MeanTemp","SDTemp","MeanSalinity","SDSalinity","n"
"EM1","17.616625455","0.189203526451635","32.3630333333333","0.0459914255016799","6"
"EM2","16.3883591525","0.123119572976372","32.6138","0.066646157255041","4"
"EM3","20.41137378","0.408129339501042","34.03515","0.0590735677480957","2"
