"EM","MeanTemp","SDTemp","MeanSalinity","SDSalinity","n"
"EM1","17.616625455","0.189203526451635","32.3630333333333","0.0459914255016799","6"
"EM7","16.7548894933333","0.269352202900771","31.6378666666667","0.041850268124343","3"
