"EM","MeanTemp","SDTemp","MeanSalinity","SDSalinity","n"
"EM4","8.57669840066667","0.233222187084642","32.8626333333333","0.215222391215755","3"
"EM5","18.313967","0.149401485565025","32.5582","0.0188391918985819","2"
"EM6","15.7525307333333","0.382298415604091","35.4935666666667","0.10720529417133","3"
