"EM","MeanTemp","SDTemp","MeanSalinity","SDSalinity","n"
"EM4","6.913534546","0.0716571697614681","32.607225","0.0298857304159652","4"
"EM5","8.0431152345","0.126356535447794","32.92325","0.0197584307141198","2"
"EM6","6.84324544233333","0.05053802091348","32.9749","0.0285278279530391","3"
"EM7","9.8773681625","0.288571594123265","34.3181","0.114157186002527","2"
