Data,,,,,,,,,,,,
Time,Conductivity,Temperature,Pressure,Temperature,Dissolved O? concentration,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O? saturation,Density anomaly
2021-10-06 08:58:48.000,0.002924915,16.97581343,10.19503886,,,0.062538859,0.062028877,0.009167559,1472.700724,3.454015969,,-1.212245623
2021-10-06 08:58:48.125,0.002345752,16.97983098,10.19934392,16.5969,335.4584759,0.066843918,0.066298829,0.008991451,1472.713948,2.769833732,110.2122549,-1.213059219
2021-10-06 08:58:48.250,0.00258272,16.98646045,10.19588658,16.5969,335.4582899,0.063386578,0.062869684,0.009064834,1472.736029,3.049187343,110.2122427,-1.214169755
2021-10-06 08:58:48.375,0.001142315,17.0020532,10.20219421,16.5969,335.4590766,0.069694211,0.06912588,0.008710476,1472.787555,1.348154769,110.212265,-1.217124099
2021-10-06 08:58:48.500,0.001838118,16.9989483,10.19900933,16.5969,335.4587384,0.066509331,0.065966972,0.008860317,1472.777361,2.16949012,110.2122538,-1.216483264
2021-10-06 08:58:48.625,0.003654533,16.98899369,10.20012518,16.5969,335.4576209,0.067625176,0.067073717,0.009417071,1472.744946,4.314334011,110.2122577,-1.214317944
2021-10-06 08:58:48.750,0.003515355,16.97894461,10.20126028,16.5969,335.4577385,0.068760285,0.068199569,0.009365076,1472.711479,4.150969671,110.2122617,-1.212607698
2021-10-06 08:58:48.875,0.003511581,16.97431865,10.19926927,16.5969,335.4577235,0.066769269,0.06622479,0.009361951,1472.696053,4.146946189,110.2122547,-1.21181635
2021-10-06 08:58:49.000,0.00249243,16.96854929,10.20410673,16.5969,335.4584485,0.071606726,0.071022799,0.009030154,1472.676539,2.943778793,110.2122717,-1.21104926
2021-10-06 08:58:49.125,0.003598082,16.96235508,10.20580987,16.602,335.2773534,0.073309871,0.072712055,0.009387017,1472.656383,4.250244974,110.1648412,-1.20969113
2021-10-06 08:58:49.250,0.002255517,16.95558914,10.20121839,16.602,335.2781795,0.068718385,0.068158011,0.008955278,1472.633271,2.664742395,110.164825,-1.208872982
2021-10-06 08:58:49.375,0.003109225,16.95000853,10.1977543,16.602,335.2776117,0.065254303,0.064722177,0.009217009,1472.614952,3.673804506,110.1648128,-1.207719534
2021-10-06 08:58:49.500,0.003041489,16.94703464,10.20234868,16.602,335.2777084,0.069848678,0.069279087,0.009193622,1472.605099,3.594010135,110.164829,-1.207201053
2021-10-06 08:58:49.625,0.004376552,16.94432299,10.21064733,16.602,335.2768557,0.078147329,0.077510065,0.009658109,1472.596764,5.171919218,110.1648583,-1.206333849
2021-10-06 08:58:49.750,0.003293508,16.94148022,10.19889278,16.602,335.2775066,0.066392783,0.065851373,0.009274853,1472.586647,3.892299933,110.1648168,-1.206192146
2021-10-06 08:58:49.875,0.002548841,16.94087704,10.19572765,16.602,335.2779575,0.063227648,0.062712049,0.009035745,1472.584299,3.012286203,110.1648057,-1.206287164
2021-10-06 08:58:50.000,0.003049012,16.94158512,10.20545024,16.602,335.2777411,0.072950241,0.072355358,0.009193875,1472.587006,3.60334362,110.16484,-1.206242528
2021-10-06 08:58:50.125,0.001405567,16.94162183,10.20428479,16.6023,335.5491465,0.071784791,0.071199412,0.008734457,1472.586558,1.661106803,110.2544078,-1.206609389
2021-10-06 08:58:50.250,0.002511234,16.94378276,10.20169443,16.6023,335.548528,0.069194434,0.068630179,0.009025569,1472.59406,2.967646066,110.2543987,-1.206770649
2021-10-06 08:58:50.375,0.003586796,16.94410795,10.19711114,16.6023,335.5477679,0.064611136,0.064084255,0.009375912,1472.595488,4.238658969,110.2543825,-1.206577417
2021-10-06 08:58:50.500,0.00198473,16.93993819,10.19938087,16.6023,335.5488115,0.066880872,0.066335482,0.008873614,1472.581038,2.345654463,110.2543905,-1.206232974
2021-10-06 08:58:50.625,0.003071578,16.93956055,10.19880369,16.6023,335.5481421,0.066303685,0.065763002,0.009200439,1472.580164,3.63017853,110.2543885,-1.205917635
2021-10-06 08:58:50.750,0.002323197,16.94288063,10.20250074,16.6023,335.5486504,0.070000736,0.069429905,0.008969502,1472.591002,2.74548941,110.2544016,-1.206653994
2021-10-06 08:58:50.875,0.003252114,16.94604859,10.19793622,16.6023,335.5480062,0.065436219,0.064902611,0.009262807,1472.601827,3.842983093,110.2543854,-1.206997189
2021-10-06 08:58:51.000,0.003237049,16.94779516,10.20881704,16.6023,335.5481319,0.076317041,0.075694702,0.009258474,1472.607815,3.825030837,110.2544238,-1.207252727
2021-10-06 08:58:51.125,0.003406283,16.94905395,10.20021174,16.6016,336.372578,0.067711735,0.06715957,0.00931598,1472.611933,4.024889624,110.5237299,-1.207466246
2021-10-06 08:58:51.250,0.002894833,16.95296667,10.19562314,16.6016,336.372869,0.063123138,0.062608392,0.009148641,1472.624683,3.420255114,110.5237137,-1.208294894
2021-10-06 08:58:51.375,0.002973797,16.96342504,10.19530011,16.6016,336.3728052,0.06280011,0.062287997,0.009178275,1472.659521,3.512722104,110.5237125,-1.210086704
2021-10-06 08:58:51.500,0.002259256,16.97232036,10.20505256,16.6016,336.3733474,0.072552564,0.071960924,0.008963338,1472.689021,2.668153252,110.523747,-1.211750845
2021-10-06 08:58:51.625,0.002924915,16.98022959,10.19931778,16.6016,336.3728666,0.066817781,0.066272906,0.009169351,1472.715486,3.453671868,110.5237267,-1.212991055
2021-10-06 08:58:51.750,0.002048676,16.98633457,10.199868,16.6016,336.3733992,0.067367998,0.066818636,0.008910441,1472.735491,2.418695179,110.5237287,-1.214248774
2021-10-06 08:58:51.875,0.003680815,16.99143252,10.19870255,16.6016,336.3723356,0.066202547,0.065662689,0.009427165,1472.753045,4.345121911,110.5237246,-1.214740442
2021-10-06 08:58:52.000,0.003052775,16.99492555,10.1949766,16.6016,336.3727237,0.062476599,0.061967125,0.009216637,1472.764347,3.603450566,110.5237114,-1.215527377
2021-10-06 08:58:52.125,0.003868852,16.99597451,10.20100937,16.6048,336.482317,0.068509368,0.067950698,0.009494899,1472.768267,4.566627775,110.5673561,-1.215466694
2021-10-06 08:58:52.250,0.002917386,16.99721228,10.19784616,16.6048,336.4829363,0.065346158,0.064813284,0.009173828,1472.771946,3.44346236,110.5673449,-1.215944604
2021-10-06 08:58:52.375,0.003368675,16.99795704,10.19952859,16.6048,336.4826515,0.067028594,0.066482,0.009322699,1472.774628,3.97606306,110.5673508,-1.215951214
2021-10-06 08:58:52.500,0.003195703,16.99891159,10.19867269,16.6048,336.4827592,0.066172687,0.065633073,0.009265211,1472.777719,3.771821354,110.5673478,-1.216165532
2021-10-06 08:58:52.625,0.006238118,16.99680843,10.19923735,16.6048,336.4804666,0.066737352,0.066193133,0.010394917,1472.77209,7.363070796,110.5673498,-1.214924312
2021-10-06 08:58:52.750,0.00278576,16.9936773,10.20038402,16.6048,336.4830515,0.06788402,0.06733045,0.00913063,1472.760181,3.288363131,110.5673539,-1.215351878
