05-18-2021,,13:16:24,esl06b_03
05-18-2021,,14:18:18,RSA_001a
05-18-2021,,15:31:33,rsa_001b
05-18-2021,,16:01:43,rsa_002a
05-18-2021,,16:44:23,rsa_002b
05-18-2021,,17:28:58,RSA_003a
05-18-2021,,18:01:08,RSA_003b
05-18-2021,,18:31:28,RSA_004a
05-18-2021,,19:13:18,RSA_004b
05-18-2021,,19:54:03,RSA_005a
05-18-2021,,20:22:48,RSA_006A
05-18-2021,,20:51:03,RSA_005B
05-18-2021,,21:30:23,ESL_06b_03
05-18-2021,,22:03:33,esl06b_03
