,Accession,EXPOCODE,Cruise_ID,Observation_type,Station_ID,Cast_number,Niskin_ID,Sample_ID,Date,Latitude,Longitude,Season,Pressure,Depth,Temperature,Salinity,Oxygen,Oxygen_flag,DIC,TALK,TALK_flag,pCO2_atm,ADT,SLA,SST,SST_hires,Chl,KD490
0,159428.0,33GG20150619,1,Niskin,1,1.0,10.0,10110.0,2015-06-20,41.3098,-70.5125,summer,4.8,4.8,15.218,32.077,269.71,2.0,1895.5,2158.7,3,401.01,-0.03800726593485159,0.03200297394384313,17.070319959888405,16.206443882456853,1.8462452839638794,0.1389248221263434
1,159428.0,33GG20150619,1,Niskin,1,1.0,14.0,10114.0,2015-06-20,41.31,-70.5121,summer,1.9,1.9,15.725,32.074,268.08,2.0,1890.1,2156.3,3,401.01,-0.03798676083868946,0.032016888747724515,17.07018871348031,16.202394675869954,1.8459887265076076,0.13888220994567105
2,159428.0,33GG20150619,1,Niskin,2,1.0,9.0,20109.0,2015-06-20,41.0012,-70.396,summer,12.1,12.0,10.582,32.634,313.37,2.0,1925.6,,9,401.01,-0.04255459618077434,0.02853172462098495,16.203385918894035,16.590946990524593,0.8175944560762561,0.08583915569320114
3,159428.0,33GG20150619,1,Niskin,2,1.0,13.0,20113.0,2015-06-20,41.001,-70.3957,summer,2.6,2.6,13.601,32.5,304.75,2.0,1894.4,,9,401.01,-0.04255607961374132,0.028531566047947893,16.202756992207206,16.589516125574253,0.8741582562224235,0.08906718520966485
4,159428.0,33GG20150619,1,Niskin,3,1.0,1.0,30101.0,2015-06-20,40.7548,-70.319,summer,47.7,47.3,8.73,32.85,308.05,2.0,1960.0,,9,401.01,-0.05249391782129418,0.027088027040257943,15.193029501185189,16.14450010819252,0.6243123074898934,0.07433479238186466
5,159428.0,33GG20150619,1,Niskin,3,1.0,7.0,30107.0,2015-06-20,40.7536,-70.3185,summer,22.7,22.5,9.1,32.787,319.86,2.0,1937.6,,9,401.01,-0.052610207301610694,0.027037132597137397,15.1929844841026,16.145618130970018,0.6244170552875915,0.07434039744208698
6,159428.0,33GG20150619,1,Niskin,3,1.0,10.0,30110.0,2015-06-20,40.7527,-70.3179,summer,19.0,18.9,9.284,32.781,325.8,6.0,1920.8,,9,401.01,-0.05269500387906725,0.027000758050345183,15.192678832134327,16.146900488044775,0.6245571296163426,0.07434851738518844
7,159428.0,33GG20150619,1,Niskin,3,1.0,13.0,30113.0,2015-06-20,40.7523,-70.3176,summer,7.7,7.6,13.787,32.548,310.91,2.0,1894.3,,9,401.01,-0.05273235752879297,0.026984829826934946,15.192492845222032,16.14716688688127,0.6246311451034906,0.0743528741640232
8,159428.0,33GG20150619,1,Niskin,3,1.0,16.0,30116.0,2015-06-20,40.752,-70.317,summer,2.4,2.4,14.965,32.579,293.95,2.0,1887.1,,9,401.01,-0.05275616630626237,0.026975981443209396,15.1918579745794,16.14451737503476,0.6247501206477541,0.07436018730551243
9,159428.0,33GG20150619,1,Niskin,4,1.0,1.0,40101.0,2015-06-20,40.5078,-70.2338,summer,56.6,56.1,7.491,33.097,300.92,2.0,1988.3,,9,401.01,-0.09046344143763849,0.012123422902656224,15.9442374260938,16.33224348165552,0.4492288130295787,0.0627910731587849
10,159428.0,33GG20150619,1,Niskin,4,1.0,4.0,40104.0,2015-06-20,40.5075,-70.2342,summer,40.0,39.7,7.541,33.093,298.1,2.0,1985.8,,9,401.01,-0.09049304710792959,0.012114358343002124,15.94621513755813,16.331913288222744,0.4486849809347614,0.062753004092518
11,159428.0,33GG20150619,1,Niskin,4,1.0,7.0,40107.0,2015-06-20,40.5073,-70.2344,summer,33.0,32.7,8.706,33.199,334.05,2.0,1958.2,,9,401.01,-0.0905125985234099,0.012108256705551709,15.947408526997462,16.331596461357954,0.4483439929206921,0.06272913063159345
12,159428.0,33GG20150619,1,Niskin,4,1.0,10.0,40110.0,2015-06-20,40.5072,-70.2347,summer,23.5,23.3,8.516,33.044,340.54,2.0,1942.3,,9,401.01,-0.09052236504362822,0.012105731384314472,15.94837258522479,16.331710344010506,0.4481245305649774,0.06271377766419943
13,159428.0,33GG20150619,1,Niskin,4,1.0,13.0,40113.0,2015-06-20,40.5068,-70.235,summer,16.8,16.7,13.71,33.006,317.83,2.0,1897.4,,9,401.01,-0.09056168909195919,0.01209308256747027,15.950586740477394,16.330840157095192,0.44747528097058287,0.06266831503564611
14,159428.0,33GG20150619,1,Niskin,4,1.0,16.0,40116.0,2015-06-20,40.5067,-70.2357,summer,8.7,8.6,15.508,33.042,285.68,6.0,1893.0,,9,401.01,-0.09057057971299642,0.012091930632747872,15.952224117580977,16.331544894262564,0.44717364951952165,0.0626472348322724
