Station,Cast,BottleID,Filtered,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity_bottle,Preservation,Pres_vol_ug,Bottle_CTD_notes,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Scallop_samples,Tow_notes,Depth_m_CTD,Temperature,Temp_FLAG,Pressure,Press_FLAG,SeaPressure,SeaPress_FLAG,Salinity,Salinity_FLAG,DIC,DIC_FLAG,TA,TA_FLAG,DIC/TA Ratio,Dissolved_oxygen,DO_sat
65,Bottom,RSA_377,,20211008,40°53.97',67°29.94',40°53.85',67°29.90',39.9,73,7:17,7:17,7:18,7:21,7:22,,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,71.77032242,12.36468926,,81.9859961,,71.8534961,,32.831,,2085.7,,2215.9,,0.941242836,253.2228104,93.2662017
65,Surface,RSA_378,,20211008,40°53.97',67°29.94',40°53.85',67°29.90',39.9,73,NA,7:18,NA,NA,NA,,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.88922052,,12.58985644,,2.457356441,,32.4958,,1998.6,,2204.6,,0.906559013,278.7701405,112.282861
63,Bottom,RSA_379,,20211008,40°47.78',67°23.85',40°47.62',67°23.81',47.3,86.5,8:07,8:07,8:08,8:10,8:11,D18,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,82.96016831,12.24579002,,93.15782087,,83.02532087,,32.9005,,2088.2,,2222,,0.939783978,249.8193876,91.824596
63,Surface,RSA_380,,20211008,40°47.78',67°23.85',40°47.62',67°23.81',47.3,86.5,NA,8:07,NA,NA,NA,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.32107618,,12.61284161,,2.480341609,,32.4883,,1981.9,,2206.6,,0.898169129,275.7680321,112.003023
58,Bottom,RSA_381,,20211008,40°47.99',67°12.08',40°47.87',67°11.96',50.4,92.2,9:10,9:10,9:12,9:14,9:15,D19,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,71.99278948,11.04208159,,82.25094492,,72.11844492,,33.2188,,2107.4,,2239,,0.941223761,253.0663555,90.88003739
58,Surface,RSA_382,,20211008,40°47.99',67°12.08',40°47.87',67°11.96',50.4,92.2,NA,9:11,NA,NA,NA,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.66334709,,12.66756444,,2.535064443,,32.6912,,1983.6,,2214.7,,0.895651781,272.275034,111.4540934
59,Bottom,RSA_383,Y,20211008,40°41.99',67°18.06',40°41.96',67°18.15',52.2,95.5,10:00,10:01,10:02,10:04,10:05,D20,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,91.47859902,15.33791104,,101.3055694,,91.17306939,,35.2286,,2140.5,,2336.4,,0.916153056,,
59,Bottom,RSA_384,,20211008,40°41.99',67°18.06',40°41.96',67°18.15',52.2,95.5,10:00,10:01,10:02,10:04,10:05,D20,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,91.47859902,15.33791104,,101.3055694,,91.17306939,,35.2286,,2145.8,,2336.3,,0.918460814,211.0800747,83.85445716
59,Surface,RSA_385,,20211008,40°41.99',67°18.06',40°41.96',67°18.15',52.2,95.5,NA,10:01,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.12382927,,12.64079219,,2.508292194,,32.4715,,1978.7,,2200.9,,0.899041301,278.2954338,112.5871102
64,Bottom,RSA_386,,20211008,40°41.99',67°30.09',40°42.01',67°30.16',48.2,88.1,10:59,11:00,11:01,11:02,11:03,D21,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,87.47210204,13.59712192,,98.16013424,,88.02763424,,33.9132,,2109.1,,2276,,0.926669596,232.9744446,88.74881051
64,Surface,RSA_387,,20211008,40°41.99',67°30.09',40°42.01',67°30.16',48.2,88.1,NA,11:00,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.36109574,,12.58513061,,2.452630605,,32.4885,,1981.7,,2195.9,,0.902454574,275.9097547,112.1473202
69,Bottom,RSA_388,,20211008,40°48.13',67°36.06',40°48.22',67°36.16',42.1,77,11:53,11:53,11:54,11:56,11:57,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,71.31871226,12.50233576,,81.90180637,,71.76930637,,32.8208,,2070.8,,2219.3,,0.933087009,254.0372123,93.83091121
69,Surface,RSA_389,,20211008,40°48.13',67°36.06',40°48.22',67°36.16',42.1,77,NA,11:53,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.57307869,,13.66028521,,3.527785207,,32.5683,,2002.2,,2207.4,,0.907039957,276.4605473,110.7168617
70,Bottom,RSA_390,Y,20211008,40°48.02',67°42.02',40°48.10',67°42.22',38,69.5,12:25,12:25,12:26,12:28,12:29,,Mercuric,100,,12:37,12:52,40°47.28',67°42.11',40°45.85',67°42.00',433,50,,58.70328584,12.90737509,,69.00262663,,58.87012663,,32.7791,,2056.9,,2208,,0.931567029,,
70,Bottom,RSA_391,,20211008,40°48.02',67°42.02',40°48.10',67°42.22',38,69.5,12:25,12:25,12:26,12:28,12:29,,Mercuric,100,,12:37,12:52,40°47.28',67°42.11',40°45.85',67°42.00',433,50,,58.70328584,12.90737509,,69.00262663,,58.87012663,,32.7791,,2053.2,,2214,,0.927371274,252.3749101,93.98474541
70,Surface,RSA_392,,20211008,40°48.02',67°42.02',40°48.10',67°42.22',38,69.5,NA,12:25,NA,NA,NA,,Mercuric,100,,12:37,12:52,40°47.28',67°42.11',40°45.85',67°42.00',433,50,,2.5,16.98163486,,12.59993826,,2.467438259,,32.5588,,1990.7,,2202,,0.90404178,279.6966362,112.9023002
71,Bottom,RSA_393,,20211008,40°42.05',67°42.00',40°42.02',67°42.02',41.5,75.9,13:28,13:29,13:30,13:31,13:32,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,69.86636656,12.47421147,,80.11776743,,69.98526743,,33.2281,,2093.2,,2236.4,,0.935968521,248.9229886,92.12533214
71,Surface,RSA_394,,20211008,40°42.05',67°42.00',40°42.02',67°42.02',41.5,75.9,NA,13:29,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.2630918,,12.64334076,,2.510840765,,32.4795,,1978.2,,2200.2,,0.899100082,275.3470241,111.7006068
72,Bottom,RSA_395,,20211008,40°36.05',67°48.00',40°36.19',67°48.10',45.8,83.8,14:25,14:25,14:26,14:28,14:30,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,78.87088816,16.16240672,,89.11715852,,78.98465852,,35.3928,,2138.8,,2345.3,,0.911951563,218.8175086,88.45511023
72,Surface,RSA_396,,20211008,40°36.05',67°48.00',40°36.19',67°48.10',45.8,83.8,NA,14:26,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.53309414,,12.62754795,,2.495047954,,32.5204,,1978.4,,2208,,0.896014493,275.7206992,112.4648709
76,Bottom,RSA_397,Y,20211008,40°36.05',67°53.94',40°36.16',67°54.00',47,86,14:59,14:59,15:01,15:02,15:03,D22,Mercuric,100,,15:09,15:24,40°36.16',67°54.55',40°36.11',67°55.96',63,50,very messy pile,79.38737685,15.68407769,,90.01749918,,79.88499918,,35.487,,2145.6,,2349,,0.913409962,,
76,Bottom,RSA_398,,20211008,40°36.05',67°53.94',40°36.16',67°54.00',47,86,14:59,14:59,15:01,15:02,15:03,D22,Mercuric,100,,15:09,15:24,40°36.16',67°54.55',40°36.11',67°55.96',63,50,very messy pile,79.38737685,15.68407769,,90.01749918,,79.88499918,,35.487,,2148.3,,2348.3,,0.914832006,212.8146451,85.26503096
76,Surface,RSA_399,,20211008,40°36.05',67°53.94',40°36.16',67°54.00',47,86,NA,15:00,NA,NA,NA,,Mercuric,100,,15:09,15:24,40°36.16',67°54.55',40°36.11',67°55.96',63,50,very messy pile,2.5,17.3753717,,12.69417899,,2.561678995,,32.5135,,1977.1,,2207,,0.895831445,278.7333652,113.3436583
77,Bottom,RSA_400,Y,20211008,40°36.13',68°00.48',40°36.24',68°00.38',48.4,88.5,16:04,16:04,16:06,16:07,16:08,D23,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,84.67502753,15.25679185,,95.22381755,,85.09131755,,35.174,,2138.5,,2332.8,,0.916709534,,
77,Bottom,RSA_401,,20211008,40°36.13',68°00.48',40°36.24',68°00.38',48.4,88.5,16:04,16:04,16:06,16:07,16:08,D23,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,84.67502753,15.25679185,,95.22381755,,85.09131755,,35.174,,2141.4,,2331.7,,0.918385727,218.4990062,86.65105124
77,Surface,RSA_402,,20211008,40°36.13',68°00.48',40°36.24',68°00.38',48.4,88.5,NA,16:05,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.82813442,,12.64165582,,2.509155816,,32.7434,,1987.5,,2211.9,,0.898548759,259.5896837,106.635662
78,Bottom,RSA_403,Y,20211008,40°42.14',67°53.84',40°42.17',67°53.77',42.3,77.4,16:56,16:56,16:58,17:00,17:01,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,78.3402916,12.83526391,,88.90892152,,78.77642152,,33.4449,,2098,,2247.6,,0.933440114,,
78,Bottom,RSA_404,,20211008,40°42.14',67°53.84',40°42.17',67°53.77',42.3,77.4,16:56,16:56,16:58,17:00,17:01,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,78.3402916,12.83526391,,88.90892152,,78.77642152,,33.4449,,2099.9,,2248.9,,0.933745387,250.6753938,93.60487352
78,Surface,RSA_405,,20211008,40°42.14',67°53.84',40°42.17',67°53.77',42.3,77.4,NA,16:57,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.69217707,,12.67599785,,2.543497849,,32.7433,,1984.3,,2213.7,,0.896372589,276.6120416,113.3281053
73,Surface,RSA_406,,20211008,40°47.88',67°48.07',40°47.89',67°47.99',36,65.8,NA,17:48,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.48297633,,12.60865224,,2.476152236,,32.5428,,1988.6,,2203.8,,0.902350486,275.1088757,112.1223352
73,Bottom,RSA_407,,20211008,40°47.88',67°48.07',40°47.89',67°47.99',36,65.8,17:46,17:48,17:49,17:50,17:51,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,64.99222021,12.65477722,,75.07431446,,64.94181446,,32.8914,,2076.1,,2220.1,,0.935138057,260.0867675,96.41572598
74,Bottom,RSA_408,,20211008,40°53.90',67°53.87',40°53.89',67°53.79',31.4,57.4,18:49,18:49,18:50,18:51,18:52,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,53.25393006,13.87159877,,63.72364815,,53.59114815,,32.7078,,2049.4,,2214.2,,0.925571312,258.0738887,97.9965589
74,Surface,RSA_409,,20211008,40°53.90',67°53.87',40°53.89',67°53.79',31.4,57.4,NA,18:50,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.07523842,,12.65971098,,2.527210981,,32.5747,,1991.6,,2205.6,,0.902974247,288.47171,116.6677447
79,Bottom,RSA_410,,20211008,40°53.95',68°05.75',40°53.82',68°05.74',31,56.7,19:56,19:57,19:58,19:59,20:00,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,54.43810503,15.31024977,,64.90475885,,54.77225885,,32.6356,,2036.9,,2204.4,,0.924015605,268.8239608,105.0466391
79,Surface,RSA_411,,20211008,40°53.95',68°05.75',40°53.82',68°05.74',31,56.7,NA,19:57,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.81009575,,12.63744603,,2.504946025,,32.5946,,2008.8,,2202.8,,0.911930271,276.9657902,111.4518145
75,Bottom,RSA_412,,20211008,40°47.89',68°00.01',40°47.82',68°00.02',35.7,65.3,20:40,20:41,20:42,20:43,20:44,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,60.5898235,13.20178431,,71.14527652,,61.01277652,,32.773,,2070.1,,2215.3,,0.93445583,255.4159739,95.69713075
75,Surface,RSA_413,Y,20211008,40°47.89',68°00.01',40°47.82',68°00.02',35.7,65.3,NA,20:41,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.55884155,,12.66258097,,2.530080971,,32.5547,,1979.1,,2207.1,,0.896697023,,
75,Surface,RSA_414,,20211008,40°47.89',68°00.01',40°47.82',68°00.02',35.7,65.3,NA,20:41,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.55884155,,12.66258097,,2.530080971,,32.5547,,1978.7,,2206.1,,0.89692217,272.7050619,111.3132573
80,Bottom,RSA_415,,20211008,40°41.99',68°06.02',40°41.96',68°06.10',41.8,76.4,21:25,21:26,21:27,21:28,21:29,D24,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,73.85477341,12.77872559,,84.0227452,,73.8902452,,32.8747,,2076.9,,2219.4,,0.935793458,254.071287,94.41786832
80,Surface,RSA_416,,20211008,40°41.99',68°06.02',40°41.96',68°06.10',41.8,76.4,NA,21:26,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.22170725,,12.59302641,,2.460526406,,32.8877,,1989,,2219.5,,0.896147781,268.8911416,111.3831304
81,Bottom,RSA_417,,20211008,40°35.98',68°12.04',40°35.91',68°12.19',50.3,92,22:10,22:11,22:12,22:13,22:15,L1,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,82.13353419,12.2829219,,92.91555671,,82.78305671,,33.5722,,2107.4,,2254.3,,0.934835647,244.3694628,90.2730601
81,Surface,RSA_418,,20211008,40°35.98',68°12.04',40°35.91',68°12.19',50.3,92,NA,22:11,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,20.30520453,,12.64039444,,2.50789444,,33.6796,,2003.9,,2267.2,,0.883865561,268.0879936,116.0122458
82,Bottom,RSA_419,Y,20211008,40°41.94',68°12.02',40°41.92',68°12.05',39.8,72.8,23:02,23:02,23:03,23:04,23:05,L2,Mercuric,100,,23:11,23:26,40°41.80',68°12.96',40°41.35',68°14.62',18,18,"squid, needlefish (saury), lots of clamshells",72.47624094,13.44456646,,82.96568124,,72.83318124,,32.7764,,2068.6,,2212.5,,0.934960452,,
82,Bottom,RSA_420,,20211008,40°41.94',68°12.02',40°41.92',68°12.05',39.8,72.8,23:02,23:02,23:03,23:04,23:05,L2,Mercuric,100,,23:11,23:26,40°41.80',68°12.96',40°41.35',68°14.62',18,18,"squid, needlefish (saury), lots of clamshells",72.47624094,13.44456646,,82.96568124,,72.83318124,,32.7764,,2068.1,,2214.8,,0.933763771,252.3069954,95.00587258
82,Surface,RSA_421,,20211008,40°41.94',68°12.02',40°41.92',68°12.05',39.8,72.8,NA,23:02,NA,NA,NA,,Mercuric,100,,23:11,23:26,40°41.80',68°12.96',40°41.35',68°14.62',18,18,"squid, needlefish (saury), lots of clamshells",2.5,17.5852988,,12.5806392,,2.4481392,,32.5481,,1974.9,,2196.2,,0.899235042,280.8257906,114.6816574
83,Bottom,RSA_422,,20211008,40°41.97',68°18.04',40°41.88',68°18.29',34.9,63.8,23:46,23:46,23:47,23:49,23:50,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,45.13059687,14.70554199,,55.6022978,,45.4697978,,32.7115,,2045,,2215.9,,0.922875581,257.6048627,99.49404272
83,Surface,RSA_423,,20211008,40°41.97',68°18.04',40°41.88',68°18.29',34.9,63.8,NA,23:46,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.85934627,,12.57521489,,2.442714887,,32.5725,,2009.6,,2188.5,,0.918254512,278.0293174,111.9720065
84,Bottom,RSA_424,,20211009,40°36.00',68°24.10',40°36.01',68°24.21',42.6,77.9,0:30,0:31,0:32,0:33,0:34,L3,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,65.66502762,12.39875324,,76.1552426,,66.0227426,,32.9406,,2084.9,,2222.9,,0.937918935,251.4216669,92.72346731
84,Surface,RSA_425,,20211009,40°36.00',68°24.10',40°36.01',68°24.21',42.6,77.9,NA,0:32,NA,NA,NA,,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.59101291,,12.68404774,,2.551547736,,32.5281,,1976,,2203.5,,0.896755162,282.6047193,115.4068291
86,Bottom,RSA_426,,20211009,40°29.99',68°30.03',40°30.01',68°30.18',48,87.8,1:19,1:20,1:22,1:23,1:24,,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,78.58824833,12.5449077,,89.18241248,,79.04991248,,33.9508,,2110.5,,2259.5,,0.934056207,241.6871688,89.99135189
86,Surface,RSA_427,,20211009,40°29.99',68°30.03',40°30.01',68°30.18',48,87.8,NA,1:21,NA,NA,NA,,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.29564884,,12.70660426,,2.574104261,,32.7762,,1985.4,,2218.8,,0.894808004,272.7296755,113.0556575
87,Bottom,RSA_428,,20211009,40°24.02',68°36.02',40°24.06',68°36.12',48.6,88.9,2:14,2:15,2:16,2:17,2:18,L4,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,77.41731884,12.85698678,,88.02871933,,77.89621933,,34.0803,,2124.5,,2280.2,,0.931716516,237.5459453,89.12857253
87,Surface,RSA_429,,20211009,40°24.02',68°36.02',40°24.06',68°36.12',48.6,88.9,NA,2:15,NA,NA,NA,,Benzalkonium and mercuric,250,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.92521751,,12.64407431,,2.51157431,,32.7701,,1989.7,,2214.6,,0.898446672,274.1571209,112.8433639
93,Bottom,RSA_430,,20211009,40°24.02',68°47.99',40°24.11',68°48.07',43.9,80.3,3:11,3:12,3:13,3:14,3:16,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,76.43883726,13.35309278,,86.97559348,,76.84309348,,34.2718,,2122.9,,2288.7,,0.927557129,233.1075787,88.44375262
93,Surface,RSA_431,,20211009,40°24.02',68°47.99',40°24.11',68°48.07',43.9,80.3,NA,3:12,NA,NA,NA,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.64426463,,12.66367078,,2.531170777,,33.0576,,1989.8,,2224.3,,0.894573574,272.9330814,114.0841468
88,Bottom,RSA_432,,20211009,40°30.03',68°42.02',40°30.07',68°42.06',39.3,71.9,4:06,4:07,4:08,4:09,4:10,L5,Mercuric,100,delay in poisoning,4:14,4:29,40°30.35',68°41.93',40°31.38',68°41.23',67,50,,70.1811343,12.15255933,,80.85069513,,70.71819513,,33.5315,,2107,,2253.6,,0.934948527,245.1057702,90.26409009
88,Surface,RSA_433,,20211009,40°30.03',68°42.02',40°30.07',68°42.06',39.3,71.9,NA,4:07,NA,NA,NA,,Mercuric,100,delay in poisoning,4:14,4:29,40°30.35',68°41.93',40°31.38',68°41.23',67,50,,2.5,17.43399959,,12.64108357,,2.508583569,,32.695,,1992.7,,2211,,0.901266395,276.8777582,112.8415211
85,Bottom,RSA_434,,20211009,40°36.04',68°36.08',40°36.08',68°36.13',34.9,63.8,5:16,5:16,5:18,5:19,5:20,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,55.23834691,12.34618114,,65.74802348,,55.61552348,,33.1169,,2088.1,,2234.9,,0.934314734,251.0274863,92.5802438
85,Surface,RSA_435,,20211009,40°36.04',68°36.08',40°36.08',68°36.13',34.9,63.8,NA,5:16,NA,NA,NA,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.38296124,,12.65295957,,2.520459572,,32.6046,,1988.4,,2200.9,,0.903448589,274.428186,111.6462904
89,Bottom,RSA_436,,20211009,40°42.04',68°42.02',40°42.04',68°42.04',32.7,59.8,6:07,6:08,6:09,6:10,6:11,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,60.45846485,14.44117518,,70.94709878,,60.81459878,,32.7518,,2056.5,,2209.2,,0.930879957,255.0381927,98.00171552
89,Surface,RSA_437,,20211009,40°42.04',68°42.02',40°42.04',68°42.04',32.7,59.8,NA,6:08,NA,NA,NA,,Mercuric,100,delay in poisoning,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.10158163,,12.67731482,,2.544814816,,32.5305,,1989.5,,2191.7,,0.907742848,282.6684688,114.3481508
90,Bottom,RSA_438,Y,20211009,40°47.79',68°42.00',40°47.74',68°42.09',32.5,59.4,6:51,6:52,6:54,6:55,6:56,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,58.99553435,16.2785123,,69.00564559,,58.87314559,,32.6086,,2017.9,,2202.1,,0.916352573,,
90,Bottom,RSA_439,,20211009,40°47.79',68°42.00',40°47.74',68°42.09',32.5,59.4,6:51,6:52,6:54,6:55,6:56,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,58.99553435,16.2785123,,69.00564559,,58.87314559,,32.6086,,2023.4,,2210.6,,0.915317109,266.9659068,106.324811
90,Surface,RSA_440,,20211009,40°47.79',68°42.00',40°47.74',68°42.09',32.5,59.4,NA,6:53,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.48273221,,12.55502863,,2.422528626,,32.5896,,2015.5,,2195.3,,0.918097754,267.0608919,106.7774034
91,Bottom,RSA_441,,20211009,40°47.99',68°48.12',40°47.95',68°48.25',35,64,7:27,7:28,7:29,7:30,7:31,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,65.18468418,15.69346215,,75.79255715,,65.66005715,,32.6565,,2026.9,,2200.5,,0.921108839,263.2116413,103.6552225
91,Surface,RSA_442,,20211009,40°47.99',68°48.12',40°47.95',68°48.25',35,64,NA,7:28,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.22054728,,12.62525506,,2.49275506,,32.584,,2022.7,,2194.4,,0.921755377,269.1435661,107.0536775
97,Bottom,RSA_443,,20211009,40°47.98',68°53.66',40°47.89',68°53.73',36.3,66.4,8:03,8:03,8:04,8:06,8:07,,Mercuric,100,,8:12,8:28,40°47.44',68°54.02',40°46.28',68°54.12',11,11,very hard bottom; drag hung up at beginning; added 1 min to tow,61.89688831,15.96662019,,72.05196383,,61.91946383,,32.6352,,2032,,2203.7,,0.922085583,261.3538854,103.4685358
97,Surface,RSA_444,,20211009,40°47.98',68°53.66',40°47.89',68°53.73',36.3,66.4,NA,8:03,NA,NA,NA,,Mercuric,100,,8:12,8:28,40°47.44',68°54.02',40°46.28',68°54.12',11,11,very hard bottom; drag hung up at beginning; added 1 min to tow,2.5,16.47115526,,12.86571544,,2.733215436,,32.5729,,2015.2,,2203,,0.91475261,276.8383093,110.6500856
96,Bottom,RSA_445,,20211009,40°42.17',68°54.00',40°41.88',68°54.02',35,64,8:57,8:57,8:59,9:00,9:01,,Mercuric,100,top not screwed tightly,NA,NA,NA,NA,NA,NA,NA,,,63.25940016,14.55990882,,73.84251452,,63.71001452,,33.3795,,2031.6,,2252.3,,0.902410869,251.0169451,96.71372353
96,Surface,RSA_446,,20211009,40°42.17',68°54.00',40°41.88',68°54.02',35,64,NA,8:58,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.42740504,,12.72916293,,2.59666293,,32.5487,,1985.8,,2196.8,,0.903951202,277.8860899,113.1369239
92,Bottom,RSA_447,,20211009,40°36.08',68°48.21',40°35.86',68°48.38',33.9,62,9:52,9:53,9:54,9:55,9:56,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,56.07606512,14.61481951,,66.36643453,,56.23393453,,32.7459,,2057.4,,2208.7,,0.931498166,251.0908403,96.82124217
92,Surface,RSA_448,,20211009,40°36.08',68°48.21',40°35.86',68°48.38',33.9,62,NA,9:53,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.20623149,,12.57285332,,2.440353321,,32.5271,,1987.2,,2205.6,,0.900979325,279.8663675,113.4421246
95,Bottom,RSA_449,,20211009,40°30.06',68°53.95',40°29.91',68°54.11',38.9,71.1,10:39,10:39,10:40,10:42,10:43,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,59.94804471,13.09365836,,70.3419833,,60.2094833,,33.1892,,2068.1,,2230.5,,0.927191213,245.9516101,92.18645308
95,Surface,RSA_450,,20211009,40°30.06',68°53.95',40°29.91',68°54.11',38.9,71.1,NA,10:40,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.45049197,,12.67837464,,2.545874642,,32.519,,1980.6,,2208,,0.89701087,277.3985235,112.9682763
94,Bottom,RSA_451,,20211009,40°24.09',68°59.95',40°24.06',69°00.19',44.5,81.4,11:29,11:29,11:31,11:32,11:33,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,70.78314767,13.23891163,,81.19088579,,71.05838579,,34.0708,,2127.3,,2272,,0.93631162,231.9547218,87.68818499
94,Surface,RSA_452,,20211009,40°24.09',68°59.95',40°24.06',69°00.19',44.5,81.4,NA,11:30,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.99671311,,12.75357672,,2.621076719,,32.7684,,1985.9,,2213.2,,0.89729803,271.2500114,111.7983007
104,Bottom,RSA_453,,20211009,40°24.01',69°11.89',40°23.99',69°12.03',43.3,79.2,NA,12:30,12:31,12:32,12:33,,Mercuric,100,CTD off,NA,NA,NA,NA,NA,NA,NA,,,79.2,NA,,NA,,NA,,33.2303,,2099.4,,2232.1,,0.940520446,NA,NA
104,Surface,RSA_454,,20211009,40°24.01',69°11.89',40°23.99',69°12.03',43.3,79.2,NA,12:30,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,0,NA,,NA,,NA,,32.7606,,1990.7,,2204.9,,0.902884877,NA,NA
103,Bottom,RSA_455,,20211009,40°29.96',69°06.12',40°30.07',69°06.27',42.1,77,13:39,13:39,13:40,13:41,13:42,L6,Mercuric,100,,13:50,14:05,40°30.75',69°06.18',40°32.02',69°06.15',105,50,,73.75558982,13.02304734,,84.30955864,,74.17705864,,33.4316,,2119.3,,2259.4,,0.937992387,246.1059765,92.24993315
103,Surface,RSA_456,,20211009,40°29.96',69°06.12',40°30.07',69°06.27',42.1,77,NA,13:39,NA,NA,NA,,Mercuric,100,,13:50,14:05,40°30.75',69°06.18',40°32.02',69°06.15',105,50,,2.5,18.54830762,,12.67651065,,2.544010651,,33.0524,,2007,,2236.1,,0.897544833,267.9671528,111.8018415
102,Bottom,RSA_457,,20211009,40°36.01',69°06.14',40°36.07',69°06.24',40.3,73.7,14:39,14:40,14:41,14:43,14:44,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,69.58315629,14.14463583,,80.19302812,,70.06052812,,32.8098,,2069.1,,2212.7,,0.935101912,251.233226,95.99405445
102,Surface,RSA_458,,20211009,40°36.01',69°06.14',40°36.07',69°06.24',40.3,73.7,NA,14:41,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.84530771,,12.74073694,,2.608236935,,32.7185,,1979.6,,2216.5,,0.893119783,285.5850096,117.3306604
