V1,V2,V3,V4,V5
32.71333560438802,10.339854383311897,44.61716732,-69.8,41.7
31.827151603581658,16.568878959949338,2.46379286,-69.8,41.7
32.594288931803625,10.79044950468664,36.91893558,-69.70066666666666,41.60033333333333
31.787862198642856,17.107146863623516,2.545761587,-69.70066666666666,41.60033333333333
33.16284907179009,8.77682127461643,74.90272723,-69.50133333333333,41.60066666666667
31.74909248458829,16.832028205330097,2.531533583,-69.50133333333333,41.60066666666667
33.08468762026238,9.159521187303076,106.9702306,-69.30233333333334,41.40266666666667
32.173389121756266,17.162341206894453,2.487267252,-69.30233333333334,41.40266666666667
32.76212896949197,10.133155378638728,63.8851965,-69.40416666666667,41.504333333333335
31.731507490850376,17.155157368989485,2.2576,-69.40416666666667,41.504333333333335
32.77389495296461,11.485477559504265,46.73782122,-69.40033333333334,41.301
32.34176747532309,16.015074033821893,2.446431196,-69.40033333333334,41.301
32.753545496703076,11.98942477647209,53.82757798,-69.30183333333333,41.202333333333335
32.55547161244167,14.312870344863137,2.543683854,-69.30183333333333,41.202333333333335
32.88600651384202,13.198665429084935,59.77164783,-69.2,41.10066666666667
32.60309121883358,15.347322781409058,2.569281497,-69.2,41.10066666666667
32.77412323322632,8.671961197448743,97.95001493,-69.001,41.14966666666667
32.443555598120916,17.74656784437962,2.510391701,-69.001,41.14966666666667
32.93755380430538,12.406566247954865,74.87594731,-69.10116666666667,40.998
32.9234990310251,17.128109497625868,2.520413627,-69.10116666666667,40.998
32.86850348898584,15.738074612570312,61.09263496,-68.89933333333333,40.898666666666664
32.74817078977342,17.303845060413135,2.551821086,-68.89933333333333,40.898666666666664
32.84247432550276,16.450181284734512,72.80993616,-68.79983333333334,40.900166666666664
32.80444191879211,16.603961839900528,2.621337864,-68.79983333333334,40.900166666666664
32.764754456527115,17.843643874203774,65.68012235,-68.70016666666666,40.89983333333333
32.75853120185849,17.910664173526197,2.543942542,-68.70016666666666,40.89983333333333
32.90969459954713,14.914503990534755,70.06292574,-68.79983333333334,40.99933333333333
32.79099103575298,17.116537884900325,2.511377773,-68.79983333333334,40.99933333333333
32.933974362194114,14.822001944582972,62.66232087,-68.70083333333334,41.0995
32.79985093533708,17.011521025613767,2.504746128,-68.70083333333334,41.0995
32.97110931806699,9.505780372535764,81.2680644,-68.80083333333333,41.2015
32.73987391208071,17.250264276605108,2.490507406,-68.80083333333333,41.2015
32.94147527081307,12.82923271412491,67.67025257,-68.70116666666667,41.2
32.80790151764695,16.747888552730416,2.461555674,-68.70116666666667,41.2
32.81273569664878,16.935893394840967,63.79352706,-68.6005,41.200833333333335
32.81021778407157,17.128458053431135,2.598169842,-68.6005,41.200833333333335
32.81695660616517,17.140592916805538,61.08887209,-68.49966666666667,41.300666666666665
32.77195657137311,17.956176853703152,2.492518764,-68.49966666666667,41.300666666666665
33.0234599059351,9.126258186502772,93.24429813,-68.697,41.347833333333334
32.60546475350733,17.48890015570033,2.269948018,-68.697,41.347833333333334
33.12046370298102,8.331197808779743,94.92476929,-68.60066666666667,41.44916666666666
32.84913331619181,17.264165803295207,2.476334409,-68.60066666666667,41.44916666666666
33.056511852200046,17.009939181675318,60.7,-68.4,41.399166666666666
33.0562396277831,17.511049918829467,0,-68.4,41.399166666666666
33.05677286614639,8.332419729509807,92.9,-68.50066666666666,41.49883333333333
33.05624567308686,17.258860711181736,0,-68.50066666666666,41.49883333333333
32.851145752779324,16.826076064361278,26.22473835,-68.40066666666667,41.599333333333334
32.81952458238545,16.829959813341368,2.61642255,-68.40066666666667,41.599333333333334
33.03776276630372,9.937134630180706,88.05977055,-68.19983333333333,41.80016666666667
32.74903386818842,17.761886746351355,2.344999628,-68.19983333333333,41.80016666666667
32.919051373498206,15.10226984464947,41.55384794,-68.00066666666666,41.801
32.79476204995719,17.45542423454625,2.615455327,-68.00066666666666,41.801
33.03968513180176,12.742870615811752,63.91595546,-67.9,41.900333333333336
32.8288332173414,17.102416739214597,2.328073092,-67.9,41.900333333333336
32.74171998149417,17.69268341153858,42.40020852,-67.50033333333333,41.99966666666667
32.77978828638214,17.752641328625906,2.478628824,-67.50033333333333,41.99966666666667
33.175190190739656,9.974731484566833,71.73908678,-67.39883333333333,42.1005
32.781399672165314,17.21237769206429,2.559496539,-67.39883333333333,42.1005
32.953542684885534,13.809649403122174,54.90922716,-67.20066666666666,42.099
32.86407846861339,16.429851978100274,2.515831831,-67.20066666666666,42.099
32.8640010154062,16.19753940409544,53.94263252,-67.19966666666667,41.99933333333333
32.81262409253138,17.111026725502125,2.564586749,-67.19966666666667,41.99933333333333
32.75204926231654,17.76354147497597,52.00478774,-67.39816666666667,41.90083333333333
32.758359278835975,17.765463263354718,3.460755483,-67.39816666666667,41.90083333333333
32.701708872733796,18.47345916007939,46.74207274,-67.7005,41.5005
32.698752900945884,18.47433943121551,2.420168676,-67.7005,41.5005
32.7240324492709,18.266916523573883,27.34621961,-67.50133333333333,41.599833333333336
32.704681772884065,18.275556660002838,2.497175712,-67.50133333333333,41.599833333333336
32.73780827449597,17.83678394198557,48.95885251,-67.29983333333334,41.699333333333335
32.72487781858331,17.84456392785426,2.542527587,-67.29983333333334,41.699333333333335
32.75069420060923,15.87333329132331,57.5931728,-67.10266666666666,41.5
32.61934301827364,17.12770811950085,2.523675134,-67.10266666666666,41.5
32.96450113155641,13.798558706164782,60.52879211,-67.001,41.40116666666667
32.51121407997889,17.486302655673462,2.552445163,-67.001,41.40116666666667
32.84810065251523,14.776699312721451,55.67055864,-67.09916666666666,41.300333333333334
32.54928731341588,17.267243693252468,2.502948858,-67.09916666666666,41.300333333333334
33.14486272677839,11.54082186833272,65.65883742,-66.899,41.298833333333334
32.54857299715426,17.57572770354177,2.497887493,-66.899,41.298833333333334
33.09759731701145,11.684688607895655,76.82037478,-66.69933333333333,41.299166666666665
32.568455962604254,17.27667048990738,2.531759255,-66.69933333333333,41.299166666666665
33.0681285649302,11.820350069531179,86.86044801,-66.601,41.4005
33.01487159416253,18.29896950139659,2.533699025,-66.601,41.4005
34.5711391574917,12.322267774558277,92.15763067,-66.49966666666667,41.299166666666665
33.59499459726792,19.362626999329645,2.489842438,-66.49966666666667,41.299166666666665
35.36366921137917,13.983741604023509,94.84547121,-66.40183333333333,41.200833333333335
34.16275902239713,20.723924473473186,2.499596968,-66.40183333333333,41.200833333333335
33.25936236652424,11.11084719766865,83.15416658,-66.5985,41.19983333333333
32.53246917237219,17.21382156423792,2.479910442,-66.5985,41.19983333333333
33.17841182615255,11.110931614370175,68.77324543,-66.799,41.19983333333333
32.46305211939538,17.22392841947479,2.441119315,-66.799,41.19983333333333
33.519989374671056,10.947763485323712,67.80750274,-66.70133333333334,41.101166666666664
32.74034456600127,17.296764855937464,2.505745708,-66.70133333333334,41.101166666666664
34.61452930374344,12.841278938301931,67.0303,-66.60033333333334,41.00033333333333
32.87747494330675,17.93575280211001,2.512891644,-66.60033333333334,41.00033333333333
33.92504577319782,11.575600129248683,75.93426147,-66.79966666666667,41.000166666666665
32.64056632652298,17.269295941177436,2.490056355,-66.79966666666667,41.000166666666665
33.32819838069179,11.862687677543965,58.76554811,-66.89866666666667,40.89833333333333
32.52531434561563,18.017276804526677,2.53780049,-66.89866666666667,40.89833333333333
33.19038738597035,12.2137270848474,58.84628694,-66.89883333333333,41.099
32.56834229669844,17.5771731892005,2.478333964,-66.89883333333333,41.099
32.91164869279637,13.887664969499271,65.91664176,-66.99916666666667,41.199
32.50285003988068,17.686493008773592,2.518908491,-66.99916666666667,41.199
33.08712819116769,12.356814828373821,64.91327476,-67,40.9995
32.67433557609131,17.75807405475486,2.542748009,-67,40.9995
35.770276302064026,15.37000740294858,98.28770627,-67.00066666666666,40.80016666666667
32.71078354930469,17.799809657496166,2.504018403,-67.00066666666666,40.80016666666667
33.490050227314626,11.48713737570396,86.14010252,-67.09916666666666,40.896166666666666
32.67141419299874,17.695499532516887,2.519628472,-67.09916666666666,40.896166666666666
32.952287962443485,13.505079132773322,46.83626658,-67.10016666666667,41.10016666666667
32.690831834796406,17.934989207222984,2.433809926,-67.10016666666667,41.10016666666667
32.75964808958532,15.346666564193475,52.68939872,-67.19883333333334,41.19983333333333
32.61318172638879,17.921098824943442,2.547669759,-67.19883333333334,41.19983333333333
33.16868556233519,13.303176359018506,72.28694959,-67.203,41.002
32.644907406744174,17.863935860883426,2.513229331,-67.203,41.002
33.37671897330446,11.058038565805138,72.11844492,-67.20133333333334,40.79983333333333
32.84633328513468,17.719222808025535,2.535064443,-67.20133333333334,40.79983333333333
35.396170496387185,15.307554597997283,91.17306939,-67.301,40.69983333333333
32.62558313407034,17.18382456501885,2.508292194,-67.301,40.69983333333333
33.72644205471021,12.682866361379793,76.98165618,-67.30066666666667,40.90083333333333
32.71392601784427,17.49895658678835,2.462098515,-67.30066666666667,40.90083333333333
32.78820921498972,14.887432138057422,57.65010724,-67.29966666666667,41.1
32.62794508584009,17.82949071277324,2.436625003,-67.29966666666667,41.1
32.89074105346367,13.163860649897684,65.64338905,-67.399,41.0005
32.64290790760423,17.638299853065476,2.490135649,-67.399,41.0005
33.056989243382354,12.269089056055158,83.02532087,-67.3975,40.79633333333334
32.64247996607626,17.381369426532206,2.480341609,-67.3975,40.79633333333334
34.07451852612712,13.599145814752642,88.02763424,-67.5015,40.69983333333333
32.64267377652882,17.421542357860144,2.452630605,-67.5015,40.69983333333333
32.98712822286297,12.391183560714552,71.8534961,-67.499,40.8995
32.650033965370056,16.947662237301046,2.457356441,-67.499,40.8995
32.88703380038009,13.32608664921239,65.74225214,-67.50366666666666,41
32.68953311482026,17.266708688848095,2.532997401,-67.50366666666666,41
32.79191155932842,14.942055770974745,53.67753047,-67.499,41.1
32.71315751776731,17.198027326049736,2.5054215,-67.499,41.1
32.89507280118879,13.154679603332704,64.66408711,-67.59766666666667,41.0025
32.677682536052984,17.309041280218516,2.493186507,-67.59766666666667,41.0025
32.97686495762204,12.529372550465713,71.76930637,-67.601,40.802166666666665
32.72286271949553,16.628214176760082,3.527785207,-67.601,40.802166666666665
32.93488243928453,12.938001077460024,58.87012663,-67.70033333333333,40.800333333333334
32.71332999539762,17.038700238194462,2.467438259,-67.70033333333333,40.800333333333334
33.38607311631661,12.49260510003954,69.98526743,-67.7,40.700833333333335
32.6336402783094,17.323401055605757,2.510840765,-67.7,40.700833333333335
35.5611088829249,16.129195387971208,78.98465852,-67.8,40.600833333333334
32.674726079831984,17.593302874945863,2.495047954,-67.8,40.600833333333334
33.04776876005247,12.681524110181853,64.94181446,-67.80116666666666,40.798
32.69725862641818,17.542367568199527,2.476152236,-67.80116666666666,40.798
32.8632382837971,13.907092397951288,53.59114815,-67.89783333333334,40.89833333333333
32.729327755780076,17.132204407334147,2.527210981,-67.89783333333334,40.89833333333333
32.928793096362675,13.232991420123685,61.01277652,-68.00016666666667,40.79816666666667
32.7092244501146,17.618177729079406,2.530080971,-68.00016666666667,40.79816666666667
35.65577305745614,15.648550355539342,79.88499918,-67.899,40.600833333333334
32.66779748659262,17.435158207262393,2.561678995,-67.899,40.600833333333334
35.34132578120009,15.228809732120725,85.09131755,-68.008,40.60216666666667
32.89879341220432,17.883128130477516,2.509155816,-68.008,40.60216666666667
33.603983188651675,12.848310937833919,78.77642152,-67.89733333333334,40.702333333333335
32.89870168007256,17.74668058836651,2.543497849,-67.89733333333334,40.702333333333335
32.79070939094908,15.351476471623831,54.77225885,-68.09583333333333,40.899166666666666
32.749322165256594,16.86554676937053,2.504946025,-68.09583333333333,40.899166666666666
33.03104701055218,12.804926930226163,73.8902452,-68.10033333333334,40.69983333333333
33.04378684649048,18.273948516266266,2.460526406,-68.10033333333334,40.69983333333333
33.73188476056484,12.291934425897681,82.78305671,-68.20066666666666,40.599666666666664
33.83942578308981,20.3398555827174,2.50789444,-68.20066666666666,40.599666666666664
32.932268478650684,13.474678706704845,72.83318124,-68.20033333333333,40.699
32.702569716990475,17.64493557232908,2.4481392,-68.20033333333333,40.699
32.86685606438328,14.744471466579702,45.4697978,-68.30066666666667,40.6995
32.727080248103576,16.91558977972027,2.442714887,-68.30066666666667,40.6995
33.097170448333905,12.423728384075359,66.0227426,-68.40166666666667,40.6
32.682450732338225,17.651218216643386,2.551547736,-68.40166666666667,40.6
33.25845637501214,12.368954338237966,55.61552348,-68.60133333333333,40.60066666666667
32.72222860988076,17.441272260134056,2.520459572,-68.60133333333333,40.60066666666667
34.11222796196896,12.546458978998741,79.04991248,-68.5005,40.499833333333335
32.93171006255257,18.35137235580002,2.574104261,-68.5005,40.499833333333335
34.24230800889742,12.856046790967252,77.89621933,-68.60033333333334,40.400333333333336
32.92556410059565,17.979797719988806,2.51157431,-68.60033333333334,40.400333333333336
33.69087937332696,12.163852942370156,70.71819513,-68.70033333333333,40.5005
32.850115279983335,17.488944043668756,2.508583569,-68.70033333333333,40.5005
32.90745055235513,14.476143017992978,60.81459878,-68.70033333333333,40.70066666666666
32.6848590297133,17.15986120492768,2.544814816,-68.70033333333333,40.70066666666666
32.76357542288125,16.322801798316945,58.87314559,-68.7,40.7965
